選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
小郷 裕哉,2025,楽天,90,0.173,30,2,12,11,0.245,0.272,0.517,173
加治屋 蓮,2025,楽天,54,0,0,0,0,0,0,0,0,0
辛島 航,2025,楽天,2,0,0,0,0,0,0,0,0,0
岸 孝之,2025,楽天,19,0,0,0,0,0,0,0,0,1
黒川 史陽,2025,楽天,83,0.299,90,4,33,1,0.372,0.372,0.744,301
ゴンザレス,2025,楽天,53,0.229,46,4,19,0,0.25,0.323,0.573,201
古謝 樹,2025,楽天,19,0,0,0,0,0,0,0,0,0
小深田 大翔,2025,楽天,124,0.217,65,1,14,28,0.311,0.258,0.569,299
小孫 竜二,2025,楽天,1,0,0,0,0,0,0,0,0,0
小森 航大郎,2025,楽天,33,0.197,15,1,3,5,0.225,0.25,0.475,76
今野 龍太,2025,楽天,42,0,0,0,0,0,0,0,0,0
坂井 陽翔,2025,楽天,1,0,0,0,0,0,0,0,0,0
柴田 大地,2025,楽天,6,0,0,0,0,0,0,0,0,0
島内 宏明,2025,楽天,5,0,0,0,0,0,0.091,0,0.091,10
荘司 康誠,2025,楽天,13,0,0,0,0,0,0,0,0,0
鈴木 翔天,2025,楽天,46,0,0,0,0,0,0,0,0,0
鈴木 大地,2025,楽天,93,0.238,41,2,23,1,0.33,0.314,0.644,172
宋 家豪,2025,楽天,10,0,0,0,0,0,0,0,0,0
ターリー,2025,楽天,2,0,0,0,0,0,0,0,0,0
泰 勝利,2025,楽天,6,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2025,楽天,15,0,0,0,0,0,1,0,1,0
辰己 涼介,2025,楽天,114,0.24,88,7,32,20,0.325,0.341,0.666,367
田中 和基,2025,楽天,19,0.056,1,0,1,1,0.056,0.056,0.112,18
田中 貴也,2025,楽天,12,0.333,1,0,0,0,0.5,0.333,0.833,3
津留﨑 大成,2025,楽天,17,0,0,0,0,0,0,0,0,0
中込 陽翔,2025,楽天,7,0,0,0,0,0,0,0,0,0
中島 大輔,2025,楽天,124,0.266,123,6,31,22,0.294,0.351,0.645,462
西垣 雅矢,2025,楽天,63,0,0,0,0,0,0,0,0,0
西口 直人,2025,楽天,52,0,0,0,0,0,0,0,0,0
則本 昂大,2025,楽天,56,0,0,0,0,0,0,0,0,0
ハワード,2025,楽天,9,0,0,0,0,0,0,0,0,3
早川 隆久,2025,楽天,12,0,0,0,0,0,0,0,0,3
林 優樹,2025,楽天,1,0,0,0,0,0,0,0,0,0
日當 直喜,2025,楽天,1,0,0,0,0,0,0,0,0,0
フランコ,2025,楽天,101,0.237,75,7,32,0,0.288,0.331,0.619,317
藤井 聖,2025,楽天,22,0,0,0,0,0,0,0,0,2
藤平 尚真,2025,楽天,62,0,0,0,0,0,0,0,0,0
ボイト,2025,楽天,67,0.3,73,13,39,0,0.384,0.498,0.882,243
堀内 謙伍,2025,楽天,76,0.256,43,3,18,1,0.323,0.339,0.662,168
松井 友飛,2025,楽天,13,0,0,0,0,0,0,0,0,1
松田 啄磨,2025,楽天,1,0,0,0,0,0,0,0,0,0
宮森 智志,2025,楽天,10,0,0,0,0,0,0,0,0,0
武藤 敦貴,2025,楽天,62,0.204,22,0,10,3,0.302,0.269,0.571,108
宗山 塁,2025,楽天,122,0.26,112,3,27,7,0.289,0.34,0.629,430
村林 一輝,2025,楽天,137,0.281,144,3,51,6,0.32,0.326,0.646,513
ヤフーレ,2025,楽天,14,0,0,0,0,0,0,0,0,2
陽 柏翔,2025,楽天,2,0.5,1,0,0,0,0.5,0.5,1,2
吉野 創士,2025,楽天,5,0.231,3,0,2,0,0.231,0.231,0.462,13
吉納 翼,2025,楽天,2,0,0,0,0,0,0,0,0,3
渡辺 翔太,2025,楽天,26,0,0,0,0,0,0,0,0,0
渡邊 佳明,2025,楽天,75,0.279,41,0,19,0,0.321,0.306,0.627,147
青山 美夏人,2025,西武,2,0,0,0,0,0,0,0,0,0
糸川 亮太,2025,西武,13,0,0,0,0,0,0,0,0,0
今井 達也,2025,西武,24,0,0,0,0,0,0,0,0,6
ウィンゲンター,2025,西武,49,0,0,0,0,0,0,0,0,0
上田 大河,2025,西武,4,0,0,0,0,0,0,0,0,0
甲斐野 央,2025,西武,47,0,0,0,0,0,0,0,0,0
岸 潤一郎,2025,西武,10,0.167,5,0,0,0,0.194,0.267,0.461,30
栗山 巧,2025,西武,11,0.087,2,0,0,0,0.087,0.087,0.174,23
黒木 優太,2025,西武,29,0,0,0,0,0,0,0,0,0
黒田 将矢,2025,西武,8,0,0,0,0,0,0,0,0,0
源田 壮亮,2025,西武,104,0.209,67,0,20,8,0.269,0.275,0.544,320
古賀 悠斗,2025,西武,112,0.228,66,7,21,1,0.305,0.329,0.634,289
児玉 亮涼,2025,西武,60,0.17,8,0,3,1,0.25,0.213,0.463,47
齋藤 大翔,2025,西武,4,0.091,1,0,0,0,0.167,0.091,0.258,11
佐々木 健,2025,西武,15,0,0,0,0,0,0,0,0,0
佐藤 隼輔,2025,西武,20,0,0,0,0,0,0,0,0,0
佐藤 太陽,2025,西武,13,0.167,5,0,3,0,0.242,0.267,0.509,30
篠原 響,2025,西武,2,0,0,0,0,0,0,0,0,0
菅井 信也,2025,西武,11,0,0,0,0,0,0,0,0,0
杉山 遙希,2025,西武,1,0,0,0,0,0,0,0,0,0
炭谷 銀仁朗,2025,西武,40,0.235,19,0,4,0,0.271,0.284,0.555,81
隅田 知一郎,2025,西武,23,0,0,0,0,0,0,0,0,1
セデーニョ,2025,西武,74,0.228,51,7,26,0,0.28,0.357,0.637,224
平良 海馬,2025,西武,54,0,0,0,0,0,0,0,0,0
髙橋 光成,2025,西武,24,0.25,1,0,0,0,0.25,0.25,0.5,4
髙松 渡,2025,西武,27,0.059,1,0,0,7,0.059,0.059,0.118,17
滝澤 夏央,2025,西武,125,0.234,90,0,14,21,0.289,0.244,0.533,385
武内 夏暉,2025,西武,12,0,0,0,1,0,0.25,0,0.25,2
田村 伊知郎,2025,西武,20,0,0,0,0,0,0,0,0,0
柘植 世那,2025,西武,13,0.125,2,0,0,0,0.176,0.125,0.301,16
デービス,2025,西武,36,0.204,23,3,9,0,0.313,0.31,0.623,113
外崎 修汰,2025,西武,115,0.234,84,5,34,6,0.31,0.318,0.628,359
仲田 慶介,2025,西武,60,0.23,20,0,3,1,0.28,0.253,0.533,87
仲三河 優太,2025,西武,5,0.222,2,0,5,0,0.2,0.444,0.644,9
中村 剛也,2025,西武,44,0.24,23,3,10,0,0.336,0.385,0.721,96
中村 祐太,2025,西武,20,0,0,0,0,0,0,0,0,0
西川 愛也,2025,西武,124,0.264,134,10,38,25,0.318,0.387,0.705,507
ネビン,2025,西武,137,0.277,141,21,63,2,0.346,0.448,0.794,509
野村 大樹,2025,西武,13,0.171,6,0,2,0,0.171,0.2,0.371,35
長谷川 信哉,2025,西武,132,0.225,90,6,36,9,0.286,0.325,0.611,400
羽田 慎之介,2025,西武,24,0,0,0,0,0,0,0,0,0
浜屋 将太,2025,西武,16,0,0,0,0,0,0,0,0,0
平沢 大河,2025,西武,7,0.059,1,0,0,0,0.059,0.118,0.177,17
平沼 翔太,2025,西武,60,0.218,34,0,11,5,0.245,0.25,0.495,156
蛭間 拓哉,2025,西武,12,0.176,6,0,0,0,0.2,0.176,0.376,34
古市 尊,2025,西武,10,0.444,8,0,0,0,0.474,0.444,0.918,18
古川 雄大,2025,西武,5,0.083,1,0,0,0,0.313,0.083,0.396,12
ボー・タカハシ,2025,西武,4,0,0,0,0,0,0,0,0,0
牧野 翔矢,2025,西武,29,0.213,13,0,0,1,0.238,0.246,0.484,61
松原 聖弥,2025,西武,8,0.273,6,0,0,0,0.273,0.318,0.591,22
松本 航,2025,西武,3,0,0,0,0,0,0,0,0,0
豆田 泰志,2025,西武,3,0,0,0,0,0,0,0,0,0
水上 由伸,2025,西武,5,0,0,0,0,0,0,0,0,0
村田 怜音,2025,西武,23,0.195,16,2,9,0,0.224,0.317,0.541,82
モンテル,2025,西武,12,0.091,1,0,0,1,0.091,0.091,0.182,11
元山 飛優,2025,西武,49,0.153,13,0,5,0,0.163,0.247,0.41,85
山田 陽翔,2025,西武,49,0,0,0,0,0,0,0,0,0
山野辺 翔,2025,西武,5,0,0,0,0,1,0,0,0,3
山村 崇嘉,2025,西武,71,0.246,52,4,20,0,0.296,0.351,0.647,211
與座 海人,2025,西武,16,0,0,0,0,0,0,0,0,2
Ｅ．ラミレス,2025,西武,27,0,0,0,0,0,0,0,0,0
渡部 聖弥,2025,西武,109,0.259,110,12,43,2,0.299,0.395,0.694,425
渡邉 勇太朗,2025,西武,23,0,0,0,0,0,0,0,0,2
アセベド,2025,ロッテ,5,0.182,2,1,2,0,0.25,0.455,0.705,11
愛斗,2025,ロッテ,17,0.133,2,0,1,0,0.188,0.2,0.388,15
東妻 勇輔,2025,ロッテ,6,0,0,0,0,0,0,0,0,0
池田 来翔,2025,ロッテ,83,0.238,54,5,20,2,0.282,0.352,0.634,227
石川 柊太,2025,ロッテ,19,0,0,0,0,0,0,0,0,2
石川 慎吾,2025,ロッテ,14,0.086,3,0,3,0,0.111,0.114,0.225,35
石垣 雅海,2025,ロッテ,20,0.143,2,0,0,1,0.333,0.214,0.547,14
一條 力真,2025,ロッテ,1,0,0,0,0,0,0,0,0,0
上田 希由翔,2025,ロッテ,66,0.211,35,3,20,0,0.279,0.331,0.61,166
植田 将太,2025,ロッテ,5,0.2,1,0,0,0,0.2,0.2,0.4,5
岡 大海,2025,ロッテ,65,0.274,43,2,18,3,0.363,0.363,0.726,157
小川 龍成,2025,ロッテ,87,0.264,47,0,13,9,0.32,0.275,0.595,178
小島 和哉,2025,ロッテ,24,0,0,0,0,0,0,0,0,2
小野 郁,2025,ロッテ,47,0,0,0,0,0,0,0,0,0
角中 勝也,2025,ロッテ,27,0.167,7,1,5,1,0.294,0.238,0.532,42
唐川 侑己,2025,ロッテ,2,0,0,0,0,0,0,0,0,0
河村 説人,2025,ロッテ,4,0,0,0,0,0,0,0,0,0
菊地 吏玖,2025,ロッテ,21,0,0,0,0,0,0,0,0,0
木村 優人,2025,ロッテ,22,0,0,0,0,0,0,0,0,1
ゲレーロ,2025,ロッテ,21,0,0,0,0,0,0,0,0,0
サモンズ,2025,ロッテ,16,0,0,0,0,0,0,0,0,0
坂井 遼,2025,ロッテ,1,0,0,0,0,0,0,0,0,0
坂本 光士郎,2025,ロッテ,8,0,0,0,0,0,0,0,0,0
佐藤 都志也,2025,ロッテ,68,0.207,41,4,18,3,0.285,0.308,0.593,198
澤田 圭佑,2025,ロッテ,29,0,0,0,0,0,0,0,0,0
澤村 拓一,2025,ロッテ,20,0,0,0,0,0,0,0,0,0
鈴木 昭汰,2025,ロッテ,29,0,0,0,0,0,0,0,0,0
ソト,2025,ロッテ,102,0.23,76,13,44,0,0.302,0.391,0.693,330
高野 脩汰,2025,ロッテ,37,0,0,0,0,0,0,0,0,1
髙部 瑛斗,2025,ロッテ,111,0.286,102,2,34,20,0.314,0.384,0.698,357
立松 由宇,2025,ロッテ,4,0,0,0,0,0,0,0,0,6
田中 晴也,2025,ロッテ,13,0.2,1,0,2,0,0.2,0.2,0.4,5
種市 篤暉,2025,ロッテ,24,0,0,0,0,0,0,0,0,1
田村 龍弘,2025,ロッテ,18,0.158,6,1,3,0,0.158,0.237,0.395,38
茶谷 健太,2025,ロッテ,43,0.222,8,0,2,0,0.282,0.278,0.56,36
寺地 隆成,2025,ロッテ,116,0.256,106,5,33,0,0.299,0.331,0.63,414
友杉 篤輝,2025,ロッテ,116,0.23,64,1,15,7,0.275,0.295,0.57,278
中村 奨吾,2025,ロッテ,20,0.186,11,1,3,0,0.25,0.271,0.521,59
中村 稔弥,2025,ロッテ,15,0,0,0,0,0,0,0,0,0
中森 俊介,2025,ロッテ,25,0,0,0,0,0,0,0,0,0
西川 史礁,2025,ロッテ,108,0.281,117,3,37,1,0.318,0.381,0.699,417
西野 勇士,2025,ロッテ,9,0,0,0,0,0,0,0,0,0
西村 天裕,2025,ロッテ,1,0,0,0,0,0,0,0,0,0
早坂 響,2025,ロッテ,9,0,0,0,0,0,0,0,0,0
廣池 康志郎,2025,ロッテ,18,0,0,0,0,0,0,0,0,0
廣畑 敦也,2025,ロッテ,8,0,0,0,0,0,0,0,0,0
藤岡 裕大,2025,ロッテ,102,0.256,82,4,25,1,0.341,0.353,0.694,320
藤原 恭大,2025,ロッテ,107,0.271,111,4,24,15,0.335,0.359,0.694,409
二木 康太,2025,ロッテ,1,0,0,0,0,0,0,0,0,0
ボス,2025,ロッテ,22,0.2,1,0,0,0,0.2,0.2,0.4,5
ポランコ,2025,ロッテ,39,0.201,28,5,13,0,0.273,0.331,0.604,139
益田 直也,2025,ロッテ,22,0,0,0,0,0,0,0,0,0
松川 虎生,2025,ロッテ,6,0,0,0,0,0,0.111,0,0.111,8
美馬 学,2025,ロッテ,1,0,0,0,0,0,0,0,0,0
宮崎 竜成,2025,ロッテ,39,0.194,19,0,3,1,0.248,0.224,0.472,98
八木 彬,2025,ロッテ,27,0,0,0,0,0,0,0,0,0
安田 尚憲,2025,ロッテ,93,0.243,77,0,25,1,0.303,0.29,0.593,317
山口 航輝,2025,ロッテ,35,0.255,27,7,24,1,0.286,0.472,0.758,106
山本 大斗,2025,ロッテ,107,0.205,79,11,33,2,0.262,0.338,0.6,385
横山 陸人,2025,ロッテ,50,0,0,0,0,0,0,0,0,0
吉川 悠斗,2025,ロッテ,2,0,0,0,0,0,0,0,0,0
和田 康士朗,2025,ロッテ,17,0.125,1,0,1,0,0.2,0.25,0.45,8
