選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
柳 裕也,2022,中日,25,0.087,4,0,1,0,0.104,0.109,0.213,50
山下 斐紹,2022,中日,20,0.13,3,1,1,0,0.167,0.261,0.428,24
山本 拓実,2022,中日,30,0,0,0,0,0,0,0,0,0
レビーラ,2022,中日,21,0.203,13,1,3,0,0.227,0.281,0.508,66
ロドリゲス,2022,中日,56,0,0,0,0,0,0,0,0,0
ワカマツ,2022,中日,2,0,0,0,0,0,0.25,0,0.25,4
渡辺 勝,2022,中日,10,0.222,2,0,0,0,0.222,0.222,0.444,9
明石 健志,2022,ソフトバンク,22,0.167,5,0,3,0,0.242,0.233,0.475,35
秋吉 亮,2022,ソフトバンク,2,0,0,0,0,0,0,0,0,0
石川 柊太,2022,ソフトバンク,23,0,0,0,0,0,0,0,0,4
泉 圭輔,2022,ソフトバンク,30,0,0,0,0,0,0,0,0,0
今宮 健太,2022,ソフトバンク,130,0.296,133,7,47,3,0.352,0.409,0.761,510
上林 誠知,2022,ソフトバンク,33,0.301,28,1,12,2,0.337,0.409,0.746,100
海野 隆司,2022,ソフトバンク,47,0.167,7,1,4,0,0.167,0.286,0.453,42
大関 友久,2022,ソフトバンク,21,0,0,0,0,0,0,0,0,2
大竹 耕太郎,2022,ソフトバンク,2,0,0,0,0,0,0,0,0,0
尾形 崇斗,2022,ソフトバンク,9,0,0,0,0,0,0,0,0,0
奥村 政稔,2022,ソフトバンク,4,0,0,0,0,0,0,0,0,0
ガルビス,2022,ソフトバンク,38,0.171,19,2,11,0,0.285,0.243,0.528,130
甲斐 拓也,2022,ソフトバンク,130,0.18,58,1,27,1,0.275,0.223,0.498,405
甲斐野 央,2022,ソフトバンク,27,0,0,0,0,0,0,0,0,0
笠谷 俊介,2022,ソフトバンク,16,0,0,0,0,0,0,0,0,0
嘉弥真 新也,2022,ソフトバンク,56,0,0,0,0,0,0,0,0,0
川瀬 晃,2022,ソフトバンク,73,0.278,25,0,11,2,0.327,0.333,0.66,106
川原田 純平,2022,ソフトバンク,1,0,0,0,0,0,0,0,0,1
グラシアル,2022,ソフトバンク,99,0.271,94,7,30,1,0.339,0.38,0.719,386
栗原 陵矢,2022,ソフトバンク,5,0.353,6,2,5,0,0.45,0.765,1.215,20
黒瀬 健太,2022,ソフトバンク,7,0.167,2,0,1,0,0.267,0.167,0.434,15
佐藤 直樹,2022,ソフトバンク,48,0.129,4,1,2,0,0.206,0.323,0.529,35
椎野 新,2022,ソフトバンク,18,0,0,0,0,0,0,0,0,0
周東 佑京,2022,ソフトバンク,80,0.267,77,5,15,22,0.324,0.365,0.689,318
杉山 一樹,2022,ソフトバンク,10,0,0,0,0,0,0,0,0,4
千賀 滉大,2022,ソフトバンク,22,0,0,0,1,0,0,0,0,3
田浦 文丸,2022,ソフトバンク,4,0,0,0,0,0,0,0,0,0
髙田 知季,2022,ソフトバンク,18,0.231,3,0,3,1,0.231,0.385,0.616,13
高橋 礼,2022,ソフトバンク,4,0,0,0,0,0,0,0,0,0
武田 翔太,2022,ソフトバンク,10,0,0,0,0,0,0,0,0,0
田中 正義,2022,ソフトバンク,5,0,0,0,0,0,0,0,0,0
谷川原 健太,2022,ソフトバンク,71,0.234,15,0,8,1,0.324,0.359,0.683,75
田上 奏大,2022,ソフトバンク,2,0,0,0,0,0,0,0,0,0
津森 宥紀,2022,ソフトバンク,51,0,0,0,0,0,0,0,0,0
デスパイネ,2022,ソフトバンク,89,0.269,80,14,40,0,0.338,0.444,0.782,331
中谷 将大,2022,ソフトバンク,16,0.214,6,1,4,2,0.233,0.393,0.626,30
中村 晃,2022,ソフトバンク,114,0.253,96,7,51,2,0.334,0.351,0.685,435
中村 亮太,2022,ソフトバンク,2,0,0,0,0,0,0,0,0,0
野村 勇,2022,ソフトバンク,97,0.239,43,10,25,10,0.312,0.489,0.801,203
野村 大樹,2022,ソフトバンク,31,0.229,16,0,8,0,0.27,0.329,0.599,75
板東 湧梧,2022,ソフトバンク,25,0,0,0,0,0,0,0,0,0
東浜 巨,2022,ソフトバンク,23,0,0,0,0,0,0,0,0,4
藤井 皓哉,2022,ソフトバンク,55,0,0,0,0,0,0,0,0,0
牧原 大成,2022,ソフトバンク,120,0.301,123,6,42,13,0.331,0.408,0.739,441
正木 智也,2022,ソフトバンク,35,0.254,17,3,5,0,0.367,0.448,0.815,80
真砂 勇介,2022,ソフトバンク,29,0.071,2,0,0,0,0.071,0.071,0.142,29
増田 珠,2022,ソフトバンク,15,0.256,10,1,6,0,0.302,0.462,0.764,45
又吉 克樹,2022,ソフトバンク,31,0,0,0,0,0,0,0,0,0
松田 宣浩,2022,ソフトバンク,43,0.204,20,0,7,1,0.255,0.245,0.5,106
松本 裕樹,2022,ソフトバンク,44,0,0,0,0,0,0,0,0,2
三森 大貴,2022,ソフトバンク,102,0.257,101,9,36,20,0.309,0.379,0.688,437
モイネロ,2022,ソフトバンク,53,0,0,0,0,0,0,0,0,0
森 唯斗,2022,ソフトバンク,29,0,0,0,0,0,0,0,0,0
柳田 悠岐,2022,ソフトバンク,117,0.275,120,24,79,2,0.344,0.485,0.829,491
柳町 達,2022,ソフトバンク,107,0.277,89,0,32,3,0.357,0.346,0.703,364
リチャード,2022,ソフトバンク,23,0.159,10,3,5,0,0.243,0.317,0.56,70
レイ,2022,ソフトバンク,23,0,0,0,0,0,0,0,0,1
和田 毅,2022,ソフトバンク,17,0,0,0,0,0,0,0,0,0
渡邉 陸,2022,ソフトバンク,20,0.273,9,3,9,0,0.333,0.576,0.909,36
アルカンタラ,2022,日本ハム,97,0.209,55,14,28,4,0.267,0.392,0.659,285
淺間 大基,2022,日本ハム,75,0.232,52,4,15,12,0.267,0.357,0.624,240
有薗 直輝,2022,日本ハム,4,0,0,0,0,0,0,0,0,7
井口 和朋,2022,日本ハム,23,0,0,0,0,0,0,0,0,0
池田 隆英,2022,日本ハム,4,0,0,0,0,0,0,0,0,0
石井 一成,2022,日本ハム,102,0.236,70,6,32,8,0.284,0.378,0.662,328
石川 直也,2022,日本ハム,36,0,0,0,0,0,0,0,0,0
石川 亮,2022,日本ハム,23,0.156,7,0,3,0,0.191,0.156,0.347,52
五十幡 亮汰,2022,日本ハム,6,0.286,4,0,1,3,0.375,0.286,0.661,16
伊藤 大海,2022,日本ハム,26,0,0,0,0,0,0,0,0,4
今川 優馬,2022,日本ハム,94,0.227,62,10,39,4,0.29,0.388,0.678,309
上野 響平,2022,日本ハム,12,0.074,2,0,0,0,0.138,0.111,0.249,31
上原 健太,2022,日本ハム,25,0.2,1,0,0,0,0.2,0.4,0.6,5
宇佐見 真吾,2022,日本ハム,81,0.256,55,5,24,0,0.296,0.372,0.668,237
梅林 優貴,2022,日本ハム,22,0.104,5,0,3,0,0.122,0.125,0.247,51
上沢 直之,2022,日本ハム,23,0,0,0,0,0,0,0,0,3
柿木 蓮,2022,日本ハム,4,0,0,0,0,0,0,0,0,0
片岡 奨人,2022,日本ハム,13,0.125,3,0,0,0,0.125,0.167,0.292,24
加藤 貴之,2022,日本ハム,22,0.2,1,0,0,0,0.2,0.2,0.4,5
金子 千尋,2022,日本ハム,3,0,0,0,0,0,0,0,0,0
上川畑 大悟,2022,日本ハム,80,0.291,76,2,17,8,0.36,0.356,0.716,301
河野 竜生,2022,日本ハム,21,0,0,0,0,0,0,0,0,0
北浦 竜次,2022,日本ハム,11,0,0,0,0,0,0,0,0,0
北山 亘基,2022,日本ハム,55,0,0,0,0,0,0,0,0,0
木村 文紀,2022,日本ハム,38,0.179,17,2,9,0,0.218,0.284,0.502,101
清宮 幸太郎,2022,日本ハム,129,0.219,89,18,55,4,0.305,0.429,0.734,461
畔柳 亨丞,2022,日本ハム,1,0,0,0,0,0,0,0,0,0
郡 拓也,2022,日本ハム,26,0.125,7,2,6,1,0.197,0.25,0.447,63
近藤 健介,2022,日本ハム,99,0.302,98,8,41,8,0.418,0.462,0.88,396
阪口 樂,2022,日本ハム,3,0.167,1,0,0,0,0.167,0.167,0.334,6
佐藤 龍世,2022,日本ハム,37,0.115,11,1,4,0,0.175,0.167,0.342,106
清水 優心,2022,日本ハム,30,0.194,12,0,3,0,0.219,0.21,0.429,67
杉浦 稔大,2022,日本ハム,16,0,0,0,0,0,0,0,0,2
杉谷 拳士,2022,日本ハム,51,0.165,16,0,3,0,0.229,0.186,0.415,109
鈴木 健矢,2022,日本ハム,19,0,0,0,0,0,0,0,0,0
髙濱 祐仁,2022,日本ハム,7,0.059,1,0,1,0,0.056,0.059,0.115,18
達 孝太,2022,日本ハム,1,0,0,0,0,0,0,0,0,0
立野 和明,2022,日本ハム,3,0,0,0,0,0,0,0,0,0
田中 瑛斗,2022,日本ハム,4,0,0,0,0,0,0,0,0,0
谷川 昌希,2022,日本ハム,9,0,0,0,0,0,0,0,0,0
玉井 大翔,2022,日本ハム,50,0,0,0,0,0,0,0,0,0
田宮 裕涼,2022,日本ハム,14,0.111,2,0,0,0,0.158,0.167,0.325,21
中島 卓也,2022,日本ハム,68,0.223,29,0,8,17,0.282,0.262,0.544,150
生田目 翼,2022,日本ハム,2,0,0,0,0,0,0,0,0,0
西村 天裕,2022,日本ハム,18,0,0,0,0,0,0,0,0,0
ヌニエス,2022,日本ハム,63,0.174,29,4,12,1,0.228,0.299,0.527,180
根本 悠楓,2022,日本ハム,13,0,0,0,0,0,0,0,0,0
野村 佑希,2022,日本ハム,93,0.279,97,6,36,3,0.313,0.411,0.724,368
長谷川 威展,2022,日本ハム,2,0,0,0,0,0,0,0,0,0
福田 俊,2022,日本ハム,13,0,0,0,0,0,0,0,0,0
古川 裕大,2022,日本ハム,36,0.229,22,0,1,0,0.288,0.26,0.548,108
古川 侑利,2022,日本ハム,34,0,0,0,0,0,0,0,0,0
ポンセ,2022,日本ハム,14,0,0,0,0,0,0,0,0,0
細川 凌平,2022,日本ハム,20,0.171,7,0,2,0,0.244,0.293,0.537,48
堀 瑞輝,2022,日本ハム,41,0,0,0,0,0,0,0,0,0
松浦 慶斗,2022,日本ハム,1,0,0,0,0,0,0,0,0,0
松本 剛,2022,日本ハム,117,0.347,137,3,44,21,0.398,0.438,0.836,445
万波 中正,2022,日本ハム,100,0.203,60,14,40,0,0.237,0.392,0.629,314
水野 達稀,2022,日本ハム,21,0.122,5,0,0,1,0.163,0.171,0.334,44
宮田 輝星,2022,日本ハム,6,0.143,1,0,0,0,0.143,0.143,0.286,7
宮西 尚生,2022,日本ハム,24,0,0,0,0,0,0,0,0,0
メネズ,2022,日本ハム,15,0,0,0,0,0,0,0,0,0
望月 大希,2022,日本ハム,9,0,0,0,0,0,0,0,0,0
谷内 亮太,2022,日本ハム,78,0.268,41,1,12,0,0.309,0.346,0.655,167
吉田 輝星,2022,日本ハム,51,0,0,0,0,0,0,0,0,2
ロドリゲス,2022,日本ハム,22,0,0,0,0,0,0,0,0,0
渡邉 諒,2022,日本ハム,21,0.233,14,0,2,0,0.281,0.367,0.648,64
王 柏融,2022,日本ハム,15,0.063,2,0,0,0,0.063,0.094,0.157,32
東 晃平,2022,オリックス,4,0,0,0,0,0,0,0,0,0
安達 了一,2022,オリックス,65,0.262,54,1,18,3,0.349,0.32,0.669,243
阿部 翔太,2022,オリックス,44,0,0,0,0,0,0,0,0,0
池田 陵真,2022,オリックス,6,0.15,3,0,1,0,0.15,0.15,0.3,20
石岡 諒太,2022,オリックス,17,0.152,5,0,0,2,0.176,0.182,0.358,35
宇田川 優希,2022,オリックス,19,0,0,0,0,0,0,0,0,0
大下 誠一郎,2022,オリックス,5,0.25,2,0,0,0,0.4,0.5,0.9,10
大城 滉二,2022,オリックス,57,0.244,22,2,6,2,0.333,0.356,0.689,110
太田 椋,2022,オリックス,32,0.196,18,1,5,0,0.245,0.293,0.538,101
小田 裕也,2022,オリックス,72,0.208,5,1,2,8,0.269,0.375,0.644,26
来田 涼斗,2022,オリックス,10,0.13,3,0,0,0,0.231,0.13,0.361,27
宜保 翔,2022,オリックス,23,0.172,5,0,2,0,0.194,0.207,0.401,34
紅林 弘太郎,2022,オリックス,130,0.224,101,6,32,2,0.275,0.318,0.593,495
黒木 優太,2022,オリックス,27,0,0,0,0,0,0,0,0,0
Ｋ－鈴木,2022,オリックス,14,0,0,0,0,0,0,0,0,0
元 謙太,2022,オリックス,5,0.25,2,0,1,0,0.25,0.25,0.5,9
小木田 敦也,2022,オリックス,16,0,0,0,0,0,0,0,0,0
後藤 駿太,2022,オリックス,26,0.184,9,0,2,1,0.231,0.224,0.455,52
近藤 大亮,2022,オリックス,32,0,0,0,0,0,0,0,0,0
齋藤 綱記,2022,オリックス,5,0,0,0,0,0,0,0,0,0
佐野 皓大,2022,オリックス,78,0.224,24,2,9,5,0.252,0.336,0.588,118
佐野 如一,2022,オリックス,2,0,0,0,0,0,0,0,0,2
杉本 裕太郎,2022,オリックス,105,0.235,89,15,51,4,0.324,0.398,0.722,433
竹安 大知,2022,オリックス,6,0,0,0,0,0,0,0,0,0
田嶋 大樹,2022,オリックス,20,0,0,0,0,0,0,0,0,2
張 奕,2022,オリックス,15,0,0,0,0,0,0,0,0,0
Ｔ－岡田,2022,オリックス,36,0.149,13,1,10,0,0.211,0.23,0.441,95
富山 凌雅,2022,オリックス,8,0,0,0,0,0,0,0,0,0
頓宮 裕真,2022,オリックス,81,0.226,53,11,34,0,0.311,0.44,0.751,271
中川 圭太,2022,オリックス,110,0.283,120,8,51,11,0.326,0.441,0.767,468
中村 勝,2022,オリックス,3,0,0,0,0,0,0,0,0,0
西野 真弘,2022,オリックス,43,0.289,33,0,8,0,0.339,0.351,0.69,130
西村 凌,2022,オリックス,16,0.133,6,0,6,0,0.152,0.289,0.441,47
能見 篤史,2022,オリックス,5,0,0,0,0,0,0,0,0,0
野口 智哉,2022,オリックス,54,0.226,35,1,6,0,0.277,0.284,0.561,167
バルガス,2022,オリックス,8,0,0,0,0,0,0,0,0,0
バレラ,2022,オリックス,37,0.205,23,1,6,0,0.294,0.277,0.571,127
ビドル,2022,オリックス,35,0,0,0,0,0,0,0,0,0
比嘉 幹貴,2022,オリックス,30,0,0,0,0,0,0,0,0,0
平野 佳寿,2022,オリックス,48,0,0,0,0,0,0,0,0,0
福田 周平,2022,オリックス,118,0.268,120,0,24,9,0.328,0.319,0.647,502
福永 奨,2022,オリックス,5,0.125,1,0,0,0,0.125,0.125,0.25,8
伏見 寅威,2022,オリックス,76,0.229,47,3,21,2,0.274,0.341,0.615,235
本田 仁海,2022,オリックス,42,0,0,0,0,0,0,0,0,0
マッカーシー,2022,オリックス,59,0.225,40,4,19,0,0.344,0.343,0.687,212
増井 浩俊,2022,オリックス,2,0,0,0,0,0,0,0,0,0
松井 雅人,2022,オリックス,6,0,0,0,0,0,0,0,0,1
宮城 大弥,2022,オリックス,24,0,0,0,0,0,0,0,0,2
椋木 蓮,2022,オリックス,4,0,0,0,0,0,0,0,0,0
宗 佑磨,2022,オリックス,130,0.271,127,5,43,4,0.341,0.356,0.697,537
村西 良太,2022,オリックス,22,0,0,0,0,0,0,0,0,0
山足 達也,2022,オリックス,39,0.182,8,1,2,1,0.234,0.273,0.507,51
山岡 泰輔,2022,オリックス,22,0,0,0,0,0,0,0,0,4
山﨑 福也,2022,オリックス,25,0.143,1,0,0,0,0.143,0.143,0.286,7
山﨑 颯一郎,2022,オリックス,15,0,0,0,0,0,0,0,0,0
山田 修義,2022,オリックス,12,0,0,0,0,0,0,0,0,0
山本 由伸,2022,オリックス,26,0,0,0,0,0,0,0,0,2
吉田 正尚,2022,オリックス,119,0.335,138,21,88,4,0.447,0.561,1.008,508
吉田 凌,2022,オリックス,6,0,0,0,0,0,0,0,0,0
ラベロ,2022,オリックス,24,0.138,8,1,2,0,0.296,0.207,0.503,71
ワゲスパック,2022,オリックス,32,0,0,0,1,0,0,0,0,5
若月 健矢,2022,オリックス,68,0.281,48,4,14,3,0.326,0.392,0.718,193
渡部 遼人,2022,オリックス,16,0.059,1,0,2,1,0.111,0.059,0.17,19
浅村 栄斗,2022,楽天,143,0.252,134,27,86,4,0.365,0.436,0.801,633
安樂 智大,2022,楽天,52,0,0,0,0,0,0,0,0,0
石橋 良太,2022,楽天,26,0,0,0,0,0,0,0,0,0
石原 彪,2022,楽天,1,0,0,0,0,0,0,0,0,1
伊藤 裕季也,2022,楽天,3,0,0,0,0,0,0,0,0,8
岩見 政暉,2022,楽天,3,0.286,2,0,0,0,0.286,0.429,0.715,7
内田 靖人,2022,楽天,8,0.1,1,0,2,0,0.231,0.1,0.331,14
内間 拓馬,2022,楽天,1,0,0,0,0,0,0,0,0,0
オコエ 瑠偉,2022,楽天,6,0.2,5,0,0,1,0.2,0.2,0.4,25
太田 光,2022,楽天,71,0.214,31,3,18,1,0.325,0.303,0.628,182
岡島 豪郎,2022,楽天,53,0.214,39,3,25,2,0.264,0.341,0.605,199
小郷 裕哉,2022,楽天,10,0.167,3,1,2,0,0.25,0.389,0.639,23
釜田 佳直,2022,楽天,2,0,0,0,0,0,0,0,0,0
辛島 航,2022,楽天,17,0,0,0,0,0,0,0,0,4
川島 慶三,2022,楽天,12,0.136,3,1,6,0,0.174,0.318,0.492,25
ギッテンス,2022,楽天,21,0.242,15,0,8,0,0.365,0.274,0.639,74
岸 孝之,2022,楽天,22,0,0,0,0,0,0,0,0,3
銀次,2022,楽天,83,0.261,62,0,26,0,0.335,0.286,0.621,271
黒川 史陽,2022,楽天,17,0.222,14,0,2,0,0.296,0.27,0.566,71
小深田 大翔,2022,楽天,118,0.267,113,2,29,21,0.328,0.342,0.67,479
小峯 新陸,2022,楽天,6,0,0,0,0,0,0,0,0,0
酒居 知史,2022,楽天,34,0,0,0,0,0,0,0,0,0
島内 宏明,2022,楽天,142,0.298,161,14,77,5,0.373,0.453,0.826,613
鈴木 翔天,2022,楽天,38,0,0,0,0,0,0,0,0,0
鈴木 大地,2022,楽天,125,0.257,105,5,35,4,0.344,0.341,0.685,477
炭谷 銀仁朗,2022,楽天,98,0.237,60,4,18,0,0.293,0.3,0.593,288
宋 家豪,2022,楽天,54,0,0,0,0,0,0,0,0,0
高田 孝一,2022,楽天,2,0,0,0,0,0,0,0,0,0
髙田 萌生,2022,楽天,3,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2022,楽天,15,0,0,0,0,0,0,0,0,1
辰己 涼介,2022,楽天,120,0.271,111,11,35,12,0.354,0.401,0.755,476
田中 和基,2022,楽天,77,0.143,9,1,5,6,0.229,0.238,0.467,70
田中 貴也,2022,楽天,18,0.118,2,0,1,0,0.211,0.118,0.329,19
田中 将大,2022,楽天,25,0,0,0,0,0,0,0,0,4
津留﨑 大成,2022,楽天,11,0,0,0,0,0,0,0,0,0
西垣 雅矢,2022,楽天,24,0,0,0,0,0,0,0,0,0
西川 遥輝,2022,楽天,108,0.218,81,7,37,19,0.342,0.341,0.683,451
西口 直人,2022,楽天,61,0,0,0,0,0,0,0,0,0
則本 昂大,2022,楽天,21,0,0,0,0,0,0,0,0,2
早川 隆久,2022,楽天,19,0,0,0,0,0,0.5,0,0.5,2
ブセニッツ,2022,楽天,34,0,0,0,0,0,0,0,0,0
福井 優也,2022,楽天,11,0,0,0,0,0,0,0,0,0
福山 博之,2022,楽天,3,0,0,0,0,0,0,0,0,0
藤井 聖,2022,楽天,4,0,0,0,0,0,0,0,0,0
藤平 尚真,2022,楽天,8,0,0,0,0,0,0,0,0,0
堀内 謙伍,2022,楽天,5,0,0,0,0,0,0,0,0,1
マルモレホス,2022,楽天,58,0.208,42,7,28,0,0.278,0.342,0.62,223
松井 友飛,2022,楽天,1,0,0,0,0,0,0,0,0,0
松井 裕樹,2022,楽天,53,0,0,0,0,0,0,0,0,0
宮森 智志,2022,楽天,26,0,0,0,0,0,0,0,0,0
武藤 敦貴,2022,楽天,43,0.25,22,1,9,1,0.323,0.375,0.698,99
村林 一輝,2022,楽天,47,0.188,3,0,0,0,0.235,0.188,0.423,17
茂木 栄五郎,2022,楽天,73,0.223,53,9,30,4,0.3,0.395,0.695,268
森原 康平,2022,楽天,3,0,0,0,0,0,0,0,0,0
安田 悠馬,2022,楽天,5,0.2,2,1,1,0,0.333,0.5,0.833,12
山﨑 剛,2022,楽天,79,0.203,38,3,13,15,0.28,0.337,0.617,218
弓削 隼人,2022,楽天,13,0,0,0,0,0,0,0,0,0
吉川 雄大,2022,楽天,4,0,0,0,0,0,0,0,0,0
涌井 秀章,2022,楽天,10,0,0,0,0,0,0,0,0,0
和田 恋,2022,楽天,11,0.069,2,0,1,0,0.067,0.069,0.136,30
渡邊 佑樹,2022,楽天,13,0,0,0,0,0,0,0,0,0
渡邊 佳明,2022,楽天,60,0.242,37,1,17,2,0.295,0.294,0.589,168
愛斗,2022,西武,121,0.243,89,9,28,9,0.266,0.369,0.635,393
今井 達也,2022,西武,9,0,0,0,0,0,0,0,0,0
呉 念庭,2022,西武,94,0.227,59,5,28,2,0.322,0.327,0.649,301
内海 哲也,2022,西武,5,0,0,0,0,0,0,0,0,0
エンス,2022,西武,23,0,0,0,0,0,0,0,0,2
オグレディ,2022,西武,123,0.213,86,15,46,2,0.312,0.384,0.696,465
大曲 錬,2022,西武,6,0,0,0,0,0,0,0,0,0
岡田 雅利,2022,西武,1,0,0,0,0,0,0,0,0,0
金子 侑司,2022,西武,44,0.277,33,1,4,3,0.323,0.37,0.693,128
川越 誠司,2022,西武,50,0.259,36,2,14,2,0.346,0.381,0.727,159
川野 涼多,2022,西武,5,0.143,1,0,1,0,0.125,0.143,0.268,8
岸 潤一郎,2022,西武,45,0.205,15,2,7,1,0.284,0.356,0.64,83
熊代 聖人,2022,西武,43,0.2,2,0,0,0,0.2,0.2,0.4,14
公文 克彦,2022,西武,18,0,0,0,0,0,0,0,0,0
栗山 巧,2022,西武,89,0.264,63,3,29,0,0.326,0.36,0.686,267
源田 壮亮,2022,西武,108,0.266,110,2,17,12,0.317,0.338,0.655,456
古賀 悠斗,2022,西武,26,0.155,9,1,4,0,0.265,0.241,0.506,71
齊藤 誠人,2022,西武,1,0,0,0,0,0,0,0,0,0
佐々木 健,2022,西武,37,0,0,0,0,0,0,0,0,0
佐藤 隼輔,2022,西武,12,0,0,0,0,0,0,0,0,3
佐野 泰雄,2022,西武,2,0,0,0,0,0,0,0,0,0
ジャンセン・ウィティ,2022,西武,35,0.192,23,2,13,1,0.227,0.283,0.51,128
スミス,2022,西武,20,0,0,0,0,0,0,0,0,0
鈴木 将平,2022,西武,58,0.25,53,1,13,1,0.279,0.321,0.6,227
隅田 知一郎,2022,西武,16,0,0,0,0,0,0,0,0,2
平良 海馬,2022,西武,61,0,0,0,0,0,0,0,0,0
高木 渉,2022,西武,13,0.111,4,0,1,0,0.195,0.111,0.306,44
髙橋 光成,2022,西武,26,0,0,0,0,0,0,0,0,2
滝澤 夏央,2022,西武,48,0.224,19,0,4,1,0.258,0.271,0.529,91
田村 伊知郎,2022,西武,3,0,0,0,0,0,0,0,0,0
柘植 世那,2022,西武,42,0.173,18,1,5,0,0.202,0.25,0.452,118
十亀 剣,2022,西武,13,0,0,0,0,0,0,0,0,0
戸川 大輔,2022,西武,6,0,0,0,0,0,0.143,0,0.143,7
外崎 修汰,2022,西武,132,0.215,103,12,47,10,0.295,0.356,0.651,547
中熊 大智,2022,西武,1,0,0,0,0,0,0,0,0,1
中村 剛也,2022,西武,88,0.196,54,12,31,0,0.241,0.355,0.596,294
中山 誠吾,2022,西武,1,0,0,0,0,0,0,0,0,3
西川 愛也,2022,西武,35,0,0,0,0,1,0,0,0,30
長谷川 信哉,2022,西武,37,0.185,12,0,3,2,0.221,0.246,0.467,68
平井 克典,2022,西武,30,0,0,0,0,0,0.5,0,0.5,2
平沼 翔太,2022,西武,30,0.26,19,1,3,4,0.356,0.342,0.698,88
ボー・タカハシ,2022,西武,27,0,0,0,0,0,0,0,0,0
本田 圭佑,2022,西武,45,0,0,0,0,0,0,0,0,0
牧野 翔矢,2022,西武,11,0.138,4,0,2,0,0.194,0.207,0.401,32
増田 達至,2022,西武,52,0,0,0,0,0,0,0,0,0
松本 航,2022,西武,21,0,0,0,0,0,0,0,0,0
水上 由伸,2022,西武,60,0,0,0,0,0,0,0,0,0
宮川 哲,2022,西武,45,0,0,0,0,0,0,0,0,0
森 友哉,2022,西武,102,0.251,92,8,38,2,0.328,0.391,0.719,412
森脇 亮介,2022,西武,43,0,0,0,0,0,0,0,0,0
山川 穂高,2022,西武,129,0.266,119,41,90,0,0.375,0.578,0.953,528
山田 遥楓,2022,西武,74,0.2,16,0,9,1,0.27,0.225,0.495,93
山野辺 翔,2022,西武,30,0.152,5,0,1,3,0.2,0.242,0.442,35
與座 海人,2022,西武,20,0,0,0,0,0,0,0,0,4
若林 楽人,2022,西武,28,0.207,18,0,3,3,0.258,0.207,0.465,95
渡邉 勇太朗,2022,西武,3,0,0,0,0,0,0,0,0,0
東妻 勇輔,2022,ロッテ,3,0,0,0,0,0,0,0,0,0
池田 来翔,2022,ロッテ,11,0.091,2,0,0,0,0.091,0.136,0.227,22
石川 歩,2022,ロッテ,20,0,0,0,0,0,0,0,0,4
井上 晴哉,2022,ロッテ,60,0.246,49,7,34,0,0.345,0.422,0.767,232
岩下 大輝,2022,ロッテ,14,0,0,0,0,0,0,0,0,0
エチェバリア,2022,ロッテ,76,0.222,54,2,20,4,0.251,0.3,0.551,257
オスナ,2022,ロッテ,29,0,0,0,0,0,0,0,0,0
岡 大海,2022,ロッテ,98,0.217,45,6,19,12,0.321,0.377,0.698,248
小川 龍成,2022,ロッテ,68,0.109,6,1,4,4,0.275,0.182,0.457,77
荻野 貴司,2022,ロッテ,89,0.31,101,5,27,15,0.375,0.436,0.811,373
小島 和哉,2022,ロッテ,24,0,0,0,0,0,0.333,0,0.333,3
小沼 健太,2022,ロッテ,21,0,0,0,0,0,0,0,0,0
小野 郁,2022,ロッテ,44,0,0,0,0,0,0,0,0,0
柿沼 友哉,2022,ロッテ,34,0.158,3,0,0,0,0.158,0.158,0.316,23
角中 勝也,2022,ロッテ,53,0.256,33,1,11,1,0.304,0.31,0.614,138
加藤 匠馬,2022,ロッテ,24,0.111,1,0,0,0,0.111,0.222,0.333,10
唐川 侑己,2022,ロッテ,17,0,0,0,0,0,0,0,0,0
河村 説人,2022,ロッテ,4,0.5,1,0,0,0,0.5,0.5,1,2
国吉 佑樹,2022,ロッテ,6,0,0,0,0,0,0,0,0,
ゲレーロ,2022,ロッテ,49,0,0,0,0,0,0,0,0,
坂本 光士郎,2022,ロッテ,7,0,0,0,0,0,0,0,0,
佐々木 千隼,2022,ロッテ,23,0,0,0,0,0,0,0,0,
佐々木 朗希,2022,ロッテ,20,0,0,0,0,0,0,0,0,
佐藤 奨真,2022,ロッテ,11,0,0,0,0,0,0,0,0,
佐藤 都志也,2022,ロッテ,118,0.214,77,8,31,5,0.26,0.315,0.575,
菅野 剛士,2022,ロッテ,41,0.209,18,1,6,0,0.269,0.314,0.583,
鈴木 昭汰,2022,ロッテ,6,0,0,0,0,0,0,0,0,
髙部 瑛斗,2022,ロッテ,137,0.274,148,3,38,44,0.324,0.342,0.666,
田中 靖洋,2022,ロッテ,15,0,0,0,0,0,0,0,0,
種市 篤暉,2022,ロッテ,1,0,0,0,0,0,0,0,0,
田村 龍弘,2022,ロッテ,2,0.2,1,0,0,0,0.2,0.2,0.4,
茶谷 健太,2022,ロッテ,57,0.248,34,1,9,1,0.322,0.321,0.643,
東條 大樹,2022,ロッテ,59,0,0,0,0,0,0,0,0,
土肥 星也,2022,ロッテ,1,0,0,0,0,0,0,0,0,
中村 奨吾,2022,ロッテ,138,0.257,128,12,68,15,0.354,0.392,0.746,
中村 稔弥,2022,ロッテ,10,0,0,0,0,0,0,0,0,
