選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
加治屋 蓮,2020,ソフトバンク,6,0,0,0,0,0,0,0,0,0
釜元 豪,2020,ソフトバンク,32,0.192,5,0,2,3,0.276,0.192,0.468,29
嘉弥真 新也,2020,ソフトバンク,50,0,0,0,0,0,0,0,0,0
川島 慶三,2020,ソフトバンク,59,0.263,36,4,9,0,0.369,0.38,0.749,162
川瀬 晃,2020,ソフトバンク,70,0.191,27,0,10,2,0.253,0.248,0.501,164
川原 弘之,2020,ソフトバンク,22,0,0,0,0,0,0,0,0,0
グラシアル,2020,ソフトバンク,69,0.277,71,10,35,2,0.326,0.441,0.767,276
九鬼 隆平,2020,ソフトバンク,5,0.25,1,1,1,0,0.4,1,1.4,5
栗原 陵矢,2020,ソフトバンク,118,0.243,107,17,73,5,0.307,0.42,0.727,500
椎野 新,2020,ソフトバンク,12,0,0,0,0,0,0,0,0,0
周東 佑京,2020,ソフトバンク,103,0.27,83,1,27,50,0.325,0.352,0.677,346
杉山 一樹,2020,ソフトバンク,11,0,0,0,0,0,0,0,0,0
千賀 滉大,2020,ソフトバンク,18,0,0,0,0,0,0,0,0,0
高橋 礼,2020,ソフトバンク,52,0,0,0,0,0,0,0,0,0
髙谷 裕亮,2020,ソフトバンク,33,0.25,13,2,10,0,0.328,0.423,0.751,62
武田 翔太,2020,ソフトバンク,7,0,0,0,0,0,0,0,0,0
津森 宥紀,2020,ソフトバンク,14,0,0,0,0,0,0,0,0,0
デスパイネ,2020,ソフトバンク,25,0.224,19,6,12,0,0.32,0.447,0.767,97
中村 晃,2020,ソフトバンク,100,0.271,98,6,50,0,0.341,0.367,0.708,413
西田 哲朗,2020,ソフトバンク,36,0.091,1,0,1,2,0.091,0.091,0.182,11
二保 旭,2020,ソフトバンク,12,0,0,0,0,0,0,0,0,0
バレンティン,2020,ソフトバンク,60,0.168,32,9,22,0,0.261,0.346,0.607,218
バンデンハーク,2020,ソフトバンク,5,0,0,0,0,0,0,0,0,0
長谷川 勇也,2020,ソフトバンク,29,0.224,17,1,7,0,0.322,0.329,0.651,87
板東 湧梧,2020,ソフトバンク,15,0,0,0,0,0,0,0,0,0
東浜 巨,2020,ソフトバンク,19,0,0,0,0,0,0,0,0,0
古谷 優人,2020,ソフトバンク,4,0,0,0,0,0,0,0,0,0
牧原 大成,2020,ソフトバンク,77,0.241,41,1,8,6,0.256,0.324,0.58,180
真砂 勇介,2020,ソフトバンク,50,0.314,11,1,6,2,0.415,0.514,0.929,41
松田 宣浩,2020,ソフトバンク,116,0.228,90,13,46,1,0.285,0.382,0.667,431
松本 裕樹,2020,ソフトバンク,25,0,0,0,0,0,0,0,0,0
三森 大貴,2020,ソフトバンク,24,0.163,7,0,2,1,0.2,0.209,0.409,46
ムーア,2020,ソフトバンク,13,0,0,0,0,0,0,0,0,0
モイネロ,2020,ソフトバンク,50,0,0,0,0,0,0,0,0,0
森 唯斗,2020,ソフトバンク,52,0,0,0,0,0,0,0,0,0
柳田 悠岐,2020,ソフトバンク,119,0.342,146,29,86,7,0.449,0.623,1.072,515
柳町 達,2020,ソフトバンク,12,0.25,1,0,1,0,0.4,0.25,0.65,6
和田 毅,2020,ソフトバンク,16,0,0,0,0,0,0,0,0,0
渡邉 雄大,2020,ソフトバンク,3,0,0,0,0,0,0,0,0,0
秋吉 亮,2020,日本ハム,33,0,0,0,0,0,0,0,0,0
淺間 大基,2020,日本ハム,42,0.19,11,0,1,0,0.23,0.224,0.454,63
有原 航平,2020,日本ハム,20,0,0,0,0,0,0,0,0,0
井口 和朋,2020,日本ハム,29,0,0,0,0,0,0,0,0,0
石井 一成,2020,日本ハム,59,0.179,17,0,3,1,0.202,0.242,0.444,104
石川 亮,2020,日本ハム,17,0.143,3,0,1,0,0.143,0.19,0.333,22
上原 健太,2020,日本ハム,7,0,0,0,0,0,0,0,0,0
宇佐見 真吾,2020,日本ハム,80,0.178,30,3,15,0,0.213,0.237,0.45,187
浦野 博司,2020,日本ハム,1,0,0,0,0,0,0,0,0,0
上沢 直之,2020,日本ハム,15,0,0,0,0,0,0,0,0,0
大田 泰示,2020,日本ハム,115,0.275,125,14,68,3,0.314,0.407,0.721,481
加藤 貴之,2020,日本ハム,28,0,0,0,0,0,0,0,0,0
金子 弌大,2020,日本ハム,34,0,0,0,0,0,0,0,0,0
河野 竜生,2020,日本ハム,12,0,0,0,0,0,0,0,0,0
北浦 竜次,2020,日本ハム,3,0,0,0,0,0,0,0,0,0
清宮 幸太郎,2020,日本ハム,96,0.19,43,7,22,2,0.3,0.323,0.623,263
公文 克彦,2020,日本ハム,29,0,0,0,0,0,0,0,0,0
郡 拓也,2020,日本ハム,9,0,0,0,0,0,0.143,0,0.143,7
近藤 健介,2020,日本ハム,108,0.34,126,5,60,4,0.465,0.469,0.934,467
清水 優心,2020,日本ハム,69,0.193,26,3,16,0,0.234,0.311,0.545,157
杉浦 稔大,2020,日本ハム,17,0,0,0,0,0,0,0,0,0
杉谷 拳士,2020,日本ハム,88,0.221,29,2,11,4,0.306,0.344,0.65,161
鈴木 健矢,2020,日本ハム,11,0,0,0,0,0,0,0,0,0
髙濱 祐仁,2020,日本ハム,10,0.316,6,0,0,0,0.381,0.316,0.697,23
谷口 雄也,2020,日本ハム,7,0.222,2,0,1,0,0.222,0.333,0.555,9
玉井 大翔,2020,日本ハム,49,0,0,0,0,0,0,0,0,0
田宮 裕涼,2020,日本ハム,4,0.429,3,0,0,1,0.429,0.429,0.858,7
鶴岡 慎也,2020,日本ハム,18,0.294,5,0,2,0,0.294,0.294,0.588,17
中島 卓也,2020,日本ハム,88,0.201,32,0,8,11,0.298,0.233,0.531,191
中田 翔,2020,日本ハム,119,0.239,105,31,108,1,0.32,0.491,0.811,506
生田目 翼,2020,日本ハム,3,0,0,0,0,0,0,0,0,0
西川 遥輝,2020,日本ハム,115,0.306,129,5,39,42,0.43,0.396,0.826,523
西村 天裕,2020,日本ハム,16,0,0,0,0,0,0,0,0,0
野村 佑希,2020,日本ハム,21,0.257,19,3,18,0,0.276,0.473,0.749,76
バーヘイゲン,2020,日本ハム,18,0,0,0,0,0,0,0,0,0
ビヤヌエバ,2020,日本ハム,54,0.22,37,4,19,1,0.321,0.31,0.631,196
樋口 龍之介,2020,日本ハム,25,0.14,7,1,1,0,0.283,0.2,0.483,64
平沼 翔太,2020,日本ハム,52,0.228,36,0,6,1,0.299,0.291,0.59,180
福田 俊,2020,日本ハム,30,0,0,0,0,0,0,0,0,0
堀 瑞輝,2020,日本ハム,45,0,0,0,0,0,0,0,0,0
マルティネス,2020,日本ハム,17,0,0,0,0,0,0,0,0,0
松本 剛,2020,日本ハム,84,0.203,28,1,11,5,0.265,0.268,0.533,162
宮西 尚生,2020,日本ハム,50,0,0,0,0,0,0,0,0,0
村田 透,2020,日本ハム,21,0,0,0,0,0,0,0,0,0
望月 大希,2020,日本ハム,2,0,0,0,0,0,0,0,0,0
谷内 亮太,2020,日本ハム,50,0.313,5,0,3,0,0.333,0.313,0.646,18
横尾 俊建,2020,日本ハム,44,0.252,27,2,11,0,0.302,0.327,0.629,116
吉川 光夫,2020,日本ハム,5,0,0,0,0,0,0,0,0,0
吉田 輝星,2020,日本ハム,5,0,0,0,0,0,0,0,0,0
吉田 侑樹,2020,日本ハム,5,0,0,0,0,0,0,0,0,0
ロドリゲス,2020,日本ハム,7,0,0,0,0,0,0,0,0,0
渡邉 諒,2020,日本ハム,117,0.283,117,6,39,4,0.348,0.377,0.725,465
王 柏融,2020,日本ハム,52,0.207,18,2,9,0,0.263,0.322,0.585,95
アルバース,2020,オリックス,16,0,0,0,0,0,0,0,0,0
安達 了一,2020,オリックス,78,0.289,77,2,23,15,0.353,0.361,0.714,311
荒西 祐大,2020,オリックス,29,0,0,0,0,0,0,0,0,0
飯田 優也,2020,オリックス,4,0,0,0,0,0,0,0,0,0
漆原 大晟,2020,オリックス,22,0,0,0,0,0,0,0,0,0
大下 誠一郎,2020,オリックス,32,0.216,19,2,9,0,0.314,0.352,0.666,104
大城 滉二,2020,オリックス,94,0.207,52,1,14,7,0.274,0.231,0.505,285
太田 椋,2020,オリックス,20,0.259,14,3,5,0,0.322,0.463,0.785,61
小田 裕也,2020,オリックス,87,0.239,21,1,7,4,0.264,0.352,0.616,94
海田 智行,2020,オリックス,6,0,0,0,0,0,0,0,0,0
勝俣 翔貴,2020,オリックス,5,0,0,0,0,0,0,0,0,8
金田 和之,2020,オリックス,6,0,0,0,0,0,0,0,0,0
神戸 文也,2020,オリックス,5,0,0,0,0,0,0,0,0,0
宜保 翔,2020,オリックス,10,0.118,2,0,2,0,0.118,0.176,0.294,18
紅林 弘太郎,2020,オリックス,5,0.235,4,0,2,0,0.278,0.235,0.513,18
Ｋ－鈴木,2020,オリックス,8,0,0,0,0,0,0,0,0,0
小島 脩平,2020,オリックス,13,0.15,3,0,0,0,0.15,0.25,0.4,20
後藤 駿太,2020,オリックス,23,0.12,6,0,1,2,0.241,0.12,0.361,62
小林 慶祐,2020,オリックス,7,0,0,0,0,0,0,0,0,0
齋藤 綱記,2020,オリックス,32,0,0,0,0,0,0,0,0,0
榊原 翼,2020,オリックス,9,0,0,0,0,0,0,0,0,0
佐野 皓大,2020,オリックス,77,0.214,30,0,3,20,0.262,0.293,0.555,162
澤田 圭佑,2020,オリックス,24,0,0,0,0,0,0,0,0,0
ジョーンズ,2020,オリックス,87,0.258,78,12,43,1,0.331,0.417,0.748,338
白崎 浩之,2020,オリックス,3,0,0,0,0,0,0,0,0,0
杉本 裕太郎,2020,オリックス,41,0.268,34,2,17,1,0.34,0.354,0.694,141
鈴木 優,2020,オリックス,13,0,0,0,0,0,0,0,0,0
竹安 大知,2020,オリックス,2,0,0,0,0,0,0,0,0,0
田嶋 大樹,2020,オリックス,20,0,0,0,0,0,0,0,0,0
張 奕,2020,オリックス,13,0,0,0,0,0,0,0,0,0
Ｔ－岡田,2020,オリックス,100,0.256,84,16,55,5,0.34,0.457,0.797,377
ディクソン,2020,オリックス,39,0,0,0,0,0,0,0,0,0
東明 大貴,2020,オリックス,2,0,0,0,0,0,0,0,0,0
富山 凌雅,2020,オリックス,18,0,0,0,0,0,0,0,0,0
頓宮 裕真,2020,オリックス,12,0.313,10,2,5,0,0.371,0.594,0.965,35
中川 圭太,2020,オリックス,45,0.146,21,2,13,3,0.195,0.208,0.403,155
西浦 颯大,2020,オリックス,49,0.187,17,2,4,3,0.229,0.264,0.493,97
西野 真弘,2020,オリックス,23,0.246,17,0,3,0,0.297,0.29,0.587,77
西村 凌,2020,オリックス,29,0.161,10,1,3,2,0.268,0.242,0.51,76
ヒギンス,2020,オリックス,41,0,0,0,0,0,0,0,0,0
比嘉 幹貴,2020,オリックス,20,0,0,0,0,0,0,0,0,0
左澤 優,2020,オリックス,2,0,0,0,0,0,0,0,0,0
廣澤 伸哉,2020,オリックス,23,0.158,3,0,0,0,0.158,0.158,0.316,22
福田 周平,2020,オリックス,76,0.258,67,0,24,13,0.366,0.335,0.701,312
伏見 寅威,2020,オリックス,71,0.259,49,6,23,0,0.281,0.413,0.694,198
本田 仁海,2020,オリックス,1,0,0,0,0,0,0,0,0,0
増井 浩俊,2020,オリックス,16,0,0,0,0,0,0,0,0,0
松井 雅人,2020,オリックス,23,0.222,8,1,4,0,0.3,0.361,0.661,40
松井 佑介,2020,オリックス,29,0.208,11,0,2,0,0.208,0.283,0.491,53
宮城 大弥,2020,オリックス,3,0,0,0,0,0,0,0,0,0
宗 佑磨,2020,オリックス,72,0.225,41,1,9,5,0.288,0.308,0.596,203
村西 良太,2020,オリックス,4,0,0,0,0,0,0,0,0,0
モヤ,2020,オリックス,46,0.274,45,12,38,0,0.324,0.567,0.891,176
山足 達也,2020,オリックス,63,0.219,21,1,5,3,0.242,0.302,0.544,105
山岡 泰輔,2020,オリックス,12,0,0,0,0,0,0,0,0,0
山崎 勝己,2020,オリックス,2,0,0,0,0,0,0,0,0,1
山﨑 福也,2020,オリックス,15,0,0,0,0,0,0,0,0,0
山田 修義,2020,オリックス,48,0,0,0,0,0,0,0,0,0
山本 由伸,2020,オリックス,18,0,0,0,0,0,0,0,0,0
吉田 一将,2020,オリックス,23,0,0,0,0,0,0,0,0,0
吉田 正尚,2020,オリックス,120,0.35,143,14,64,8,0.453,0.512,0.965,492
吉田 凌,2020,オリックス,35,0,0,0,0,0,0,0,0,0
ロドリゲス,2020,オリックス,59,0.218,42,6,25,1,0.28,0.363,0.643,211
若月 健矢,2020,オリックス,75,0.24,46,3,19,2,0.29,0.349,0.639,215
青山 浩二,2020,楽天,11,0,0,0,0,0,0,0,0,0
浅村 栄斗,2020,楽天,120,0.28,121,32,104,1,0.408,0.56,0.968,529
足立 祐一,2020,楽天,42,0.167,10,1,3,0,0.242,0.267,0.509,66
安樂 智大,2020,楽天,27,0,0,0,0,0,0,0,0,0
池田 駿,2020,楽天,21,0,0,0,0,0,0,0,0,0
石橋 良太,2020,楽天,13,0,0,0,0,0,0,0,0,0
石原 彪,2020,楽天,18,0.174,4,0,1,0,0.174,0.217,0.391,24
岩見 雅紀,2020,楽天,16,0.216,8,1,4,0,0.237,0.378,0.615,38
内田 靖人,2020,楽天,38,0.172,16,5,18,1,0.284,0.366,0.65,109
太田 光,2020,楽天,67,0.2,26,2,16,0,0.301,0.323,0.624,164
岡島 豪郎,2020,楽天,35,0.2,15,0,9,0,0.277,0.307,0.584,85
小郷 裕哉,2020,楽天,58,0.295,31,4,12,8,0.405,0.438,0.843,129
釜田 佳直,2020,楽天,4,0,0,0,0,0,0,0,0,0
辛島 航,2020,楽天,19,0,0,0,0,0,0,0,0,0
岸 孝之,2020,楽天,11,0,0,0,0,0,0,0,0,0
銀次,2020,楽天,88,0.236,50,0,23,3,0.313,0.274,0.587,245
久保 裕也,2020,楽天,5,0,0,0,0,0,0,0,0,0
黒川 史陽,2020,楽天,10,0.143,2,0,2,0,0.235,0.143,0.378,17
小深田 大翔,2020,楽天,112,0.288,109,3,31,17,0.364,0.381,0.745,437
近藤 弘樹,2020,楽天,6,0,0,0,0,0,0,0,0,0
酒居 知史,2020,楽天,46,0,0,0,0,0,0,0,0,0
Ｊ．Ｔ．シャギワ,2020,楽天,31,0,0,0,0,0,0,0,0,0
ジョンソン,2020,楽天,16,0,0,0,0,0,0,0,0,0
塩見 貴洋,2020,楽天,16,0,0,0,0,0,0,0,0,0
島内 宏明,2020,楽天,114,0.281,114,8,53,9,0.363,0.392,0.755,471
下水流 昂,2020,楽天,20,0.188,6,1,5,0,0.257,0.344,0.601,35
下妻 貴寛,2020,楽天,43,0.156,12,1,9,0,0.165,0.247,0.412,90
鈴木 翔天,2020,楽天,2,0,0,0,0,0,0,0,0,0
鈴木 大地,2020,楽天,120,0.295,141,4,55,1,0.363,0.381,0.744,546
宋 家豪,2020,楽天,38,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2020,楽天,8,0,0,0,0,0,0,0,0,0
辰己 涼介,2020,楽天,104,0.223,56,8,28,11,0.286,0.378,0.664,282
田中 和基,2020,楽天,80,0.24,61,8,25,6,0.305,0.382,0.687,282
田中 貴也,2020,楽天,9,0.4,6,1,4,0,0.438,0.6,1.038,18
津留﨑 大成,2020,楽天,33,0,0,0,0,0,0,0,0,0
寺岡 寛治,2020,楽天,24,0,0,0,0,0,0,0,0,0
則本 昂大,2020,楽天,18,0,0,0,0,0,0,0,0,0
ブセニッツ,2020,楽天,46,0,0,0,0,0,0,0,0,0
ブラッシュ,2020,楽天,37,0.235,28,2,18,1,0.369,0.345,0.714,149
福井 優也,2020,楽天,7,0,0,0,0,0,0,0,0,0
福山 博之,2020,楽天,14,0,0,0,0,0,0,0,0,0
藤田 一也,2020,楽天,55,0.2,7,0,4,0,0.222,0.229,0.451,38
藤平 尚真,2020,楽天,1,0,0,0,0,0,0,0,0,0
堀内 謙伍,2020,楽天,10,0,0,0,0,0,0,0,0,8
牧田 和久,2020,楽天,52,0,0,0,0,0,0,0,0,0
松井 裕樹,2020,楽天,25,0,0,0,0,0,0,0,0,0
村林 一輝,2020,楽天,3,0,0,0,0,0,0,0,0,1
茂木 栄五郎,2020,楽天,73,0.301,83,7,33,8,0.396,0.457,0.853,321
森原 康平,2020,楽天,17,0,0,0,0,0,0,0,0,0
山﨑 幹史,2020,楽天,20,0.167,2,0,1,1,0.214,0.25,0.464,16
山下 斐紹,2020,楽天,8,0,0,0,0,0,0.125,0,0.125,8
弓削 隼人,2020,楽天,10,0,0,0,0,0,0,0,0,0
ロメロ,2020,楽天,103,0.272,97,24,63,0,0.354,0.539,0.893,404
涌井 秀章,2020,楽天,20,0,0,0,0,0,0,0,0,0
和田 恋,2020,楽天,7,0.125,2,0,1,0,0.176,0.188,0.364,17
渡辺 直人,2020,楽天,1,0.5,2,0,0,0,0.5,0.75,1.25,4
渡邊 佳明,2020,楽天,35,0.235,20,0,12,0,0.258,0.318,0.576,95
愛斗,2020,西武,7,0.154,2,0,3,0,0.143,0.154,0.297,14
伊藤 翔,2020,西武,12,0,0,0,0,0,0,0,0,0
今井 達也,2020,西武,19,0,0,0,0,0,0,0,0,0
呉 念庭,2020,西武,51,0.227,10,0,5,2,0.32,0.295,0.615,52
内海 哲也,2020,西武,4,0,0,0,0,0,0,0,0,0
榎田 大樹,2020,西武,5,0,0,0,0,0,0,0,0,0
岡田 雅利,2020,西武,29,0.107,6,0,3,0,0.138,0.125,0.263,65
小川 龍也,2020,西武,38,0,0,0,0,0,0,0,0,0
金子 侑司,2020,西武,86,0.249,75,3,21,14,0.312,0.302,0.614,338
川越 誠司,2020,西武,48,0.156,10,2,5,0,0.26,0.281,0.541,74
ギャレット,2020,西武,49,0,0,0,0,0,0,0,0,0
岸 潤一郎,2020,西武,5,0,0,0,0,0,0.333,0,0.333,3
木村 文紀,2020,西武,90,0.231,61,8,33,5,0.295,0.383,0.678,301
熊代 聖人,2020,西武,38,0.1,1,0,0,2,0.182,0.1,0.282,11
栗山 巧,2020,西武,111,0.272,101,12,67,0,0.362,0.427,0.789,428
源田 壮亮,2020,西武,120,0.27,123,1,21,18,0.327,0.33,0.657,518
國場 翼,2020,西武,7,0,0,0,0,0,0,0,0,0
齊藤 大将,2020,西武,7,0,0,0,0,0,0,0,0,0
佐野 泰雄,2020,西武,8,0,0,0,0,0,0,0,0,0
スパンジェンバーグ,2020,西武,111,0.268,109,15,57,12,0.326,0.482,0.808,445
鈴木 将平,2020,西武,46,0.207,29,1,10,0,0.261,0.286,0.547,157
平良 海馬,2020,西武,54,0,0,0,0,0,0,0,0,0
高木 渉,2020,西武,12,0.175,7,2,5,0,0.175,0.4,0.575,40
髙橋 光成,2020,西武,20,0,0,0,0,0,0,0,0,0
武隈 祥太,2020,西武,3,0,0,0,0,0,0,0,0,0
田村 伊知郎,2020,西武,31,0,0,0,0,0,0,0,0,0
柘植 世那,2020,西武,17,0.184,7,2,5,1,0.262,0.342,0.604,43
十亀 剣,2020,西武,8,0,0,0,0,0,0,0,0,0
戸川 大輔,2020,西武,4,0.111,1,0,0,0,0.111,0.111,0.222,9
外崎 修汰,2020,西武,120,0.247,107,8,43,21,0.335,0.353,0.688,500
中塚 駿太,2020,西武,6,0,0,0,0,0,0,0,0,0
中村 剛也,2020,西武,79,0.213,55,9,31,0,0.31,0.372,0.682,297
ニール,2020,西武,21,0,0,0,0,0,0,0,0,0
西川 愛也,2020,西武,3,0.25,1,0,2,0,0.25,0.5,0.75,4
ノリン,2020,西武,5,0,0,0,0,0,0,0,0,0
野田 昇吾,2020,西武,3,0,0,0,0,0,0,0,0,0
浜屋 将太,2020,西武,12,0,0,0,0,0,0,0,0,0
平井 克典,2020,西武,41,0,0,0,0,0,0,0,0,0
本田 圭佑,2020,西武,7,0,0,0,0,0,0,0,0,0
増田 達至,2020,西武,48,0,0,0,0,0,0,0,0,0
松岡 洸希,2020,西武,2,0,0,0,0,0,0,0,0,0
松本 航,2020,西武,20,0,0,0,0,0,0,0,0,0
水口 大地,2020,西武,7,0.167,1,0,0,1,0.167,0.167,0.334,6
宮川 哲,2020,西武,49,0,0,0,0,0,0,0,0,0
メヒア,2020,西武,74,0.207,49,11,33,0,0.273,0.409,0.682,260
森 友哉,2020,西武,104,0.251,90,9,38,4,0.325,0.38,0.705,405
森脇 亮介,2020,西武,47,0,0,0,0,0,0,0,0,0
山川 穂高,2020,西武,102,0.205,66,24,73,0,0.357,0.45,0.807,401
山田 遥楓,2020,西武,8,0.2,1,0,0,0,0.2,0.2,0.4,5
山野辺 翔,2020,西武,53,0.233,14,0,4,5,0.266,0.283,0.549,64
與座 海人,2020,西武,8,0,0,0,0,0,0,0,0,0
東妻 勇輔,2020,ロッテ,13,0,0,0,0,0,0,0,0,0
有吉 優樹,2020,ロッテ,3,0,0,0,0,0,0,0,0,0
石川 歩,2020,ロッテ,21,0,0,0,0,0,0,0,0,0
石崎 剛,2020,ロッテ,12,0,0,0,0,0,0,0,0,0
井上 晴哉,2020,ロッテ,113,0.245,92,15,67,0,0.356,0.394,0.75,447
岩下 大輝,2020,ロッテ,17,0,0,0,0,0,0,0,0,0
江村 直也,2020,ロッテ,5,0,0,0,0,0,0,0,0,6
大嶺 祐太,2020,ロッテ,2,0,0,0,0,0,0,0,0,0
岡 大海,2020,ロッテ,62,0.143,8,0,2,7,0.238,0.143,0.381,64
荻野 貴司,2020,ロッテ,53,0.291,59,1,10,19,0.37,0.389,0.759,236
小島 和哉,2020,ロッテ,20,0,0,0,0,0,0,0,0,0
小野 郁,2020,ロッテ,40,0,0,0,0,0,0,0,0,0
柿沼 友哉,2020,ロッテ,56,0.16,17,0,9,0,0.219,0.17,0.389,129
角中 勝也,2020,ロッテ,84,0.244,53,2,15,2,0.332,0.341,0.673,254
加藤 翔平,2020,ロッテ,22,0.3,21,0,3,3,0.38,0.4,0.78,79
唐川 侑己,2020,ロッテ,32,0,0,0,0,0,0,0,0,0
清田 育宏,2020,ロッテ,70,0.278,50,7,23,0,0.363,0.467,0.83,209
佐々木 千隼,2020,ロッテ,5,0,0,0,0,0,0,0,0,0
佐藤 都志也,2020,ロッテ,60,0.228,26,2,12,0,0.296,0.316,0.612,127
澤村 拓一,2020,ロッテ,22,0,0,0,0,0,0,0,0,0
ジャクソン,2020,ロッテ,7,0,0,0,0,0,0,0,0,0
菅野 剛士,2020,ロッテ,81,0.26,58,2,20,1,0.389,0.359,0.748,275
髙部 瑛斗,2020,ロッテ,5,0.1,1,0,0,0,0.1,0.1,0.2,11
田中 靖洋,2020,ロッテ,8,0,0,0,0,0,0,0,0,0
種市 篤暉,2020,ロッテ,7,0,0,0,0,0,0,0,0,0
田村 龍弘,2020,ロッテ,92,0.217,44,4,23,1,0.295,0.31,0.605,237
チェン・ウェイン,2020,ロッテ,4,0,0,0,0,0,0,0,0,0
チェン・グァンユウ,2020,ロッテ,19,0,0,0,0,0,0,0,0,0
茶谷 健太,2020,ロッテ,31,0.063,1,0,0,1,0.063,0.063,0.126,17
東條 大樹,2020,ロッテ,39,0,0,0,0,0,0,0,0,0
鳥谷 敬,2020,ロッテ,42,0.139,5,0,6,0,0.205,0.194,0.399,39
永野 将司,2020,ロッテ,13,0,0,0,0,0,0,0,0,0
中村 奨吾,2020,ロッテ,120,0.249,105,8,49,6,0.341,0.365,0.706,499
中村 稔弥,2020,ロッテ,16,0,0,0,0,0,0,0,0,0
成田 翔,2020,ロッテ,3,0,0,0,0,0,0,0,0,0
西巻 賢二,2020,ロッテ,11,0.25,4,0,0,0,0.333,0.313,0.646,19
ハーマン,2020,ロッテ,38,0,0,0,0,0,0,0,0,0
フローレス,2020,ロッテ,14,0,0,0,0,0,0,0,0,0
福田 光輝,2020,ロッテ,15,0.087,2,0,0,0,0.192,0.13,0.322,26
福田 秀平,2020,ロッテ,62,0.216,44,5,19,3,0.276,0.353,0.629,225
藤岡 裕大,2020,ロッテ,106,0.229,72,4,33,8,0.309,0.315,0.624,370
藤原 恭大,2020,ロッテ,26,0.26,25,3,10,4,0.301,0.406,0.707,105
二木 康太,2020,ロッテ,15,0,0,0,0,0,0,0,0,0
古谷 拓郎,2020,ロッテ,2,0,0,0,0,0,0,0,0,0
細川 亨,2020,ロッテ,1,0,0,0,0,0,0,0,0,1
細谷 圭,2020,ロッテ,1,0,0,0,0,0,0,0,0,0
マーティン,2020,ロッテ,104,0.234,84,25,65,7,0.382,0.485,0.867,448
益田 直也,2020,ロッテ,54,0,0,0,0,0,0,0,0,0
松永 昂大,2020,ロッテ,5,0,0,0,0,0,0,0,0,0
三木 亮,2020,ロッテ,22,0.25,1,0,0,0,0.25,0.25,0.5,5
南 昌輝,2020,ロッテ,6,0,0,0,0,0,0,0,0,0
美馬 学,2020,ロッテ,19,0,0,0,0,0,0,0,0,0
安田 尚憲,2020,ロッテ,113,0.221,87,6,54,2,0.326,0.321,0.647,460
山本 大貴,2020,ロッテ,12,0,0,0,0,0,0,0,0,0
吉田 裕太,2020,ロッテ,1,0,0,0,0,0,0,0,0,1
レアード,2020,ロッテ,39,0.233,31,6,15,0,0.299,0.391,0.69,147
和田 康士朗,2020,ロッテ,71,0.203,12,0,0,23,0.288,0.22,0.508,69
