選手,年度,球団,試合,勝利,敗戦,セーブ,ＨＰ,奪三振,勝率,投球回,防御率
守屋 功輝,2020,阪神,3,0,0,0,0,2,0,4,5
横山 雄哉,2020,阪神,1,0,0,0,0,0,0,1,2
石田 健大,2020,DeNA,50,1,4,0,26,1,0.2,42,12
伊勢 大夢,2020,DeNA,33,3,1,0,7,2,0.75,35,7
井納 翔一,2020,DeNA,17,6,7,0,0,1,0.462,89,39
今永 昇太,2020,DeNA,9,5,3,0,0,1,0.625,53,19
エスコバー,2020,DeNA,56,1,4,0,18,4,0.2,54,14
大貫 晋一,2020,DeNA,19,10,6,0,0,3,0.625,113,32
笠井 崇正,2020,DeNA,1,0,0,0,0,0,0,1,2
上茶谷 大河,2020,DeNA,11,2,3,0,0,2,0.4,59,27
京山 将弥,2020,DeNA,6,2,1,0,0,1,0.667,29,15
国吉 佑樹,2020,DeNA,42,3,4,0,13,4,0.429,46,16
阪口 皓亮,2020,DeNA,3,0,2,0,0,0,0,12,10
坂本 裕哉,2020,DeNA,10,4,1,0,0,3,0.8,46,29
櫻井 周斗,2020,DeNA,3,0,0,0,0,0,0,7,6
進藤 拓也,2020,DeNA,5,0,0,0,0,0,0,5,3
砂田 毅樹,2020,DeNA,17,0,0,0,4,2,0,17,5
平良 拳太郎,2020,DeNA,14,4,6,0,0,2,0.4,83,21
中川 虎大,2020,DeNA,3,0,1,0,0,0,0,6,5
パットン,2020,DeNA,57,3,2,0,22,2,0.6,53,29
濵口 遥大,2020,DeNA,16,6,5,0,0,3,0.545,78,40
ピープルズ,2020,DeNA,10,2,2,0,0,2,0.5,38,21
平田 真吾,2020,DeNA,43,1,1,0,11,2,0.5,44,14
藤岡 好明,2020,DeNA,4,0,0,0,1,0,0,1,4
三上 朋也,2020,DeNA,10,0,0,0,0,1,0,13,4
三嶋 一輝,2020,DeNA,48,3,1,18,8,1,0.75,47,13
武藤 祐太,2020,DeNA,21,0,1,0,0,1,0,31,26
山﨑 康晃,2020,DeNA,40,0,3,6,8,0,0,38,24
一岡 竜司,2020,広島,19,0,1,1,2,1,0,17,12
今村 猛,2020,広島,6,0,0,0,1,0,0,4,6
遠藤 淳志,2020,広島,19,5,6,0,0,4,0.455,107,46
大瀬良 大地,2020,広島,11,5,4,0,0,1,0.556,63,31
菊池 保則,2020,広島,44,1,0,1,5,3,1,42,21
九里 亜蓮,2020,広島,20,8,6,0,0,0,0.571,130,43
ケムナ 誠,2020,広島,41,1,1,0,12,1,0.5,51,22
Ｋ．ジョンソン,2020,広島,10,0,7,0,0,1,0,51,35
ＤＪ．ジョンソン,2020,広島,14,0,0,0,1,1,0,13,7
島内 颯太郎,2020,広島,38,1,0,0,5,1,1,37,19
スコット,2020,広島,7,0,3,0,0,1,0,8,14
高橋 樹也,2020,広島,18,0,0,0,0,1,0,18,17
田中 法彦,2020,広島,2,0,0,0,0,0,0,2,0
床田 寛樹,2020,広島,15,5,8,0,0,0,0.385,76,42
中﨑 翔太,2020,広島,6,1,0,0,1,0,1,5,5
中田 廉,2020,広島,32,0,1,0,4,0,0,27,13
中村 恭平,2020,広島,14,0,0,0,1,1,0,9,1
中村 祐太,2020,広島,8,3,4,0,0,2,0.429,46,12
野村 祐輔,2020,広島,13,6,3,0,0,3,0.667,70,36
フランスア,2020,広島,53,2,3,19,9,1,0.4,55,15
藤井 黎來,2020,広島,3,0,0,0,0,0,0,3,2
塹江 敦哉,2020,広島,52,3,4,0,22,1,0.429,49,23
モンティージャ,2020,広島,1,0,0,0,0,0,0,1,2
森下 暢仁,2020,広島,18,10,3,0,0,4,0.769,122,26
矢崎 拓也,2020,広島,6,0,0,0,0,1,0,7,8
薮田 和樹,2020,広島,28,1,2,0,2,0,0.333,47,24
イノーア,2020,ヤクルト,9,0,3,0,0,0,0,24,27
五十嵐 亮太,2020,ヤクルト,1,0,0,0,0,0,0,0,0
石川 雅規,2020,ヤクルト,15,2,8,0,0,2,0.2,76,38
石山 泰稚,2020,ヤクルト,44,3,2,20,7,1,0.6,44,10
梅野 雄吾,2020,ヤクルト,42,5,2,0,17,0,0.714,42,17
大下 佑馬,2020,ヤクルト,13,0,1,0,0,0,0,16,10
大西 広樹,2020,ヤクルト,5,0,1,0,0,0,0,9,5
小川 泰弘,2020,ヤクルト,20,10,8,0,0,2,0.556,119,61
奥川 恭伸,2020,ヤクルト,1,0,1,0,0,0,0,2,5
風張 蓮,2020,ヤクルト,11,0,0,0,0,1,0,14,13
金久保 優斗,2020,ヤクルト,3,0,0,0,0,0,0,10,6
クック,2020,ヤクルト,7,0,3,0,0,1,0,16,14
久保 拓眞,2020,ヤクルト,10,0,1,0,0,1,0,13,9
近藤 一樹,2020,ヤクルト,20,0,1,1,2,0,0,19,10
今野 龍太,2020,ヤクルト,20,0,1,0,0,0,0,25,8
歳内 宏明,2020,ヤクルト,7,1,2,0,0,1,0.333,33,16
坂本 光士郎,2020,ヤクルト,1,0,0,0,0,1,0,3,4
清水 昇,2020,ヤクルト,52,0,4,0,30,1,0,53,21
スアレス,2020,ヤクルト,12,4,4,0,0,6,0.5,67,20
高梨 裕稔,2020,ヤクルト,18,3,6,0,0,0,0.333,94,43
高橋 奎二,2020,ヤクルト,10,1,3,0,0,4,0.25,48,21
寺島 成輝,2020,ヤクルト,30,1,0,0,4,1,1,36,10
中尾 輝,2020,ヤクルト,5,0,0,0,0,0,0,9,5
中澤 雅人,2020,ヤクルト,28,1,1,0,4,1,0.5,25,21
長谷川 宙輝,2020,ヤクルト,44,1,2,0,8,0,0.333,43,28
原 樹理,2020,ヤクルト,5,2,2,0,1,1,0.5,17,10
星 知弥,2020,ヤクルト,36,0,1,0,3,1,0,48,28
マクガフ,2020,ヤクルト,50,4,1,0,27,3,0.8,46,20
山田 大樹,2020,ヤクルト,2,0,2,0,0,0,0,8,8
山中 浩史,2020,ヤクルト,6,1,2,0,0,0,0.333,29,18
吉田 大喜,2020,ヤクルト,14,2,7,0,0,0,0.222,67,39
梅津 晃大,2020,中日,7,2,3,0,0,1,0.4,43,18
大野 雄大,2020,中日,20,11,6,0,0,0,0.647,148,30
小笠原 慎之介,2020,中日,4,1,3,0,0,1,0.25,19,15
岡田 俊哉,2020,中日,29,2,2,3,5,0,0.5,24,13
岡野 祐一郎,2020,中日,11,2,2,0,0,3,0.5,42,29
勝野 昌慶,2020,中日,13,4,5,0,0,2,0.444,72,31
木下 雄介,2020,中日,18,0,0,1,0,1,0,17,8
ゴンサレス,2020,中日,28,0,0,0,4,1,0,26,14
佐藤 優,2020,中日,14,0,0,0,4,2,0,16,17
清水 達也,2020,中日,6,1,1,0,0,0,0.5,21,8
鈴木 博志,2020,中日,6,0,0,0,0,0,0,7,11
祖父江 大輔,2020,中日,54,2,0,3,30,0,1,50,10
谷元 圭介,2020,中日,36,1,3,0,14,0,0.25,30,12
橋本 侑樹,2020,中日,14,0,0,0,0,1,0,17,14
濱田 達郎,2020,中日,7,0,0,0,0,1,0,5,4
福 敬登,2020,中日,53,5,5,2,30,1,0.5,50,20
福谷 浩司,2020,中日,14,8,2,0,0,1,0.8,92,27
藤嶋 健人,2020,中日,26,1,0,1,4,1,1,25,11
Ｒ．マルティネス,2020,中日,40,2,0,21,9,1,1,40,5
又吉 克樹,2020,中日,26,4,0,0,11,1,1,26,8
松葉 貴大,2020,中日,15,3,7,0,0,2,0.3,73,33
マルク,2020,中日,3,0,0,0,0,0,0,3,4
三ツ間 卓也,2020,中日,4,0,0,0,0,1,0,4,10
柳 裕也,2020,中日,15,6,7,0,0,6,0.462,85,34
山井 大介,2020,中日,6,0,0,0,0,1,0,8,8
山本 拓実,2020,中日,9,1,3,0,0,1,0.25,29,18
吉見 一起,2020,中日,5,1,2,0,0,2,0.333,17,11
ロドリゲス,2020,中日,11,3,4,0,0,5,0.429,59,27
石川 柊太,2020,ソフトバンク,18,11,3,0,1,12,0.786,111,30
泉 圭輔,2020,ソフトバンク,40,0,1,0,8,1,0,34,8
岩嵜 翔,2020,ソフトバンク,17,0,2,0,10,1,0,15,12
大竹 耕太郎,2020,ソフトバンク,3,2,0,0,0,0,1,15,4
尾形 崇斗,2020,ソフトバンク,1,0,0,0,0,0,0,1,3
奥村 政稔,2020,ソフトバンク,5,0,0,0,0,2,0,4,1
笠谷 俊介,2020,ソフトバンク,20,4,4,0,1,4,0.5,57,18
加治屋 蓮,2020,ソフトバンク,6,0,0,0,0,1,0,6,4
嘉弥真 新也,2020,ソフトバンク,50,3,1,0,21,2,0.75,30,7
川原 弘之,2020,ソフトバンク,22,0,0,0,4,3,0,18,4
椎野 新,2020,ソフトバンク,12,1,1,0,2,0,0.5,11,7
杉山 一樹,2020,ソフトバンク,11,0,0,0,1,0,0,16,4
千賀 滉大,2020,ソフトバンク,18,11,6,0,0,2,0.647,121,29
高橋 礼,2020,ソフトバンク,52,4,2,0,27,9,0.667,51,15
武田 翔太,2020,ソフトバンク,7,2,2,0,0,1,0.5,25,18
津森 宥紀,2020,ソフトバンク,14,1,0,0,4,1,1,16,5
二保 旭,2020,ソフトバンク,12,4,5,0,0,6,0.444,56,31
バンデンハーク,2020,ソフトバンク,5,2,2,0,0,0,0.5,26,20
板東 湧梧,2020,ソフトバンク,15,2,2,0,4,0,0.5,31,9
東浜 巨,2020,ソフトバンク,19,9,2,0,0,2,0.818,119,31
古谷 優人,2020,ソフトバンク,4,0,0,0,0,0,0,5,2
松本 裕樹,2020,ソフトバンク,25,0,1,0,6,0,0,28,11
ムーア,2020,ソフトバンク,13,6,3,0,0,4,0.667,78,23
モイネロ,2020,ソフトバンク,50,2,3,1,40,2,0.4,48,9
森 唯斗,2020,ソフトバンク,52,1,1,32,7,2,0.5,51,13
和田 毅,2020,ソフトバンク,16,8,1,0,0,1,0.889,85,28
渡邉 雄大,2020,ソフトバンク,3,0,0,0,0,0,0,1,0
秋吉 亮,2020,日本ハム,33,1,2,12,5,0,0.333,29,21
有原 航平,2020,日本ハム,20,8,9,0,0,6,0.471,132,51
井口 和朋,2020,日本ハム,29,1,0,0,3,2,1,26,12
上原 健太,2020,日本ハム,7,1,3,0,0,0,0.25,34,17
浦野 博司,2020,日本ハム,1,0,0,0,0,0,0,0,0
上沢 直之,2020,日本ハム,15,8,6,0,0,1,0.571,97,33
加藤 貴之,2020,日本ハム,28,4,2,0,4,2,0.667,58,21
金子 弌大,2020,日本ハム,34,1,3,0,2,2,0.25,44,25
河野 竜生,2020,日本ハム,12,3,5,0,0,3,0.375,60,34
北浦 竜次,2020,日本ハム,3,0,1,0,0,0,0,3,6
公文 克彦,2020,日本ハム,29,0,2,1,8,0,0,24,21
杉浦 稔大,2020,日本ハム,17,7,5,1,1,1,0.583,74,26
鈴木 健矢,2020,日本ハム,11,0,1,0,0,0,0,11,10
玉井 大翔,2020,日本ハム,49,4,4,1,25,1,0.5,41,16
生田目 翼,2020,日本ハム,3,0,1,0,0,0,0,6,5
西村 天裕,2020,日本ハム,16,0,0,0,0,2,0,25,13
バーヘイゲン,2020,日本ハム,18,8,6,0,0,6,0.571,111,40
福田 俊,2020,日本ハム,30,0,0,0,2,0,0,30,11
堀 瑞輝,2020,日本ハム,45,2,1,1,16,6,0.667,38,18
マルティネス,2020,日本ハム,17,2,7,1,1,3,0.222,76,39
宮西 尚生,2020,日本ハム,50,2,1,8,23,4,0.667,48,11
村田 透,2020,日本ハム,21,1,1,0,6,3,0.5,38,15
望月 大希,2020,日本ハム,2,0,0,0,0,0,0,2,0
吉川 光夫,2020,日本ハム,5,0,0,0,0,0,0,5,2
吉田 輝星,2020,日本ハム,5,0,2,0,0,1,0,20,19
吉田 侑樹,2020,日本ハム,5,0,0,0,0,0,0,6,3
ロドリゲス,2020,日本ハム,7,0,0,0,3,0,0,8,2
アルバース,2020,オリックス,16,4,8,0,0,3,0.333,89,39
荒西 祐大,2020,オリックス,29,0,0,0,3,2,0,31,17
飯田 優也,2020,オリックス,4,1,0,0,1,0,1,4,7
漆原 大晟,2020,オリックス,22,0,0,2,5,1,0,23,9
海田 智行,2020,オリックス,6,0,1,0,2,0,0,4,7
金田 和之,2020,オリックス,6,0,0,0,0,0,0,8,6
神戸 文也,2020,オリックス,5,0,1,0,1,0,0,5,6
Ｋ－鈴木,2020,オリックス,8,0,2,0,1,1,0,13,16
小林 慶祐,2020,オリックス,7,0,0,0,0,1,0,6,3
齋藤 綱記,2020,オリックス,32,1,1,0,5,1,0.5,24,11
榊原 翼,2020,オリックス,9,1,4,0,0,1,0.2,43,25
澤田 圭佑,2020,オリックス,24,0,2,0,0,0,0,21,8
鈴木 優,2020,オリックス,13,1,3,1,2,1,0.25,38,28
竹安 大知,2020,オリックス,2,1,0,0,0,1,1,9,3
田嶋 大樹,2020,オリックス,20,4,6,0,0,7,0.4,122,55
張 奕,2020,オリックス,13,2,4,0,0,2,0.333,48,23
ディクソン,2020,オリックス,39,0,4,16,5,1,0,35,13
東明 大貴,2020,オリックス,2,0,0,0,0,0,0,3,2
富山 凌雅,2020,オリックス,18,0,2,0,3,1,0,18,9
ヒギンス,2020,オリックス,41,3,3,0,22,0,0.5,41,11
比嘉 幹貴,2020,オリックス,20,0,0,0,9,1,0,12,1
左澤 優,2020,オリックス,2,0,0,0,0,0,0,1,3
本田 仁海,2020,オリックス,1,0,1,0,0,0,0,4,3
増井 浩俊,2020,オリックス,16,2,2,0,5,1,0.5,35,12
宮城 大弥,2020,オリックス,3,1,1,0,0,1,0.5,16,7
村西 良太,2020,オリックス,4,0,1,0,0,0,0,8,8
山岡 泰輔,2020,オリックス,12,4,5,0,0,2,0.444,69,20
山﨑 福也,2020,オリックス,15,5,5,0,0,2,0.5,84,42
山田 修義,2020,オリックス,48,4,5,0,22,0,0.444,39,17
山本 由伸,2020,オリックス,18,8,4,0,0,6,0.667,126,31
吉田 一将,2020,オリックス,23,1,1,1,1,1,0.5,35,16
吉田 凌,2020,オリックス,35,2,2,0,9,2,0.5,29,7
青山 浩二,2020,楽天,11,2,0,0,2,0,1,10,5
安樂 智大,2020,楽天,27,1,0,0,6,0,1,31,12
池田 駿,2020,楽天,21,1,0,0,1,0,1,16,8
石橋 良太,2020,楽天,13,1,6,0,0,4,0.143,63,43
釜田 佳直,2020,楽天,4,0,0,0,0,1,0,3,4
辛島 航,2020,楽天,19,1,3,1,2,3,0.25,38,21
岸 孝之,2020,楽天,11,7,0,0,0,1,1,67,24
久保 裕也,2020,楽天,5,1,0,0,2,0,1,2,3
近藤 弘樹,2020,楽天,6,0,0,0,1,1,0,6,4
酒居 知史,2020,楽天,46,3,2,0,15,3,0.6,44,18
Ｊ．Ｔ．シャギワ,2020,楽天,31,0,3,1,6,4,0,26,17
ジョンソン,2020,楽天,16,1,0,0,5,0,1,14,5
塩見 貴洋,2020,楽天,16,4,8,0,0,1,0.333,84,45
鈴木 翔天,2020,楽天,2,0,0,0,0,2,0,1,2
宋 家豪,2020,楽天,38,1,2,0,11,1,0.333,36,28
瀧中 瞭太,2020,楽天,8,2,1,0,0,3,0.667,45,17
津留﨑 大成,2020,楽天,33,1,1,0,2,1,0.5,34,16
寺岡 寛治,2020,楽天,24,2,1,0,12,2,0.667,20,7
則本 昂大,2020,楽天,18,5,7,0,0,5,0.417,109,48
ブセニッツ,2020,楽天,46,1,4,18,14,1,0.2,44,14
福井 優也,2020,楽天,7,0,4,0,0,2,0,29,18
福山 博之,2020,楽天,14,0,0,0,6,0,0,12,1
藤平 尚真,2020,楽天,1,0,0,0,0,1,0,+,2
牧田 和久,2020,楽天,52,2,2,2,24,0,0.5,50,12
松井 裕樹,2020,楽天,25,4,5,2,9,3,0.444,68,24
森原 康平,2020,楽天,17,1,2,4,3,1,0.333,16,14
弓削 隼人,2020,楽天,10,3,2,0,0,3,0.6,50,28
涌井 秀章,2020,楽天,20,11,4,0,0,3,0.733,130,52
伊藤 翔,2020,西武,12,0,2,0,0,0,0,28,13
今井 達也,2020,西武,19,3,4,0,1,5,0.429,61,42
内海 哲也,2020,西武,4,1,2,0,0,1,0.333,19,9
榎田 大樹,2020,西武,5,1,1,0,0,1,0.5,24,14
小川 龍也,2020,西武,38,2,1,0,5,1,0.667,25,6
ギャレット,2020,西武,49,3,2,0,19,3,0.6,49,17
國場 翼,2020,西武,7,0,0,0,1,0,0,11,9
齊藤 大将,2020,西武,7,0,1,0,0,1,0,10,11
佐野 泰雄,2020,西武,8,0,0,0,0,0,0,6,1
平良 海馬,2020,西武,54,1,0,1,34,8,1,53,11
髙橋 光成,2020,西武,20,8,8,0,0,7,0.5,120,50
武隈 祥太,2020,西武,3,0,0,0,0,0,0,3,9
田村 伊知郎,2020,西武,31,0,0,0,0,2,0,41,18
十亀 剣,2020,西武,8,1,2,0,1,3,0.333,24,20
中塚 駿太,2020,西武,6,0,0,0,0,0,0,7,4
ニール,2020,西武,21,6,8,0,0,8,0.429,112,65
ノリン,2020,西武,5,1,2,0,0,1,0.333,21,16
野田 昇吾,2020,西武,3,0,0,0,0,0,0,1,0
浜屋 将太,2020,西武,12,3,3,0,0,3,0.5,50,28
平井 克典,2020,西武,41,5,5,0,11,1,0.5,60,28
本田 圭佑,2020,西武,7,1,4,0,0,0,0.2,35,16
増田 達至,2020,西武,48,5,0,33,6,2,1,49,11
松岡 洸希,2020,西武,2,0,0,0,0,0,0,2,3
松本 航,2020,西武,20,6,7,0,0,2,0.462,103,50
宮川 哲,2020,西武,49,2,1,0,15,1,0.667,44,19
森脇 亮介,2020,西武,47,7,1,1,23,1,0.875,46,7
與座 海人,2020,西武,8,2,4,0,0,2,0.333,38,23
東妻 勇輔,2020,ロッテ,13,0,0,0,1,0,0,15,5
有吉 優樹,2020,ロッテ,3,1,1,0,0,0,0.5,11,6
石川 歩,2020,ロッテ,21,7,6,0,0,4,0.538,133,63
石崎 剛,2020,ロッテ,12,0,1,0,2,0,0,14,14
岩下 大輝,2020,ロッテ,17,7,7,0,1,3,0.5,90,42
大嶺 祐太,2020,ロッテ,2,0,1,0,0,0,0,9,9
小島 和哉,2020,ロッテ,20,7,8,0,0,3,0.467,113,47
小野 郁,2020,ロッテ,40,2,2,0,6,1,0.5,39,14
唐川 侑己,2020,ロッテ,32,1,1,0,15,0,0.5,30,4
佐々木 千隼,2020,ロッテ,5,0,0,0,0,1,0,4,4
澤村 拓一,2020,ロッテ,22,0,2,1,13,0,0,21,4
ジャクソン,2020,ロッテ,7,0,0,1,3,0,0,7,3
田中 靖洋,2020,ロッテ,8,1,0,0,3,0,1,7,2
種市 篤暉,2020,ロッテ,7,3,2,0,0,5,0.6,46,18
チェン・ウェイン,2020,ロッテ,4,0,3,0,0,0,0,26,7
チェン・グァンユウ,2020,ロッテ,19,1,0,0,3,0,1,19,7
東條 大樹,2020,ロッテ,39,1,1,0,6,4,0.5,28,8
永野 将司,2020,ロッテ,13,0,0,0,0,0,0,15,9
中村 稔弥,2020,ロッテ,16,2,5,0,0,0,0.286,64,34
成田 翔,2020,ロッテ,3,0,0,0,0,1,0,3,6
ハーマン,2020,ロッテ,38,3,2,1,26,0,0.6,37,9
フローレス,2020,ロッテ,14,2,2,0,3,0,0.5,22,19
二木 康太,2020,ロッテ,15,9,3,0,0,3,0.75,92,35
古谷 拓郎,2020,ロッテ,2,0,1,0,0,1,0,6,3
益田 直也,2020,ロッテ,54,3,5,31,8,2,0.375,52,13
松永 昂大,2020,ロッテ,5,0,0,0,3,0,0,3,0
南 昌輝,2020,ロッテ,6,0,0,0,0,0,0,7,4
美馬 学,2020,ロッテ,19,10,4,0,0,0,0.714,123,54
山本 大貴,2020,ロッテ,12,0,0,0,0,0,0,13,4
