選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
糸原 健斗,2021,阪神,125,0.286,126,2,30,6,0.347,0.351,0.698,488
岩崎 優,2021,阪神,62,0,0,0,0,0,0,0,0,0
岩貞 祐太,2021,阪神,46,0,0,0,0,0,0,0,0,1
岩田 稔,2021,阪神,3,0,0,0,0,0,0,0,0,0
植田 海,2021,阪神,64,0.333,2,0,0,10,0.429,0.333,0.762,7
梅野 隆太郎,2021,阪神,130,0.225,91,3,33,8,0.303,0.3,0.603,458
エドワーズ,2021,阪神,7,0,0,0,0,0,0,0,0,0
江越 大賀,2021,阪神,31,0,0,0,0,5,0,0,0,3
大山 悠輔,2021,阪神,129,0.26,121,21,71,2,0.313,0.453,0.766,512
小川 一平,2021,阪神,19,0,0,0,0,0,0,0,0,0
小野 泰己,2021,阪神,12,0,0,0,0,0,0,0,0,0
小野寺 暖,2021,阪神,34,0.179,12,1,2,0,0.247,0.254,0.501,73
小幡 竜平,2021,阪神,43,0.261,6,0,0,3,0.32,0.391,0.711,25
及川 雅貴,2021,阪神,39,0,0,0,0,0,0,0,0,1
ガンケル,2021,阪神,20,0.161,5,0,0,0,0.188,0.194,0.382,37
加治屋 蓮,2021,阪神,7,0,0,0,0,0,0,0,0,0
木浪 聖也,2021,阪神,92,0.227,27,1,15,0,0.269,0.319,0.588,132
熊谷 敬宥,2021,阪神,73,0,0,0,0,7,0,0,0,6
桑原 謙太朗,2021,阪神,7,0,0,0,0,0,0,0,0,0
小林 慶祐,2021,阪神,22,0,0,0,0,0,0,0,0,0
サンズ,2021,阪神,120,0.248,101,20,65,1,0.328,0.451,0.779,461
齋藤 友貴哉,2021,阪神,19,0,0,0,0,0,0,0,0,0
坂本 誠志郎,2021,阪神,45,0.185,12,1,6,0,0.239,0.292,0.531,73
佐藤 輝明,2021,阪神,126,0.238,101,24,64,6,0.284,0.466,0.75,455
島田 海吏,2021,阪神,57,0.243,17,0,9,8,0.293,0.286,0.579,78
スアレス,2021,阪神,62,0,0,0,0,0,0,0,0,0
髙橋 遥人,2021,阪神,7,0.143,2,0,1,0,0.143,0.143,0.286,16
チェン・ウェイン,2021,阪神,2,0.25,1,0,0,0,0.25,0.25,0.5,4
近本 光司,2021,阪神,140,0.313,178,10,50,24,0.354,0.441,0.795,612
中野 拓夢,2021,阪神,135,0.273,127,1,36,30,0.321,0.328,0.649,525
西 純矢,2021,阪神,2,0,0,0,0,0,0,0,0,1
西 勇輝,2021,阪神,24,0.143,5,0,1,0,0.167,0.2,0.367,42
二保 旭,2021,阪神,4,0,0,0,0,0,0.2,0,0.2,6
馬場 皐輔,2021,阪神,44,0,0,0,0,0,0,0,0,1
浜地 真澄,2021,阪神,4,0,0,0,0,0,0,0,0,0
原口 文仁,2021,阪神,56,0.204,10,0,3,0,0.328,0.286,0.614,58
藤浪 晋太郎,2021,阪神,21,0.111,1,1,2,0,0.111,0.444,0.555,13
北條 史也,2021,阪神,33,0.2,10,1,6,0,0.273,0.3,0.573,57
マルテ,2021,阪神,128,0.258,115,22,71,0,0.367,0.451,0.818,526
村上 頌樹,2021,阪神,2,1,1,0,0,0,1,1,2,1
守屋 功輝,2021,阪神,2,0,0,0,0,0,0,0,0,0
山本 泰寛,2021,阪神,69,0.186,8,0,3,2,0.294,0.256,0.55,51
湯浅 京己,2021,阪神,3,0,0,0,0,0,0,0,0,0
陽川 尚将,2021,阪神,41,0.174,8,2,6,0,0.255,0.326,0.581,52
ロハス・ジュニア,2021,阪神,60,0.217,41,8,21,1,0.282,0.381,0.663,206
東 克樹,2021,DeNA,3,0,0,0,0,0,0,0,0,7
有吉 優樹,2021,DeNA,1,0,0,0,0,0,0,0,0,2
池谷 蒼大,2021,DeNA,6,0,0,0,0,0,0,0,0,0
石田 健大,2021,DeNA,33,0,0,0,0,0,0,0,0,3
伊勢 大夢,2021,DeNA,39,0,0,0,0,0,0,0,0,0
伊藤 光,2021,DeNA,53,0.213,34,2,13,1,0.294,0.288,0.582,192
伊藤 裕季也,2021,DeNA,3,0,0,0,0,0,0,0,0,2
今永 昇太,2021,DeNA,19,0.27,10,0,3,0,0.289,0.297,0.586,40
入江 大生,2021,DeNA,4,0,0,0,0,0,0.5,0,0.5,6
エスコバー,2021,DeNA,61,0,0,0,0,0,0,0,0,0
蝦名 達夫,2021,DeNA,31,0.167,3,0,1,0,0.286,0.167,0.453,21
オースティン,2021,DeNA,107,0.303,113,28,74,1,0.405,0.601,1.006,439
大貫 晋一,2021,DeNA,22,0.059,2,0,2,0,0.111,0.059,0.17,39
乙坂 智,2021,DeNA,17,0.211,4,0,0,0,0.25,0.263,0.513,20
笠井 崇正,2021,DeNA,1,0,0,0,0,0,0,0,0,0
風張 蓮,2021,DeNA,5,0,0,0,0,0,0,0,0,0
神里 和毅,2021,DeNA,88,0.191,21,4,15,4,0.231,0.327,0.558,118
上茶谷 大河,2021,DeNA,8,0.143,1,0,0,0,0.143,0.143,0.286,10
京山 将弥,2021,DeNA,16,0.045,1,0,0,0,0.045,0.045,0.09,24
楠本 泰史,2021,DeNA,76,0.254,29,2,18,1,0.323,0.368,0.691,127
国吉 佑樹,2021,DeNA,18,0,0,0,0,0,0,0,0,3
倉本 寿彦,2021,DeNA,46,0.208,15,0,6,0,0.23,0.208,0.438,74
桑原 将志,2021,DeNA,135,0.31,161,14,43,12,0.369,0.474,0.843,571
阪口 皓亮,2021,DeNA,8,0,0,0,0,0,0,0,0,9
坂本 裕哉,2021,DeNA,16,0.063,1,0,0,0,0.063,0.063,0.126,20
櫻井 周斗,2021,DeNA,30,1,2,0,1,0,1,1,2,3
佐野 恵太,2021,DeNA,143,0.303,165,17,72,0,0.376,0.466,0.842,615
シャッケルフォード,2021,DeNA,32,0,0,0,0,0,0,0,0,0
柴田 竜拓,2021,DeNA,85,0.234,52,2,15,1,0.313,0.329,0.642,266
進藤 拓也,2021,DeNA,2,0,0,0,0,0,0,0,0,0
砂田 毅樹,2021,DeNA,58,0,0,0,0,0,0,0,0,0
関根 大気,2021,DeNA,103,0.226,28,1,4,2,0.284,0.298,0.582,139
ソト,2021,DeNA,123,0.234,96,21,62,0,0.302,0.437,0.739,451
平良 拳太郎,2021,DeNA,2,0,0,0,0,0,0,0,0,3
髙城 俊人,2021,DeNA,7,0.25,1,0,0,0,0.5,0.25,0.75,7
田中 健二朗,2021,DeNA,8,0,0,0,0,0,0,0,0,0
田中 俊太,2021,DeNA,58,0.146,7,0,8,0,0.246,0.146,0.392,60
知野 直人,2021,DeNA,36,0.176,6,1,3,0,0.263,0.353,0.616,40
戸柱 恭孝,2021,DeNA,56,0.22,28,3,14,0,0.25,0.346,0.596,135
中井 大介,2021,DeNA,13,0.133,2,0,0,0,0.133,0.133,0.266,15
中川 虎大,2021,DeNA,7,0.25,1,0,1,0,0.25,0.25,0.5,5
濵口 遥大,2021,DeNA,17,0.087,2,0,0,0,0.125,0.087,0.212,26
ピープルズ,2021,DeNA,18,0.091,1,0,0,0,0.091,0.182,0.273,11
平田 真吾,2021,DeNA,38,0,0,0,0,0,0,0,0,0
細川 成也,2021,DeNA,37,0.154,6,0,1,0,0.25,0.179,0.429,44
牧 秀悟,2021,DeNA,137,0.314,153,22,71,2,0.356,0.534,0.89,523
益子 京右,2021,DeNA,3,0.2,1,0,0,0,0.2,0.2,0.4,5
三上 朋也,2021,DeNA,40,0,0,0,0,0,0,0,0,0
三嶋 一輝,2021,DeNA,59,0,0,0,0,0,0,0,0,0
嶺井 博希,2021,DeNA,36,0.189,14,0,7,0,0.25,0.243,0.493,80
宮國 椋丞,2021,DeNA,3,0,0,0,0,0,0,0,0,5
宮﨑 敏郎,2021,DeNA,141,0.301,156,16,73,0,0.353,0.455,0.808,569
宮本 秀明,2021,DeNA,35,0.2,2,0,0,2,0.273,0.2,0.473,11
武藤 祐太,2021,DeNA,1,0,0,0,0,0,0,0,0,0
森 敬斗,2021,DeNA,44,0.194,20,0,5,4,0.241,0.272,0.513,113
山﨑 康晃,2021,DeNA,60,0,0,0,0,0,0,0,0,0
山下 幸輝,2021,DeNA,46,0.2,10,0,4,0,0.231,0.22,0.451,52
大和,2021,DeNA,106,0.252,68,2,26,1,0.3,0.322,0.622,294
山本 祐大,2021,DeNA,51,0.131,13,1,4,0,0.173,0.182,0.355,111
ロメロ,2021,DeNA,14,0.154,4,0,0,0,0.241,0.154,0.395,30
會澤 翼,2021,広島,70,0.256,46,3,22,0,0.325,0.361,0.686,204
安部 友裕,2021,広島,85,0.252,38,1,12,2,0.32,0.305,0.625,170
石原 貴規,2021,広島,60,0.239,27,4,12,1,0.293,0.354,0.647,125
磯村 嘉孝,2021,広島,21,0.171,6,0,3,0,0.231,0.229,0.46,39
上本 崇司,2021,広島,63,0.273,15,0,2,2,0.382,0.309,0.691,68
宇草 孔基,2021,広島,43,0.291,43,4,14,6,0.331,0.432,0.763,158
遠藤 淳志,2021,広島,2,0,0,0,0,0,0,0,0,3
大瀬良 大地,2021,広島,23,0.1,4,0,1,0,0.182,0.1,0.282,51
大道 温貴,2021,広島,24,0.111,1,0,2,0,0.111,0.222,0.333,10
大盛 穂,2021,広島,56,0.27,10,0,3,5,0.308,0.351,0.659,41
菊池 保則,2021,広島,33,0,0,0,0,0,0,0,0,0
菊池 涼介,2021,広島,132,0.277,137,16,60,1,0.333,0.429,0.762,542
クロン,2021,広島,42,0.231,30,6,16,0,0.27,0.431,0.701,137
九里 亜蓮,2021,広島,25,0.023,1,0,0,0,0.023,0.023,0.046,51
栗林 良吏,2021,広島,53,0,0,0,0,0,0,0,0,0
ケムナ 誠,2021,広島,40,0,0,0,0,0,0,0,0,0
コルニエル,2021,広島,50,0,0,0,0,0,0,0,0,3
小園 海斗,2021,広島,113,0.298,134,5,35,4,0.32,0.399,0.719,481
小林 樹斗,2021,広島,1,0,0,0,0,0,0,0,0,2
坂倉 将吾,2021,広島,132,0.315,133,12,68,4,0.39,0.467,0.857,484
島内 颯太郎,2021,広島,51,0,0,0,0,0,0,0,0,0
正隨 優弥,2021,広島,14,0.115,3,1,4,0,0.148,0.231,0.379,27
鈴木 誠也,2021,広島,132,0.317,138,38,88,9,0.433,0.639,1.072,533
曽根 海成,2021,広島,66,0,0,0,0,9,0.167,0,0.167,6
高橋 昂也,2021,広島,15,0.136,3,0,1,0,0.136,0.136,0.272,25
高橋 樹也,2021,広島,27,0,0,0,0,0,0,0,0,0
田中 広輔,2021,広島,81,0.206,28,2,8,1,0.308,0.279,0.587,160
玉村 昇悟,2021,広島,17,0.207,6,0,3,0,0.233,0.241,0.474,31
長野 久義,2021,広島,71,0.216,27,2,13,1,0.3,0.288,0.588,140
堂林 翔太,2021,広島,70,0.19,26,0,5,2,0.213,0.234,0.447,143
床田 寛樹,2021,広島,16,0.2,4,0,2,0,0.19,0.25,0.44,28
中﨑 翔太,2021,広島,4,0,0,0,0,0,0,0,0,0
中田 廉,2021,広島,23,0,0,0,0,0,0,0,0,0
中村 奨成,2021,広島,39,0.283,15,2,5,3,0.377,0.453,0.83,61
中村 祐太,2021,広島,3,0,0,0,0,0,0,0,0,3
西川 龍馬,2021,広島,137,0.286,144,12,60,3,0.335,0.399,0.734,551
ネバラスカス,2021,広島,1,0,0,0,0,0,0,0,0,0
野間 峻祥,2021,広島,74,0.272,68,2,12,9,0.323,0.34,0.663,270
野村 祐輔,2021,広島,8,0,0,0,0,0,0.125,0,0.125,10
バード,2021,広島,33,0,0,0,0,0,0,0,0,0
羽月 隆太郎,2021,広島,39,0.255,26,1,11,6,0.309,0.353,0.662,117
林 晃汰,2021,広島,102,0.266,95,10,40,0,0.301,0.392,0.693,376
フランスア,2021,広島,8,0,0,0,0,0,0,0,0,0
藤井 黎來,2021,広島,5,0,0,0,0,0,0,0,0,0
塹江 敦哉,2021,広島,51,0,0,0,0,0,0,0,0,0
松山 竜平,2021,広島,85,0.263,46,2,29,0,0.325,0.354,0.679,194
三好 匠,2021,広島,64,0,0,0,0,0,0,0,0,13
メヒア,2021,広島,18,0.216,8,0,0,0,0.275,0.216,0.491,40
森浦 大輔,2021,広島,54,0,0,0,0,0,0,0,0,0
森下 暢仁,2021,広島,24,0.065,3,0,1,0,0.085,0.065,0.15,57
矢崎 拓也,2021,広島,4,0,0,0,0,0,0,0,0,0
矢野 雅哉,2021,広島,13,0,0,0,0,0,0,0,0,6
薮田 和樹,2021,広島,1,0,0,0,0,0,0,0,0,1
青木 宣親,2021,ヤクルト,122,0.258,115,9,56,0,0.335,0.383,0.718,501
荒木 貴裕,2021,ヤクルト,100,0.2,11,0,5,2,0.262,0.2,0.462,67
石川 雅規,2021,ヤクルト,17,0.222,4,0,1,0,0.263,0.222,0.485,25
石山 泰稚,2021,ヤクルト,58,0,0,0,0,0,0,0,0,0
内川 聖一,2021,ヤクルト,38,0.208,11,0,2,0,0.25,0.226,0.476,56
内山 壮真,2021,ヤクルト,6,0,0,0,0,0,0.167,0,0.167,6
梅野 雄吾,2021,ヤクルト,29,0,0,0,0,0,0,0,0,0
オスナ,2021,ヤクルト,120,0.258,121,13,60,3,0.293,0.401,0.694,495
大下 佑馬,2021,ヤクルト,30,0,0,0,0,0,0,0,0,0
太田 賢吾,2021,ヤクルト,29,0.222,16,0,5,3,0.269,0.292,0.561,79
大西 広樹,2021,ヤクルト,33,0,0,0,0,0,0,0,0,0
小川 泰弘,2021,ヤクルト,23,0.143,5,0,3,0,0.211,0.143,0.354,41
奥川 恭伸,2021,ヤクルト,18,0.067,2,0,0,0,0.097,0.067,0.164,36
奥村 展征,2021,ヤクルト,16,0.05,1,0,0,0,0.095,0.05,0.145,21
金久保 優斗,2021,ヤクルト,10,0,0,0,0,0,0,0,0,13
川端 慎吾,2021,ヤクルト,91,0.372,32,1,18,0,0.419,0.488,0.907,93
古賀 優大,2021,ヤクルト,54,0.224,26,0,7,0,0.256,0.241,0.497,125
近藤 弘樹,2021,ヤクルト,22,0,0,0,0,0,0,0,0,0
今野 龍太,2021,ヤクルト,64,0,0,0,0,0,0,0,0,0
サイスニード,2021,ヤクルト,13,0.045,1,0,0,0,0.045,0.045,0.09,24
サンタナ,2021,ヤクルト,116,0.29,108,19,62,2,0.366,0.511,0.877,418
坂口 智隆,2021,ヤクルト,25,0.16,8,0,0,0,0.25,0.18,0.43,57
坂本 光士郎,2021,ヤクルト,36,0,0,0,0,0,0,0,0,0
塩見 泰隆,2021,ヤクルト,140,0.278,132,14,59,21,0.357,0.441,0.798,534
嶋 基宏,2021,ヤクルト,17,0.2,2,0,0,0,0.385,0.2,0.585,15
清水 昇,2021,ヤクルト,72,0,0,0,0,0,0,0,0,0
スアレス,2021,ヤクルト,24,0.05,1,0,0,0,0.05,0.05,0.1,22
杉山 晃基,2021,ヤクルト,4,0,0,0,0,0,0,0,0,0
高梨 裕稔,2021,ヤクルト,12,0.045,1,0,0,0,0.045,0.045,0.09,23
高橋 奎二,2021,ヤクルト,14,0.045,1,0,0,0,0.087,0.045,0.132,25
田口 麗斗,2021,ヤクルト,33,0.174,4,0,2,0,0.174,0.174,0.348,27
武岡 龍世,2021,ヤクルト,1,0.25,1,0,0,0,0.25,0.25,0.5,4
寺島 成輝,2021,ヤクルト,1,0,0,0,0,0,0,0,0,0
長岡 秀樹,2021,ヤクルト,5,0,0,0,0,0,0.1,0,0.1,10
中村 悠平,2021,ヤクルト,123,0.279,105,2,36,0,0.36,0.358,0.718,445
中山 翔太,2021,ヤクルト,9,0.091,1,0,1,0,0.286,0.091,0.377,14
並木 秀尊,2021,ヤクルト,27,0.25,1,0,2,4,0.4,0.5,0.9,6
西浦 直亨,2021,ヤクルト,92,0.223,54,5,24,1,0.298,0.322,0.62,276
西田 明央,2021,ヤクルト,11,0.111,2,0,0,0,0.158,0.111,0.269,19
バンデンハーク,2021,ヤクルト,2,1,1,0,0,0,1,1,2,1
長谷川 宙輝,2021,ヤクルト,4,0,0,0,0,0,0,0,0,0
原 樹理,2021,ヤクルト,9,0.154,2,0,3,0,0.214,0.308,0.522,15
星 知弥,2021,ヤクルト,25,0,0,0,0,0,0,0,0,0
マクガフ,2021,ヤクルト,66,0,0,0,0,0,0,0,0,0
松本 友,2021,ヤクルト,27,0.353,12,0,2,1,0.463,0.471,0.934,41
宮本 丈,2021,ヤクルト,62,0.286,20,1,8,0,0.395,0.386,0.781,92
村上 宗隆,2021,ヤクルト,143,0.278,139,39,112,12,0.408,0.566,0.974,615
元山 飛優,2021,ヤクルト,97,0.255,53,3,17,2,0.322,0.332,0.654,235
山崎 晃大朗,2021,ヤクルト,114,0.247,53,1,12,8,0.311,0.335,0.646,245
山田 哲人,2021,ヤクルト,137,0.272,134,34,101,4,0.37,0.515,0.885,581
山野 太一,2021,ヤクルト,1,0,0,0,0,0,0,0,0,1
雄平,2021,ヤクルト,1,0.5,1,0,0,0,0.5,0.5,1,2
吉田 大喜,2021,ヤクルト,16,0,0,0,0,0,0,0,0,0
吉田 大成,2021,ヤクルト,18,0.225,9,1,2,2,0.392,0.325,0.717,52
渡邉 大樹,2021,ヤクルト,94,0.171,6,0,3,5,0.216,0.229,0.445,42
阿部 寿樹,2021,中日,66,0.209,45,5,16,0,0.271,0.326,0.597,240
石岡 諒太,2021,中日,6,0.091,1,0,0,0,0.091,0.091,0.182,11
石垣 雅海,2021,中日,9,0.1,1,0,0,0,0.1,0.2,0.3,11
石橋 康太,2021,中日,11,0.143,2,0,0,0,0.2,0.143,0.343,16
伊藤 康祐,2021,中日,25,0.053,1,0,0,0,0.053,0.105,0.158,21
井領 雅貴,2021,中日,38,0.219,14,1,2,0,0.265,0.344,0.609,68
梅津 晃大,2021,中日,3,0,0,0,0,0,0,0,0,2
大島 洋平,2021,中日,141,0.292,160,1,34,16,0.345,0.35,0.695,596
大野 奨太,2021,中日,8,0.143,2,0,0,0,0.2,0.143,0.343,15
大野 雄大,2021,中日,22,0.057,2,0,0,0,0.108,0.057,0.165,43
小笠原 慎之介,2021,中日,25,0.125,5,0,2,0,0.146,0.15,0.296,47
岡田 俊哉,2021,中日,19,0,0,0,0,0,0,0,0,0
岡野 祐一郎,2021,中日,2,0,0,0,0,0,0,0,0,1
岡林 勇希,2021,中日,24,0.254,15,0,4,2,0.262,0.322,0.584,62
ガーバー,2021,中日,12,0.156,7,0,1,0,0.174,0.178,0.352,46
笠原 祥太郎,2021,中日,4,0,0,0,0,0,0,0,0,5
勝野 昌慶,2021,中日,17,0.091,2,0,0,0,0.091,0.091,0.182,24
桂 依央利,2021,中日,36,0.254,18,1,7,0,0.274,0.408,0.682,75
加藤 翔平,2021,中日,55,0.209,23,1,2,8,0.281,0.255,0.536,128
木下 拓哉,2021,中日,123,0.27,95,11,43,1,0.336,0.412,0.748,393
京田 陽太,2021,中日,113,0.257,105,3,24,6,0.302,0.315,0.617,448
郡司 裕也,2021,中日,9,0.462,6,0,3,0,0.533,0.538,1.071,15
近藤 廉,2021,中日,2,0,0,0,0,0,0,0,0,0
佐藤 優,2021,中日,4,0,0,0,0,0,0,0,0,0
清水 達也,2021,中日,1,0,0,0,0,0,0,0,0,1
鈴木 博志,2021,中日,18,0,0,0,0,0,0,0,0,0
祖父江 大輔,2021,中日,55,0,0,0,0,0,0,0,0,0
高橋 周平,2021,中日,137,0.259,123,5,39,1,0.315,0.347,0.662,520
髙松 渡,2021,中日,78,0.25,28,0,4,15,0.274,0.259,0.533,123
滝野 要,2021,中日,38,0.103,3,0,0,3,0.133,0.172,0.305,30
武田 健吾,2021,中日,93,0.132,5,1,1,0,0.154,0.263,0.417,41
田島 慎二,2021,中日,22,0,0,0,0,0,0,0,0,0
谷元 圭介,2021,中日,33,0,0,0,0,0,0,0,0,0
土田 龍空,2021,中日,9,0.4,2,0,2,0,0.571,0.6,1.171,7
堂上 直倫,2021,中日,75,0.219,48,5,25,1,0.248,0.333,0.581,234
根尾 昂,2021,中日,72,0.178,30,1,16,0,0.251,0.231,0.482,188
橋本 侑樹,2021,中日,28,0,0,0,0,0,0,0,0,0
ビシエド,2021,中日,130,0.275,132,17,70,1,0.333,0.433,0.766,526
平田 良介,2021,中日,21,0.155,9,0,4,1,0.21,0.259,0.469,62
福 敬登,2021,中日,57,0,0,0,0,0,0,0,0,0
福田 永将,2021,中日,110,0.244,68,8,28,1,0.305,0.419,0.724,305
福谷 浩司,2021,中日,18,0.13,3,0,2,0,0.13,0.13,0.26,27
福留 孝介,2021,中日,91,0.218,42,4,18,0,0.301,0.342,0.643,216
藤井 淳志,2021,中日,1,0,0,0,0,0,0,0,0,1
藤嶋 健人,2021,中日,48,0,0,0,0,0,0,0,0,0
Ａ．マルティネス,2021,中日,48,0.244,20,2,7,0,0.34,0.317,0.657,94
Ｒ．マルティネス,2021,中日,49,0,0,0,0,0,0,0,0,0
又吉 克樹,2021,中日,66,0,0,0,0,0,0,0,0,0
松葉 貴大,2021,中日,14,0.083,2,0,0,0,0.083,0.083,0.166,25
溝脇 隼人,2021,中日,22,0.268,11,0,2,1,0.318,0.317,0.635,47
三ツ間 卓也,2021,中日,5,0,0,0,0,0,0,0,0,0
三ツ俣 大樹,2021,中日,58,0.222,26,1,11,0,0.272,0.308,0.58,138
森 博人,2021,中日,10,0,0,0,0,0,0,0,0,0
柳 裕也,2021,中日,26,0.13,6,0,3,0,0.146,0.152,0.298,58
山井 大介,2021,中日,1,0,0,0,0,0,0,0,0,0
山下 斐紹,2021,中日,5,0.1,1,0,0,0,0.1,0.1,0.2,10
山本 拓実,2021,中日,9,0,0,0,0,0,0,0,0,0
ロサリオ,2021,中日,9,0,0,0,0,0,0,0,0,0
ロドリゲス,2021,中日,12,0.133,2,0,0,0,0.133,0.133,0.266,19
渡辺 勝,2021,中日,48,0.21,25,2,11,3,0.266,0.277,0.543,134
アルバレス,2021,ソフトバンク,12,0.162,6,1,3,0,0.225,0.27,0.495,40
明石 健志,2021,ソフトバンク,57,0.202,17,0,7,1,0.284,0.226,0.51,95
石川 柊太,2021,ソフトバンク,28,0.5,1,0,0,0,0.5,0.5,1,2
泉 圭輔,2021,ソフトバンク,31,0,0,0,0,0,0,0,0,0
今宮 健太,2021,ソフトバンク,125,0.214,78,4,30,4,0.259,0.299,0.558,413
岩嵜 翔,2021,ソフトバンク,48,0,0,0,0,0,0,0,0,0
上林 誠知,2021,ソフトバンク,39,0.191,13,2,11,2,0.222,0.324,0.546,72
海野 隆司,2021,ソフトバンク,11,0.25,1,0,2,0,0.2,0.5,0.7,5
大関 友久,2021,ソフトバンク,12,0,0,0,0,0,0,0,0,0
大竹 耕太郎,2021,ソフトバンク,2,0,0,0,0,0,0,0,0,0
