選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
尾形 崇斗,2021,ソフトバンク,8,0,0,0,0,0,0,0,0,0
甲斐 拓也,2021,ソフトバンク,143,0.227,92,12,44,6,0.305,0.353,0.658,479
甲斐野 央,2021,ソフトバンク,22,0,0,0,0,0,0,0,0,0
笠谷 俊介,2021,ソフトバンク,16,0,0,0,0,0,0,0,0,2
釜元 豪,2021,ソフトバンク,18,0.5,5,1,3,2,0.5,0.9,1.4,10
嘉弥真 新也,2021,ソフトバンク,58,0,0,0,0,0,0,0,0,0
川島 慶三,2021,ソフトバンク,56,0.239,26,2,11,0,0.306,0.367,0.673,123
川瀬 晃,2021,ソフトバンク,21,0.185,5,0,0,1,0.241,0.185,0.426,30
川原 弘之,2021,ソフトバンク,3,0,0,0,0,0,0,0,0,0
グラシアル,2021,ソフトバンク,37,0.304,42,5,15,2,0.36,0.457,0.817,150
九鬼 隆平,2021,ソフトバンク,3,0.5,1,0,1,0,0.5,0.5,1,2
栗原 陵矢,2021,ソフトバンク,143,0.275,146,21,77,7,0.339,0.465,0.804,596
佐藤 直樹,2021,ソフトバンク,25,0,0,0,0,1,0.182,0,0.182,11
周東 佑京,2021,ソフトバンク,70,0.201,34,3,5,21,0.258,0.26,0.518,188
スチュワート・ジュニア,2021,ソフトバンク,11,0,0,0,0,0,0,0,0,0
杉山 一樹,2021,ソフトバンク,15,0,0,0,0,0,0,0,0,0
千賀 滉大,2021,ソフトバンク,13,0,0,0,0,0,0,0,0,0
田浦 文丸,2021,ソフトバンク,19,0,0,0,0,0,0,0,0,0
髙田 知季,2021,ソフトバンク,61,0.167,2,0,2,1,0.267,0.333,0.6,17
髙橋 純平,2021,ソフトバンク,10,0,0,0,0,0,0,0,0,0
高橋 礼,2021,ソフトバンク,11,0,0,0,0,0,0,0,0,0
髙谷 裕亮,2021,ソフトバンク,20,0.235,4,0,0,0,0.235,0.235,0.47,17
武田 翔太,2021,ソフトバンク,12,0.25,1,0,0,0,0.25,0.25,0.5,5
田中 正義,2021,ソフトバンク,18,0,0,0,0,0,0,0,0,0
谷川原 健太,2021,ソフトバンク,59,0.146,7,1,5,1,0.255,0.229,0.484,57
津森 宥紀,2021,ソフトバンク,45,0,0,0,0,0,0,0,0,0
デスパイネ,2021,ソフトバンク,80,0.264,69,10,41,0,0.373,0.437,0.81,308
中村 晃,2021,ソフトバンク,139,0.245,113,8,56,1,0.344,0.348,0.692,552
二保 旭,2021,ソフトバンク,2,0,0,0,0,0,0,0,0,0
野村 大樹,2021,ソフトバンク,7,0.176,3,0,3,0,0.263,0.235,0.498,19
バレンティン,2021,ソフトバンク,22,0.182,10,4,9,0,0.25,0.455,0.705,60
長谷川 勇也,2021,ソフトバンク,71,0.26,26,3,19,0,0.367,0.43,0.797,120
板東 湧梧,2021,ソフトバンク,44,0,0,0,0,0,0,0,0,0
東浜 巨,2021,ソフトバンク,14,0,0,0,0,0,0,0,0,4
古谷 優人,2021,ソフトバンク,13,0,0,0,0,0,0,0,0,0
マルティネス,2021,ソフトバンク,21,0,0,0,0,0,0,0,0,2
牧原 大成,2021,ソフトバンク,98,0.278,76,4,21,14,0.305,0.363,0.668,292
真砂 勇介,2021,ソフトバンク,79,0.254,29,1,8,1,0.295,0.333,0.628,124
松田 宣浩,2021,ソフトバンク,115,0.234,83,14,47,5,0.289,0.407,0.696,390
松本 裕樹,2021,ソフトバンク,33,0,0,0,0,0,0,0,0,0
三森 大貴,2021,ソフトバンク,86,0.249,82,0,20,16,0.272,0.313,0.585,345
モイネロ,2021,ソフトバンク,33,0,0,0,0,0,0,0,0,0
森 唯斗,2021,ソフトバンク,30,0,0,0,0,0,0,0,0,0
柳田 悠岐,2021,ソフトバンク,141,0.3,155,28,80,6,0.388,0.541,0.929,593
柳町 達,2021,ソフトバンク,20,0.229,11,1,2,0,0.302,0.354,0.656,54
リチャード,2021,ソフトバンク,34,0.181,19,7,20,0,0.233,0.419,0.652,116
レイ,2021,ソフトバンク,6,0,0,0,0,0,0,0,0,2
和田 毅,2021,ソフトバンク,18,0,0,0,0,0,0,0,0,3
渡邉 雄大,2021,ソフトバンク,6,0,0,0,0,0,0,0,0,0
アーリン,2021,日本ハム,11,0,0,0,0,0,0,0,0,0
秋吉 亮,2021,日本ハム,10,0,0,0,0,0,0,0,0,0
淺間 大基,2021,日本ハム,128,0.251,103,5,31,8,0.308,0.338,0.646,458
井口 和朋,2021,日本ハム,43,0,0,0,0,0,0,0,0,0
池田 隆英,2021,日本ハム,18,0,0,0,0,0,0,0,0,3
石井 一成,2021,日本ハム,111,0.225,64,4,19,8,0.28,0.335,0.615,321
石川 亮,2021,日本ハム,60,0.185,20,0,7,0,0.214,0.204,0.418,123
五十幡 亮汰,2021,日本ハム,27,0.225,18,1,5,9,0.244,0.325,0.569,84
伊藤 大海,2021,日本ハム,23,0,0,0,0,0,0,0,0,5
今井 順之助,2021,日本ハム,1,0,0,0,0,0,0.333,0,0.333,3
今川 優馬,2021,日本ハム,13,0.071,2,1,2,0,0.133,0.179,0.312,30
上野 響平,2021,日本ハム,4,0,0,0,0,0,0,0,0,2
上原 健太,2021,日本ハム,11,0,0,0,0,0,0,0,0,0
宇佐見 真吾,2021,日本ハム,32,0.116,5,1,2,0,0.269,0.186,0.455,57
上沢 直之,2021,日本ハム,24,0,0,0,0,0,0,0,0,5
大田 泰示,2021,日本ハム,76,0.204,39,3,20,1,0.257,0.298,0.555,206
加藤 貴之,2021,日本ハム,25,1,2,0,0,0,1,1,2,3
金子 弌大,2021,日本ハム,8,0,0,0,0,0,0,0,0,0
河野 竜生,2021,日本ハム,40,0,0,0,0,0,0,0,0,0
北浦 竜次,2021,日本ハム,3,0,0,0,0,0,0,0,0,0
木村 文紀,2021,日本ハム,23,0.103,3,1,4,0,0.222,0.241,0.463,36
公文 克彦,2021,日本ハム,10,0,0,0,0,0,0,0,0,0
郡 拓也,2021,日本ハム,33,0.188,13,0,4,1,0.263,0.232,0.495,77
近藤 健介,2021,日本ハム,133,0.298,133,11,69,4,0.413,0.472,0.885,545
斎藤 佑樹,2021,日本ハム,1,0,0,0,0,0,0,0,0,0
佐藤 龍世,2021,日本ハム,40,0.219,23,0,6,1,0.284,0.238,0.522,117
清水 優心,2021,日本ハム,100,0.206,44,4,18,0,0.294,0.29,0.584,256
杉浦 稔大,2021,日本ハム,56,0,0,0,0,0,0,0,0,0
杉谷 拳士,2021,日本ハム,54,0.117,9,2,9,2,0.253,0.247,0.5,93
鈴木 健矢,2021,日本ハム,21,0,0,0,0,0,0,0,0,0
髙濱 祐仁,2021,日本ハム,107,0.262,96,8,43,2,0.305,0.39,0.695,404
立野 和明,2021,日本ハム,11,0,0,0,0,0,0,0,0,1
谷川 昌希,2021,日本ハム,9,0,0,0,0,0,0,0,0,0
谷口 雄也,2021,日本ハム,8,0.167,2,0,0,0,0.167,0.167,0.334,12
玉井 大翔,2021,日本ハム,50,0,0,0,0,0,0,0,0,0
田宮 裕涼,2021,日本ハム,3,0,0,0,0,0,0,0,0,1
鶴岡 慎也,2021,日本ハム,13,0.263,5,0,0,0,0.3,0.316,0.616,20
中島 卓也,2021,日本ハム,67,0.186,18,0,1,7,0.275,0.186,0.461,117
中田 翔,2021,日本ハム,39,0.193,26,4,13,0,0.273,0.304,0.577,150
生田目 翼,2021,日本ハム,1,0,0,0,0,0,0,0,0,0
西川 遥輝,2021,日本ハム,130,0.233,104,3,35,24,0.362,0.318,0.68,547
西村 天裕,2021,日本ハム,27,0,0,0,0,0,0,0,0,0
野村 佑希,2021,日本ハム,99,0.267,99,7,37,0,0.303,0.361,0.664,394
バーヘイゲン,2021,日本ハム,20,0,0,0,0,0,0,0,0,0
長谷川 凌汰,2021,日本ハム,5,0,0,0,0,0,0,0,0,0
樋口 龍之介,2021,日本ハム,22,0.212,11,0,3,0,0.241,0.269,0.51,54
平沼 翔太,2021,日本ハム,32,0.194,14,0,3,0,0.284,0.264,0.548,85
福田 俊,2021,日本ハム,5,0,0,0,0,0,0,0,0,0
細川 凌平,2021,日本ハム,9,0.2,5,0,0,0,0.231,0.2,0.431,26
堀 瑞輝,2021,日本ハム,60,0,0,0,0,0,0,0,0,0
松本 剛,2021,日本ハム,47,0.261,24,0,2,1,0.333,0.283,0.616,104
万波 中正,2021,日本ハム,49,0.198,25,5,13,0,0.233,0.405,0.638,133
宮田 輝星,2021,日本ハム,5,0,0,0,0,2,0,0,0,2
宮西 尚生,2021,日本ハム,50,0,0,0,0,0,0,0,0,0
村田 透,2021,日本ハム,8,0,0,0,0,0,0,0,0,0
望月 大希,2021,日本ハム,2,0,0,0,0,0,0,0,0,0
谷内 亮太,2021,日本ハム,106,0.179,7,0,2,0,0.233,0.179,0.412,44
吉田 輝星,2021,日本ハム,1,0,0,0,0,0,0,0,0,0
Ｂ．ロドリゲス,2021,日本ハム,47,0,0,0,0,0,0,0,0,0
Ｒ．ロドリゲス,2021,日本ハム,50,0.197,24,6,12,1,0.216,0.426,0.642,125
渡邉 諒,2021,日本ハム,83,0.242,68,3,29,5,0.327,0.32,0.647,325
王 柏融,2021,日本ハム,95,0.242,61,9,48,1,0.322,0.429,0.751,283
安達 了一,2021,オリックス,100,0.259,83,0,18,5,0.351,0.302,0.653,382
阿部 翔太,2021,オリックス,4,0,0,0,0,0,0,0,0,0
漆原 大晟,2021,オリックス,34,0,0,0,0,0,0,0,0,0
大下 誠一郎,2021,オリックス,15,0.16,4,1,2,0,0.222,0.28,0.502,27
大城 滉二,2021,オリックス,49,0.18,11,0,5,1,0.242,0.23,0.472,71
太田 椋,2021,オリックス,53,0.172,26,3,9,1,0.194,0.245,0.439,159
小田 裕也,2021,オリックス,101,0.067,1,0,0,5,0.176,0.067,0.243,18
海田 智行,2021,オリックス,16,0,0,0,0,0,0,0,0,0
勝俣 翔貴,2021,オリックス,1,0,0,0,0,0,0,0,0,1
金田 和之,2021,オリックス,9,0,0,0,0,0,0,0,0,0
来田 涼斗,2021,オリックス,23,0.211,15,2,8,1,0.25,0.338,0.588,76
宜保 翔,2021,オリックス,33,0.16,4,0,1,0,0.222,0.24,0.462,28
紅林 弘太郎,2021,オリックス,136,0.228,102,10,48,2,0.251,0.353,0.604,473
Ｋ－鈴木,2021,オリックス,34,0,0,0,0,0,0,0,0,0
後藤 駿太,2021,オリックス,56,0.125,2,1,1,2,0.176,0.313,0.489,17
齋藤 綱記,2021,オリックス,4,0,0,0,0,0,0,0,0,0
榊原 翼,2021,オリックス,1,0,0,0,0,0,0,0,0,0
佐野 皓大,2021,オリックス,67,0.146,12,1,2,8,0.167,0.232,0.399,87
佐野 如一,2021,オリックス,10,0,0,0,0,0,0,0,0,9
澤田 圭佑,2021,オリックス,14,0,0,0,0,0,0,0,0,0
ジョーンズ,2021,オリックス,72,0.234,36,4,23,0,0.339,0.338,0.677,180
スパークマン,2021,オリックス,6,0,0,0,0,0,0,0,0,0
杉本 裕太郎,2021,オリックス,134,0.301,144,32,83,3,0.378,0.552,0.93,542
鈴木 優,2021,オリックス,11,0,0,0,0,0,0,0,0,0
竹安 大知,2021,オリックス,17,0,0,0,0,0,0,0,0,1
田嶋 大樹,2021,オリックス,24,0,0,0,0,0,1,0,1,1
張 奕,2021,オリックス,8,0,0,0,0,0,0,0,0,1
Ｔ－岡田,2021,オリックス,115,0.241,86,17,63,2,0.322,0.434,0.756,407
富山 凌雅,2021,オリックス,51,0,0,0,0,0,0,0,0,0
頓宮 裕真,2021,オリックス,46,0.232,26,5,14,0,0.298,0.402,0.7,125
中川 圭太,2021,オリックス,61,0.212,33,1,7,1,0.259,0.263,0.522,169
中川 颯,2021,オリックス,1,0,0,0,0,0,0,0,0,0
西野 真弘,2021,オリックス,18,0.146,6,0,1,0,0.167,0.146,0.313,42
西村 凌,2021,オリックス,13,0.214,9,0,2,0,0.267,0.262,0.529,45
能見 篤史,2021,オリックス,26,0,0,0,0,0,0,0,0,0
バルガス,2021,オリックス,5,0,0,0,0,0,0,0,0,0
ヒギンス,2021,オリックス,49,0,0,0,0,0,0,0,0,0
比嘉 幹貴,2021,オリックス,32,0,0,0,0,0,0,0,0,0
平野 佳寿,2021,オリックス,46,0,0,0,0,0,0,0,0,0
福田 周平,2021,オリックス,107,0.275,112,1,21,9,0.354,0.321,0.675,471
伏見 寅威,2021,オリックス,91,0.218,52,4,25,0,0.268,0.324,0.592,262
本田 仁海,2021,オリックス,2,0,0,0,0,0,0,0,0,0
増井 浩俊,2021,オリックス,15,0,0,0,0,0,0,0,0,3
松井 雅人,2021,オリックス,10,0,0,0,0,0,0,0,0,7
宮城 大弥,2021,オリックス,23,0.167,1,0,0,0,0.167,0.167,0.334,6
宗 佑磨,2021,オリックス,139,0.272,131,9,42,8,0.335,0.393,0.728,543
村西 良太,2021,オリックス,18,0,0,0,0,0,0,0,0,0
モヤ,2021,オリックス,106,0.229,81,13,47,1,0.261,0.373,0.634,375
山足 達也,2021,オリックス,53,0.273,9,0,1,0,0.351,0.273,0.624,39
山岡 泰輔,2021,オリックス,12,0,0,0,0,0,0,0,0,4
山﨑 福也,2021,オリックス,22,0.5,1,0,0,0,0.5,1,1.5,2
山﨑 颯一郎,2021,オリックス,9,0,0,0,0,0,0,0,0,0
山田 修義,2021,オリックス,43,0,0,0,0,0,0,0,0,0
山本 由伸,2021,オリックス,26,0,0,0,0,0,0,0,0,3
吉田 正尚,2021,オリックス,110,0.339,132,21,72,0,0.429,0.563,0.992,455
吉田 凌,2021,オリックス,18,0,0,0,0,0,0,0,0,0
ラベロ,2021,オリックス,2,0.429,3,0,0,0,0.429,0.429,0.858,7
ロメロ,2021,オリックス,20,0.169,13,3,9,0,0.2,0.338,0.538,80
若月 健矢,2021,オリックス,68,0.214,25,5,16,1,0.29,0.376,0.666,140
浅村 栄斗,2021,楽天,143,0.269,130,18,67,1,0.395,0.422,0.817,595
足立 祐一,2021,楽天,10,0.059,1,0,1,0,0.111,0.118,0.229,20
安樂 智大,2021,楽天,58,0,0,0,0,0,0,0,0,0
石橋 良太,2021,楽天,3,0,0,0,0,0,0,0,0,0
岩見 雅紀,2021,楽天,4,0.143,1,0,0,0,0.25,0.286,0.536,8
内田 靖人,2021,楽天,25,0.204,11,1,11,0,0.22,0.296,0.516,60
内間 拓馬,2021,楽天,11,0,0,0,0,0,0,0,0,0
オコエ 瑠偉,2021,楽天,42,0.223,21,0,6,3,0.291,0.234,0.525,110
太田 光,2021,楽天,107,0.188,45,4,23,1,0.26,0.254,0.514,281
岡島 豪郎,2021,楽天,126,0.28,129,8,56,3,0.331,0.414,0.745,507
小郷 裕哉,2021,楽天,38,0.182,14,2,6,1,0.259,0.325,0.584,88
カスティーヨ,2021,楽天,33,0.225,16,1,3,0,0.276,0.282,0.558,76
釜田 佳直,2021,楽天,1,0,0,0,0,0,0,0,0,0
岸 孝之,2021,楽天,25,0,0,0,0,0,0,0,0,2
銀次,2021,楽天,35,0.286,26,0,3,0,0.381,0.297,0.678,105
黒川 史陽,2021,楽天,34,0.187,14,1,8,0,0.228,0.253,0.481,80
小深田 大翔,2021,楽天,121,0.248,97,3,21,5,0.328,0.312,0.64,455
酒居 知史,2021,楽天,54,0,0,0,0,0,0,0,0,0
塩見 貴洋,2021,楽天,1,0,0,0,0,0,0,0,0,2
島内 宏明,2021,楽天,141,0.257,125,21,96,2,0.385,0.477,0.862,599
下水流 昂,2021,楽天,6,0.1,1,0,0,0,0.1,0.1,0.2,10
下妻 貴寛,2021,楽天,16,0.174,4,0,2,0,0.296,0.174,0.47,27
菅原 秀,2021,楽天,1,0,0,0,0,0,0,0,0,0
鈴木 翔天,2021,楽天,5,0,0,0,0,0,0,0,0,0
鈴木 大地,2021,楽天,143,0.277,153,10,53,3,0.343,0.377,0.72,628
炭谷 銀仁朗,2021,楽天,51,0.219,23,3,8,0,0.272,0.333,0.605,124
宋 家豪,2021,楽天,63,0,0,0,0,0,0,0,0,0
高田 孝一,2021,楽天,3,0,0,0,0,0,0,0,0,0
髙田 萌生,2021,楽天,4,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2021,楽天,20,0,0,0,0,0,0,0,0,5
辰己 涼介,2021,楽天,130,0.225,84,10,32,6,0.326,0.345,0.671,443
田中 和基,2021,楽天,61,0.136,8,0,3,0,0.239,0.136,0.375,67
田中 貴也,2021,楽天,31,0.263,10,2,3,0,0.317,0.474,0.791,43
田中 将大,2021,楽天,23,0.5,1,0,0,0,0.5,0.5,1,2
津留﨑 大成,2021,楽天,11,0,0,0,0,0,0,0,0,0
ディクソン,2021,楽天,38,0.167,18,4,15,2,0.268,0.324,0.592,123
西口 直人,2021,楽天,33,0,0,0,0,0,0,0,0,0
則本 昂大,2021,楽天,23,0,0,0,0,0,0,0,0,4
早川 隆久,2021,楽天,24,0,0,0,0,0,0,0,0,3
ブセニッツ,2021,楽天,31,0,0,0,0,0,0,0,0,0
福井 優也,2021,楽天,19,0,0,0,0,0,0,0,0,0
福山 博之,2021,楽天,24,0,0,0,0,0,0,0,0,0
牧田 和久,2021,楽天,17,0,0,0,0,0,0,0,0,0
松井 裕樹,2021,楽天,43,0,0,0,0,0,0,0,0,0
武藤 敦貴,2021,楽天,44,0.105,2,0,0,4,0.105,0.211,0.316,19
村林 一輝,2021,楽天,79,0.15,6,1,4,4,0.19,0.25,0.44,47
茂木 栄五郎,2021,楽天,120,0.259,106,14,53,6,0.343,0.427,0.77,466
森原 康平,2021,楽天,34,0,0,0,0,0,0,0,0,0
山﨑 剛,2021,楽天,56,0.256,43,4,24,4,0.326,0.399,0.725,194
弓削 隼人,2021,楽天,5,0,0,0,0,0,0,0,0,0
横尾 俊建,2021,楽天,30,0.18,11,0,3,0,0.254,0.213,0.467,68
涌井 秀章,2021,楽天,21,0,0,0,0,0,0,0,0,3
和田 恋,2021,楽天,7,0.25,2,0,0,0,0.333,0.25,0.583,9
渡邊 佑樹,2021,楽天,9,0,0,0,0,0,0,0,0,0
渡邊 佳明,2021,楽天,45,0.273,27,1,7,0,0.351,0.323,0.674,113
愛斗,2021,西武,97,0.219,64,8,39,1,0.265,0.377,0.642,316
伊藤 翔,2021,西武,13,0,0,0,0,0,0,0,0,0
井上 広輝,2021,西武,4,0,0,0,0,0,0,0,0,0
今井 達也,2021,西武,25,0,0,0,0,0,0,0,0,2
呉 念庭,2021,西武,130,0.238,101,10,48,3,0.31,0.348,0.658,478
上間 永遠,2021,西武,5,0,0,0,0,0,0,0,0,1
内海 哲也,2021,西武,2,0,0,0,0,0,0,0,0,0
大曲 錬,2021,西武,4,0,0,0,0,0,0,0,0,0
岡田 雅利,2021,西武,34,0.119,5,1,2,0,0.229,0.214,0.443,55
小川 龍也,2021,西武,5,0,0,0,0,0,0,0,0,0
金子 侑司,2021,西武,101,0.192,38,0,9,9,0.243,0.237,0.48,220
川越 誠司,2021,西武,63,0.225,36,5,11,1,0.283,0.35,0.633,174
ギャレット,2021,西武,61,0,0,0,0,0,0,0,0,0
岸 潤一郎,2021,西武,100,0.22,67,9,30,2,0.263,0.345,0.608,338
木村 文紀,2021,西武,20,0.18,9,0,3,0,0.222,0.22,0.442,56
熊代 聖人,2021,西武,60,0.286,2,0,0,1,0.375,0.286,0.661,9
公文 克彦,2021,西武,14,0,0,0,0,0,0,0,0,0
栗山 巧,2021,西武,117,0.251,97,4,43,1,0.334,0.32,0.654,446
源田 壮亮,2021,西武,119,0.272,126,2,29,24,0.319,0.347,0.666,516
齊藤 誠人,2021,西武,1,0,0,0,0,0,0,0,0,0
佐々木 健,2021,西武,5,0,0,0,0,0,1,0,1,1
佐藤 龍世,2021,西武,11,0.167,2,0,0,0,0.167,0.167,0.334,12
佐野 泰雄,2021,西武,23,0,0,0,0,0,0,0,0,0
スパンジェンバーグ,2021,西武,61,0.232,42,7,27,3,0.34,0.42,0.76,212
鈴木 将平,2021,西武,27,0.158,6,0,0,0,0.2,0.184,0.384,42
ダーモディ,2021,西武,11,0,0,0,0,0,0.25,0,0.25,5
平良 海馬,2021,西武,62,0,0,0,0,0,0,0,0,0
高木 渉,2021,西武,6,0.067,1,0,1,0,0.176,0.133,0.309,17
髙橋 光成,2021,西武,27,0,0,0,0,0,0,0,0,1
武隈 祥太,2021,西武,46,0,0,0,0,0,0,0,0,0
田村 伊知郎,2021,西武,22,0,0,0,0,0,0,0,0,0
柘植 世那,2021,西武,35,0.215,14,1,8,0,0.243,0.292,0.535,72
綱島 龍生,2021,西武,7,0,0,0,0,0,0,0,0,3
十亀 剣,2021,西武,40,0,0,0,0,0,0,0,0,0
戸川 大輔,2021,西武,8,0.059,1,0,1,0,0.056,0.059,0.115,18
外崎 修汰,2021,西武,73,0.22,56,5,19,9,0.316,0.335,0.651,300
中村 剛也,2021,西武,123,0.284,122,18,74,0,0.343,0.44,0.783,475
ニール,2021,西武,11,0,0,0,0,0,0,0,0,0
西川 愛也,2021,西武,12,0,0,0,2,0,0.154,0,0.154,27
浜屋 将太,2021,西武,8,0,0,0,0,0,0,0,0,0
平井 克典,2021,西武,25,0,0,0,0,0,0,0,0,0
平沼 翔太,2021,西武,9,0.154,2,0,0,0,0.154,0.231,0.385,13
ブランドン,2021,西武,32,0.247,20,3,8,0,0.253,0.444,0.697,84
本田 圭佑,2021,西武,6,0,0,0,0,0,0,0,0,0
増田 達至,2021,西武,33,0,0,0,0,0,0,0,0,0
松岡 洸希,2021,西武,5,0,0,0,0,0,0,0,0,0
松坂 大輔,2021,西武,1,0,0,0,0,0,0,0,0,0
松本 航,2021,西武,28,0,0,0,0,0,0,0,0,3
水上 由伸,2021,西武,29,0,0,0,0,0,0,0,0,0
宮川 哲,2021,西武,29,0,0,0,0,0,0,0,0,0
メヒア,2021,西武,16,0.143,3,1,3,0,0.182,0.381,0.563,22
森 友哉,2021,西武,125,0.309,133,11,41,5,0.42,0.469,0.889,520
森脇 亮介,2021,西武,45,0,0,0,0,0,0,0,0,1
山川 穂高,2021,西武,110,0.232,83,24,66,0,0.321,0.469,0.79,414
山田 遥楓,2021,西武,98,0.197,29,0,18,1,0.258,0.252,0.51,173
山野辺 翔,2021,西武,25,0.194,7,0,2,4,0.211,0.278,0.489,39
與座 海人,2021,西武,15,0,0,0,0,0,0.5,0,0.5,2
吉川 光夫,2021,西武,5,0,0,0,0,0,0,0,0,0
若林 楽人,2021,西武,44,0.278,40,2,10,20,0.34,0.389,0.729,161
渡部 健人,2021,西武,6,0.063,1,1,2,0,0.118,0.25,0.368,17
渡邉 勇太朗,2021,西武,17,0,0,0,0,0,0,0,0,0
東妻 勇輔,2021,ロッテ,37,0,0,0,0,0,0,0,0,0
石川 歩,2021,ロッテ,12,0,0,0,0,0,0,0,0,0
井上 晴哉,2021,ロッテ,23,0.196,10,1,6,0,0.226,0.275,0.501,53
岩下 大輝,2021,ロッテ,23,0,0,0,0,0,0,0,0,3
エチェバリア,2021,ロッテ,79,0.203,42,4,24,0,0.222,0.314,0.536,216
江村 直也,2021,ロッテ,19,0.167,1,0,0,1,0.375,0.167,0.542,10
大嶺 祐太,2021,ロッテ,8,0,0,0,0,0,0,0,0,0
岡 大海,2021,ロッテ,110,0.242,39,6,18,11,0.322,0.391,0.713,185
小川 龍成,2021,ロッテ,20,0,0,0,0,2,0,0,0,6
荻野 貴司,2021,ロッテ,143,0.296,169,10,45,24,0.367,0.425,0.792,643
小島 和哉,2021,ロッテ,24,0,0,0,0,0,0,0,0,2
小野 郁,2021,ロッテ,49,0,0,0,0,0,0,0,0,0
柿沼 友哉,2021,ロッテ,43,0.143,7,1,4,0,0.236,0.224,0.46,65
角中 勝也,2021,ロッテ,107,0.244,67,0,29,1,0.343,0.32,0.663,326
加藤 翔平,2021,ロッテ,20,0.22,9,1,2,0,0.238,0.39,0.628,44
加藤 匠馬,2021,ロッテ,57,0.095,10,2,4,0,0.128,0.171,0.299,123
唐川 侑己,2021,ロッテ,38,0,0,0,0,0,0,0,0,0
河村 説人,2021,ロッテ,20,0,0,0,0,0,0,0,0,0
国吉 佑樹,2021,ロッテ,25,0,0,0,0,0,0,0,0,0
小窪 哲也,2021,ロッテ,7,0.056,1,1,2,0,0.053,0.222,0.275,19
佐々木 千隼,2021,ロッテ,54,0,0,0,0,0,0,0,0,0
佐々木 朗希,2021,ロッテ,11,0,0,0,0,0,0,0,0,2
佐藤 都志也,2021,ロッテ,62,0.205,27,6,18,3,0.284,0.386,0.67,155
菅野 剛士,2021,ロッテ,33,0.194,13,2,5,1,0.26,0.343,0.603,75
鈴木 昭汰,2021,ロッテ,23,0,0,0,0,0,0,0,0,1
髙濱 卓也,2021,ロッテ,17,0.125,1,0,2,0,0.222,0.125,0.347,9
髙部 瑛斗,2021,ロッテ,33,0.145,8,1,6,4,0.242,0.218,0.46,69
田中 靖洋,2021,ロッテ,38,0,0,0,0,0,0,0,0,0
田村 龍弘,2021,ロッテ,70,0.235,32,0,14,1,0.316,0.301,0.617,165
土居 豪人,2021,ロッテ,14,0,0,0,0,0,0,0,0,0
東條 大樹,2021,ロッテ,5,0,0,0,0,0,0,0,0,0
土肥 星也,2021,ロッテ,1,0,0,0,0,0,0,0,0,0
鳥谷 敬,2021,ロッテ,32,0.17,9,0,2,0,0.279,0.226,0.505,61
中村 奨吾,2021,ロッテ,143,0.283,143,9,67,12,0.382,0.415,0.797,615
中村 稔弥,2021,ロッテ,14,0,0,0,0,0,0,0,0,0
成田 翔,2021,ロッテ,3,0,0,0,0,0,0,0,0,0
ハーマン,2021,ロッテ,45,0,0,0,0,0,0,0,0,0
フローレス,2021,ロッテ,10,0,0,0,0,0,0,0,0,0
福田 秀平,2021,ロッテ,4,0.083,1,0,2,1,0.154,0.167,0.321,13
藤岡 裕大,2021,ロッテ,137,0.255,110,3,37,10,0.32,0.338,0.658,493
藤原 恭大,2021,ロッテ,78,0.217,47,5,22,7,0.301,0.35,0.651,254
二木 康太,2021,ロッテ,22,0,0,0,0,0,0,0,0,2
マーティン,2021,ロッテ,116,0.233,97,27,75,4,0.355,0.5,0.855,499
益田 直也,2021,ロッテ,67,0,0,0,0,0,0,0,0,0
三木 亮,2021,ロッテ,84,0.111,1,0,2,1,0.2,0.222,0.422,11
南 昌輝,2021,ロッテ,1,0,0,0,0,0,0,0,0,0
美馬 学,2021,ロッテ,21,0,0,0,0,0,0,0,0,
宗接 唯人,2021,ロッテ,3,0,0,0,0,0,0,0,0,
本前 郁也,2021,ロッテ,8,0,0,0,0,0,0,0,0,
安田 尚憲,2021,ロッテ,115,0.242,85,8,55,0,0.323,0.362,0.685,
山口 航輝,2021,ロッテ,78,0.207,42,9,20,0,0.294,0.365,0.659,
横山 陸人,2021,ロッテ,10,0,0,0,0,0,0,0,0,
吉田 裕太,2021,ロッテ,7,0.111,1,1,1,0,0.2,0.444,0.644,
レアード,2021,ロッテ,136,0.262,127,29,95,0,0.33,0.478,0.808,
ロメロ,2021,ロッテ,4,0,0,0,0,0,0,0,0,
和田 康士朗,2021,ロッテ,96,0.263,5,0,1,24,0.417,0.316,0.733,
