所属正式名,選手名,主ポジション,登板,先発,完投,完封勝,無四球,勝利,敗北,セーブ,ホールド,HP,投球回,防御率,WHIP,勝率,打者,安打,被打率,失点,自責点,被本塁打,奪三振,与四球,故意四,与死球,暴投,ボーク
読売ジャイアンツ,バルドナード,投手,98,0,0,0,0,5,4,9,39,44,86.2,2.39,1.281,0.556,365,63,0.1726027397,25,23,3,97,48,1,0,3,0
読売ジャイアンツ,ルシアーノ,投手,11,0,0,0,0,0,1,0,6,6,11,3.27,1.182,0,44,7,0.1590909091,4,4,2,8,6,0,0,0,0
読売ジャイアンツ,マルティネス,投手,372,4,0,0,0,17,21,222,45,61,377.2,1.64,0.871,0.447,1453,246,0.1693048864,73,69,16,429,83,10,11,5,2
読売ジャイアンツ,ハワード,投手,11,11,0,0,0,5,2,0,0,0,58,2.48,1.19,0.714,239,51,0.2133891213,18,16,1,50,18,1,2,0,1
読売ジャイアンツ,井上 温大,投手,56,43,0,0,0,13,15,0,2,3,244.1,3.9,1.256,0.464,1032,251,0.2432170543,114,106,26,237,56,2,6,3,0
読売ジャイアンツ,横川 凱,投手,62,31,0,0,0,9,11,0,1,5,195.2,3.13,1.221,0.45,802,185,0.2306733167,72,68,18,107,54,1,7,2,1
読売ジャイアンツ,宮原 駿介,投手,15,0,0,0,0,0,0,0,2,2,15.2,3.45,1.149,0,63,13,0.2063492063,6,6,2,14,5,1,0,0,0
読売ジャイアンツ,京本 眞,投手,4,0,0,0,0,0,0,0,0,0,5,3.6,1.2,0,20,4,0.2,2,2,0,3,2,1,1,0,0
読売ジャイアンツ,戸郷 翔征,投手,143,140,12,6,3,63,44,0,0,3,900.2,2.92,1.161,0.589,3697,763,0.2063835542,308,292,77,793,283,7,33,14,0
読売ジャイアンツ,高梨 雄平,投手,449,0,0,0,0,15,13,4,163,178,339,2.52,1.218,0.536,1452,249,0.1714876033,118,95,16,364,164,21,34,5,3
読売ジャイアンツ,山田 龍聖,投手,2,0,0,0,0,0,0,0,0,0,4,4.5,1,0,15,3,0.2,2,2,1,1,1,0,1,0,0
読売ジャイアンツ,松浦 慶斗,投手,6,0,0,0,0,0,1,0,1,1,5,5.4,2.6,0,28,6,0.2142857143,5,3,0,5,7,0,0,0,0
読売ジャイアンツ,森田 駿哉,投手,9,7,0,0,0,3,4,0,0,0,37.2,3.58,1.301,0.429,162,35,0.2160493827,19,15,4,25,14,2,1,1,0
読売ジャイアンツ,西舘 勇陽,投手,43,8,0,0,0,3,6,1,21,22,84,4.07,1.25,0.333,354,80,0.2259887006,40,38,8,70,25,1,2,1,0
読売ジャイアンツ,石川 達也,投手,87,6,0,0,0,5,4,0,8,12,110.1,2.37,1.187,0.556,457,92,0.2013129103,33,29,6,91,39,3,5,4,0
読売ジャイアンツ,赤星 優志,投手,86,56,1,1,1,17,26,0,6,6,343,3.23,1.169,0.395,1407,327,0.2324093817,147,123,33,247,74,5,15,1,0
読売ジャイアンツ,泉 圭輔,投手,2,0,0,0,0,0,0,0,0,0,2,0,1.5,0,8,2,0.25,0,0,0,1,1,0,0,0,0
読売ジャイアンツ,船迫 大雅,投手,157,0,0,0,0,9,5,0,53,62,126,2.71,0.992,0.643,500,88,0.176,40,38,16,107,37,10,10,2,0
読売ジャイアンツ,増田 大輝,内野手,1,0,0,0,0,0,0,0,0,0,0.2,0,1.5,0,3,0,0,0,0,0,0,1,0,0,0,0
読売ジャイアンツ,則本 昂大,投手,373,259,32,12,7,120,99,48,14,22,1838,3.12,1.177,0.548,7613,1685,0.2213319322,724,637,143,1804,479,10,49,50,2
読売ジャイアンツ,代木 大和,投手,13,0,0,0,0,0,0,0,0,0,16.2,5.4,1.74,0,76,23,0.3026315789,10,10,2,15,6,0,2,0,0
読売ジャイアンツ,大勢,投手,189,0,0,0,0,13,9,81,60,73,183.2,2.16,1.007,0.591,742,139,0.1873315364,48,44,15,208,46,6,8,6,0
読売ジャイアンツ,中川 皓太,投手,334,1,0,0,0,14,17,38,120,134,328,2.94,1.198,0.452,1369,318,0.2322863404,117,107,27,303,75,9,15,2,1
読売ジャイアンツ,田中 瑛斗,投手,72,6,0,0,0,2,7,0,36,37,83.2,3.66,1.458,0.222,367,83,0.2261580381,36,34,9,53,39,9,10,2,2
読売ジャイアンツ,田中 将大,投手,264,261,55,19,12,125,73,3,0,0,1858.2,2.72,1.146,0.631,7599,1725,0.2270035531,612,562,120,1628,405,11,46,56,2
読売ジャイアンツ,田和 廉,投手,14,0,0,0,0,0,0,0,1,1,11.1,0,1.147,0,47,9,0.1914893617,0,0,0,6,4,0,1,0,0
読売ジャイアンツ,板東 湧梧,投手,114,19,2,1,0,10,11,1,22,26,216.1,2.91,1.188,0.476,898,172,0.1915367483,76,70,21,176,85,3,7,2,0
読売ジャイアンツ,平内 龍太,投手,110,1,0,0,0,6,9,0,17,23,117.2,4.28,1.334,0.4,500,128,0.256,61,56,14,83,29,1,4,4,0
読売ジャイアンツ,北浦 竜次,投手,11,0,0,0,0,0,0,0,2,2,9.2,10.24,1.552,0,43,13,0.3023255814,11,11,3,5,2,0,0,0,0
読売ジャイアンツ,堀田 賢慎,投手,38,18,0,0,0,5,7,0,0,1,115,4.23,1.313,0.417,477,107,0.2243186583,54,54,12,75,44,1,4,0,0
読売ジャイアンツ,又木 鉄平,投手,8,5,0,0,0,0,2,0,0,0,23.2,5.32,1.648,0,109,27,0.247706422,14,14,3,15,12,1,1,1,0
阪神タイガース,モレッタ,投手,14,0,0,0,0,2,1,0,5,7,12,6.75,1.333,0.667,52,10,0.1923076923,9,9,3,16,6,0,0,1,0
阪神タイガース,ドリス,投手,13,0,0,0,0,0,1,4,5,5,13,1.38,0.923,0,51,8,0.1568627451,2,2,0,17,4,0,0,1,0
阪神タイガース,伊原 陵人,投手,28,17,0,0,0,5,7,0,1,1,110,2.29,1.091,0.417,448,95,0.2120535714,36,28,4,81,25,2,2,1,1
阪神タイガース,伊藤 将司,投手,96,89,12,5,5,37,25,0,1,1,585.2,2.84,1.077,0.597,2339,526,0.2248824284,204,185,46,344,105,11,11,7,0
阪神タイガース,茨木 秀俊,投手,2,0,0,0,0,0,0,0,0,0,2.2,0,0.75,0,11,1,0.09090909091,0,0,0,1,1,0,0,0,0
阪神タイガース,岡留 英貴,投手,53,0,0,0,0,3,0,1,9,12,54.1,2.48,1.16,1,226,48,0.2123893805,19,15,2,32,15,2,2,0,0
阪神タイガース,岩崎 優,投手,565,45,0,0,0,36,46,126,157,182,754.2,2.74,1.174,0.439,3143,661,0.2103086223,275,230,54,694,225,15,29,17,0
阪神タイガース,岩貞 祐太,投手,303,93,3,2,0,43,44,0,59,74,705,3.55,1.252,0.494,2978,641,0.215245131,310,278,65,624,242,8,18,19,0
阪神タイガース,及川 雅貴,投手,148,6,1,0,0,12,10,1,63,74,167.2,2.2,1.097,0.545,678,119,0.1755162242,48,41,11,167,65,11,6,8,1
阪神タイガース,桐敷 拓馬,投手,14,0,0,0,0,0,1,1,7,7,12.1,5.84,1.297,0,54,14,0.2592592593,8,8,2,5,2,0,1,0,0
阪神タイガース,工藤 泰成,投手,18,0,0,0,0,0,2,0,1,1,16.1,3.31,1.531,0,72,12,0.1666666667,7,6,0,16,13,0,1,2,0
阪神タイガース,才木 浩人,投手,104,92,9,7,3,45,26,0,3,4,590.1,2.18,1.133,0.634,2417,494,0.204385602,157,143,34,511,175,7,8,13,0
阪神タイガース,小川 一平,投手,46,4,0,0,0,1,2,0,2,3,67,4.03,1.313,0.333,284,59,0.2077464789,34,30,6,59,29,4,3,6,0
阪神タイガース,西 純矢,外野手,37,26,2,0,2,12,7,0,0,0,164.1,3.23,1.29,0.632,687,155,0.2256186317,62,59,16,107,57,1,4,2,0
阪神タイガース,西 勇輝,投手,343,316,29,13,9,124,109,1,1,2,2069,3.1,1.161,0.532,8537,1917,0.2245519503,780,713,142,1484,486,21,105,22,2
阪神タイガース,石井 大智,投手,189,0,0,0,0,6,4,10,85,91,183,1.43,1.016,0.6,722,142,0.1966759003,37,29,7,169,44,10,4,10,0
阪神タイガース,石黒 佑弥,投手,6,0,0,0,0,0,0,0,0,0,10,4.5,1.2,0,43,9,0.2093023256,5,5,1,15,3,0,1,0,0
阪神タイガース,早川 太貴,投手,3,2,0,0,0,2,0,0,0,0,11.1,0,0.882,1,42,8,0.1904761905,0,0,0,5,2,0,1,0,1
阪神タイガース,村上 頌樹,投手,82,79,7,4,4,32,25,0,1,1,523.2,2.32,0.953,0.561,2055,410,0.199513382,153,135,31,445,89,7,11,9,1
阪神タイガース,大竹 耕太郎,投手,96,92,3,2,1,42,22,0,1,1,555.2,3.09,1.119,0.656,2244,529,0.2357397504,199,191,44,343,93,3,18,4,1
阪神タイガース,津田 淳哉,投手,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0
阪神タイガース,椎葉 剛,投手,4,0,0,0,0,0,0,0,0,0,5,0,1.2,0,22,3,0.1363636364,0,0,0,3,3,0,0,0,0
阪神タイガース,湯浅 京己,投手,117,0,0,0,0,6,9,8,68,74,111,2.43,1.135,0.4,453,89,0.1964679912,32,30,5,111,37,2,2,5,0
阪神タイガース,畠 世周,投手,133,36,1,1,0,19,12,2,23,30,306,3.12,1.141,0.613,1247,252,0.202085004,117,106,34,271,97,4,11,6,1
阪神タイガース,富田 蓮,投手,51,6,0,0,0,2,3,0,4,5,75,2.28,1.053,0.4,303,66,0.2178217822,26,19,3,42,13,1,2,3,1
阪神タイガース,木下 里都,投手,11,0,0,0,0,0,0,0,1,1,13.2,3.29,1.463,0,59,18,0.3050847458,7,5,0,12,2,1,0,1,0
阪神タイガース,門別 啓人,投手,19,11,0,0,0,2,5,0,0,0,64.2,4.31,1.593,0.286,289,83,0.2871972318,33,31,6,41,20,1,3,2,0
阪神タイガース,髙橋 遥人,投手,57,56,3,2,2,21,20,0,1,1,342.1,2.79,1.139,0.512,1399,304,0.2172980701,130,106,21,358,86,4,2,7,0
横浜DeNAベイスターズ,マルセリーノ,投手,2,0,0,0,0,0,0,0,0,0,1.1,13.5,3,0,9,1,0.1111111111,2,2,0,3,3,0,1,0,0
横浜DeNAベイスターズ,デュプランティエ,投手,17,17,2,2,0,6,5,0,0,0,99.2,1.54,0.863,0.545,389,61,0.1568123393,23,17,1,119,25,1,6,3,0
横浜DeNAベイスターズ,伊勢 大夢,投手,293,1,0,0,0,12,19,16,132,144,274,2.59,1.153,0.387,1111,238,0.2142214221,85,79,17,275,78,11,11,5,0
横浜DeNAベイスターズ,岩田 将貴,投手,3,0,0,0,0,0,0,0,0,0,1,18,3,0,7,2,0.2857142857,2,2,0,0,1,0,1,0,0
横浜DeNAベイスターズ,吉野 光樹,投手,9,9,0,0,0,3,2,0,0,0,39,4.38,1.487,0.6,172,42,0.2441860465,20,19,7,37,16,0,1,1,0
横浜DeNAベイスターズ,宮城 滝太,投手,62,0,0,0,0,4,1,0,17,21,70,2.83,1.229,0.8,292,57,0.1952054795,25,22,3,64,29,2,1,2,0
横浜DeNAベイスターズ,橋本 達弥,投手,7,0,0,0,0,1,0,0,0,1,7.2,3.52,1.957,1,37,6,0.1621621622,3,3,0,9,9,1,0,0,0
横浜DeNAベイスターズ,佐々木 千隼,投手,154,20,1,0,0,18,14,2,37,49,265.2,3.32,1.317,0.563,1125,235,0.2088888889,108,98,22,179,115,6,9,5,1
横浜DeNAベイスターズ,坂本 裕哉,投手,151,37,0,0,0,13,16,0,19,24,283.2,4.63,1.438,0.448,1238,310,0.2504038772,158,146,35,196,98,9,13,11,0
横浜DeNAベイスターズ,山﨑 康晃,投手,563,1,0,0,0,22,39,232,94,116,541.1,2.86,1.134,0.361,2215,467,0.2108352144,195,172,48,535,147,11,10,12,2
横浜DeNAベイスターズ,篠木 健太郎,投手,3,0,0,0,0,0,1,0,1,1,5.1,10.13,1.875,0,27,6,0.2222222222,6,6,1,3,4,0,1,0,0
横浜DeNAベイスターズ,若松 尚輝,投手,7,0,0,0,0,0,0,0,0,0,8,7.88,1.875,0,36,14,0.3888888889,7,7,1,3,1,0,0,0,0
横浜DeNAベイスターズ,小園 健太,投手,2,2,0,0,0,1,1,0,0,0,7.2,9.39,2.217,0.5,39,10,0.2564102564,8,8,1,7,7,0,0,0,0
横浜DeNAベイスターズ,松本 隆之介,投手,1,1,0,0,0,0,0,0,0,0,5,3.6,1.8,0,22,6,0.2727272727,2,2,0,4,3,0,0,0,0
横浜DeNAベイスターズ,松本 凌人,投手,14,0,0,0,0,0,0,0,1,1,14.1,6.28,1.744,0,69,15,0.2173913043,10,10,0,4,10,1,2,1,1
横浜DeNAベイスターズ,森原 康平,投手,317,0,0,0,0,12,19,50,81,93,308,3.19,1.143,0.387,1274,276,0.2166405024,115,109,22,278,76,11,6,2,1
横浜DeNAベイスターズ,石田 健大,投手,247,121,0,0,0,39,46,0,37,42,809.1,3.48,1.218,0.459,3356,740,0.2205005959,341,313,92,737,246,19,16,28,1
横浜DeNAベイスターズ,石田 裕太郎,投手,39,31,2,2,1,9,11,0,1,1,186.1,3.48,1.197,0.45,769,184,0.2392717815,81,72,14,165,39,4,1,4,0
横浜DeNAベイスターズ,竹田 祐,投手,10,10,0,0,0,5,3,0,0,0,55.2,3.23,1.06,0.625,221,43,0.1945701357,26,20,7,38,16,1,1,0,0
横浜DeNAベイスターズ,中川 虎大,投手,103,8,0,0,0,4,8,1,19,23,127.1,3.89,1.327,0.333,541,119,0.2199630314,58,55,15,123,50,4,2,4,0
横浜DeNAベイスターズ,中川 颯,投手,62,6,0,0,0,3,1,1,7,8,88.2,3.65,1.455,0.75,395,106,0.2683544304,39,36,5,56,23,2,8,0,0
横浜DeNAベイスターズ,島田 舜也,投手,1,1,0,0,0,0,0,0,0,0,5,3.6,1,0,20,3,0.15,2,2,0,1,2,0,0,1,0
横浜DeNAベイスターズ,東 克樹,投手,120,117,9,5,6,60,30,0,0,0,778.1,2.43,1.074,0.667,3135,702,0.223923445,232,210,63,643,134,7,17,4,0
横浜DeNAベイスターズ,藤浪 晋太郎,投手,195,158,12,6,1,58,54,0,11,13,1016.1,3.43,1.352,0.518,4411,906,0.2053956019,465,387,62,1030,468,2,57,59,2
横浜DeNAベイスターズ,入江 大生,投手,143,4,0,0,0,9,9,22,23,32,157,3.55,1.268,0.5,668,133,0.1991017964,70,62,14,160,66,3,5,4,1
横浜DeNAベイスターズ,馬場 皐輔,投手,115,3,0,0,0,7,4,0,22,29,126.2,3.48,1.413,0.636,552,126,0.2282608696,60,49,14,112,53,4,2,7,1
横浜DeNAベイスターズ,浜地 真澄,投手,129,1,0,0,0,6,5,0,27,33,134.1,3.55,1.169,0.545,555,133,0.2396396396,59,53,17,108,24,5,0,3,0
横浜DeNAベイスターズ,武田 陸玖,投手,1,0,0,0,0,1,0,0,0,1,1,9,2,1,4,2,0.5,1,1,0,0,0,0,0,0,0
横浜DeNAベイスターズ,平良 拳太郎,投手,5,4,0,0,0,2,1,0,0,0,21,3.86,1.19,0.667,88,18,0.2045454545,9,9,3,23,7,0,2,0,0
横浜DeNAベイスターズ,堀岡 隼人,投手,37,0,0,0,0,0,0,0,2,2,39.1,5.49,1.831,0,185,49,0.2648648649,27,24,6,42,23,2,0,1,0
広島東洋カープ,ハーン,投手,90,0,0,0,0,1,3,10,38,39,86,2.51,1.116,0.25,351,72,0.2051282051,25,24,4,80,24,3,3,4,0
広島東洋カープ,アドゥワ 誠,投手,110,36,2,1,1,16,14,0,6,13,301,3.77,1.346,0.533,1304,306,0.2346625767,144,126,30,167,99,3,13,4,0
広島東洋カープ,ケムナ 誠,投手,154,0,0,0,0,9,3,0,38,47,162.1,3.77,1.386,0.75,702,150,0.2136752137,76,68,9,151,75,3,6,8,0
広島東洋カープ,益田 武尚,投手,22,0,0,0,0,1,0,0,3,4,24.1,4.81,1.562,1,111,26,0.2342342342,13,13,4,26,12,0,3,1,0
広島東洋カープ,遠藤 淳志,投手,93,48,3,1,1,12,21,1,6,7,320.2,3.9,1.322,0.364,1381,299,0.2165097755,157,139,42,261,125,6,11,5,2
広島東洋カープ,岡本 駿,投手,41,0,0,0,0,1,1,0,1,2,40.2,2.88,1.23,0.5,169,44,0.2603550296,13,13,1,37,6,1,1,1,1
広島東洋カープ,河野 佳,投手,21,1,0,0,0,0,1,1,0,0,29,5.28,1.655,0,132,39,0.2954545455,17,17,7,28,9,0,2,2,0
広島東洋カープ,菊地 ハルン,投手,4,0,0,0,0,0,0,0,0,0,4,2.25,0.75,0,15,2,0.1333333333,1,1,0,1,1,0,0,0,0
広島東洋カープ,玉村 昇悟,投手,67,63,2,0,1,19,23,0,0,0,354.1,3.81,1.27,0.452,1498,362,0.2416555407,166,150,30,261,88,3,9,1,0
広島東洋カープ,栗林 良吏,投手,271,0,0,0,0,4,17,134,56,60,260.1,1.9,0.964,0.19,1020,155,0.1519607843,59,55,11,310,96,10,7,7,1
広島東洋カープ,黒原 拓未,投手,70,5,0,0,0,4,4,0,4,8,82,3.95,1.293,0.5,357,72,0.2016806723,37,36,3,91,34,0,4,2,1
広島東洋カープ,佐藤 柳之介,投手,6,5,0,0,0,1,2,0,0,0,25,3.6,1.4,0.333,108,22,0.2037037037,11,10,1,17,13,0,0,1,0
広島東洋カープ,床田 寛樹,投手,158,155,11,7,3,58,55,0,1,1,969,2.99,1.224,0.513,4019,935,0.2326449366,361,322,83,638,251,13,22,14,1
広島東洋カープ,松本 竜也,投手,79,0,0,0,0,4,6,1,12,16,82.1,3.61,1.36,0.4,357,84,0.2352941176,37,33,9,74,28,4,3,0,0
広島東洋カープ,常廣 羽也斗,投手,13,7,0,0,0,3,4,0,0,0,41,5.71,1.659,0.429,197,55,0.2791878173,31,26,2,31,13,0,5,2,0
広島東洋カープ,森 翔平,投手,48,40,2,1,0,13,13,0,1,1,229.1,3.53,1.256,0.5,974,234,0.2402464066,98,90,23,166,54,2,7,4,1
広島東洋カープ,森浦 大輔,投手,231,0,0,0,0,10,12,12,83,93,208.1,2.81,1.306,0.455,891,181,0.2031425365,66,65,12,200,91,15,12,11,1
広島東洋カープ,森下 暢仁,投手,134,134,14,6,3,53,48,0,0,0,900.1,2.72,1.194,0.525,3699,845,0.228440119,300,272,57,673,230,10,29,17,1
広島東洋カープ,斉藤 優汰,投手,2,1,0,0,0,0,1,0,0,0,5.2,7.94,1.588,0,26,7,0.2692307692,5,5,1,7,2,0,0,2,0
広島東洋カープ,赤木 晴哉,投手,4,0,0,0,0,0,0,0,0,0,4.1,10.38,2.538,0,24,10,0.4166666667,5,5,0,2,1,0,0,0,0
広島東洋カープ,大瀬良 大地,投手,299,240,21,7,7,94,79,2,24,29,1547.2,3.38,1.208,0.543,6458,1481,0.2293279653,656,582,150,1167,388,21,31,34,0
広島東洋カープ,滝田 一希,投手,8,0,0,0,0,1,0,0,0,1,12.1,2.19,1.135,1,50,5,0.1,3,3,0,12,9,0,0,0,0
広島東洋カープ,中﨑 翔太,投手,512,12,0,0,0,27,36,119,99,125,559.1,3.12,1.284,0.429,2377,520,0.2187631468,220,194,42,416,198,17,20,4,0
広島東洋カープ,長谷部 銀次,投手,10,0,0,0,0,0,0,0,1,1,12.1,6.57,1.541,0,55,10,0.1818181818,9,9,0,11,9,0,1,0,0
広島東洋カープ,辻 大雅,投手,16,0,0,0,0,0,0,0,0,0,16,1.13,0.938,0,62,12,0.1935483871,2,2,2,21,3,0,0,0,0
広島東洋カープ,島内 颯太郎,投手,316,0,0,0,0,19,16,3,118,137,305.2,2.91,1.22,0.543,1286,236,0.1835147745,119,99,14,326,137,7,7,16,1
広島東洋カープ,鈴木 健矢,投手,107,19,0,0,0,11,8,0,5,9,190,3.03,1.216,0.579,798,168,0.2105263158,71,64,10,95,63,5,14,1,1
広島東洋カープ,塹江 敦哉,投手,241,2,0,0,0,13,13,1,68,81,212.1,4.03,1.54,0.5,961,215,0.2237252862,109,95,21,193,112,10,13,14,0
広島東洋カープ,髙 太一,投手,9,8,1,0,0,3,2,0,1,1,47.1,2.47,1.035,0.6,187,35,0.1871657754,13,13,3,34,14,0,1,0,0
中日ドラゴンズ,アブレウ,投手,52,0,0,0,0,2,5,28,11,13,49,2.39,1.184,0.286,202,38,0.1881188119,17,13,1,33,20,3,3,0,0
中日ドラゴンズ,メヒア,投手,48,27,0,0,0,8,11,0,12,12,165.2,3.75,1.177,0.421,682,139,0.2038123167,70,69,16,99,56,3,6,2,0
中日ドラゴンズ,マラー,投手,20,20,0,0,0,4,11,0,0,0,113.1,3.65,1.253,0.267,481,111,0.2307692308,51,46,9,96,31,1,3,5,0
中日ドラゴンズ,伊藤 茉央,投手,43,0,0,0,0,2,0,0,4,6,39,3.23,1.462,1,173,34,0.1965317919,18,14,1,20,23,0,5,2,0
中日ドラゴンズ,吉田 聖弥,投手,5,0,0,0,0,0,1,0,0,0,9,5,1.667,0,40,10,0.25,6,5,1,3,5,0,0,0,0
中日ドラゴンズ,橋本 侑樹,投手,151,1,0,0,0,6,4,0,20,26,162.1,3.38,1.368,0.6,699,154,0.2203147353,72,61,8,153,68,3,11,4,0
中日ドラゴンズ,近藤 廉,投手,22,0,0,0,0,0,0,0,1,1,22.2,6.35,1.941,0,112,21,0.1875,20,16,1,23,23,0,1,2,0
中日ドラゴンズ,金丸 夢斗,投手,15,15,0,0,0,2,6,0,0,0,96.2,2.61,1.086,0.25,395,86,0.217721519,36,28,9,78,19,1,3,0,0
中日ドラゴンズ,根尾 昂,投手,34,4,0,0,0,0,1,0,1,1,55,4.09,1.455,0,241,51,0.2116182573,31,25,6,38,29,1,3,2,0
