所属正式名,選手名,主ポジション,試合,打席,打数,打率,得点,打点,安打,二塁打,三塁打,本塁打,盗塁,四球,三振,犠打,犠飛,出塁率,長打率,OPS
オリックス・バファローズ,曽谷 龍平,投手,51,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
オリックス・バファローズ,太田 椋,内野手,333,1272,1151,0.257,114,118,296,39,3,25,5,79,268,23,8,0.309,0.361,0.67
オリックス・バファローズ,大城 滉二,内野手,745,1980,1730,0.235,181,130,407,61,6,13,47,119,353,107,3,0.292,0.3,0.592
オリックス・バファローズ,池田 陵真,外野手,26,82,77,0.182,4,1,14,1,0,0,1,4,21,0,0,0.232,0.195,0.427
オリックス・バファローズ,中川 圭太,内野手,641,2447,2243,0.262,271,227,588,119,18,40,42,144,352,29,16,0.309,0.385,0.694
オリックス・バファローズ,田嶋 大樹,投手,138,12,11,0,1,0,0,0,0,0,0,1,7,0,0,0.083,0,0.083
オリックス・バファローズ,渡部 遼人,外野手,164,166,134,0.164,22,10,22,4,0,0,9,17,28,12,1,0.266,0.194,0.46
オリックス・バファローズ,東 晃平,投手,30,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
オリックス・バファローズ,東松 快征,投手,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,頓宮 裕真,捕手,490,1790,1592,0.249,151,196,397,79,1,57,1,151,332,3,15,0.323,0.408,0.731
オリックス・バファローズ,内藤 鵬,内野手,7,21,20,0.1,0,0,2,1,0,0,0,0,9,0,0,0.143,0.15,0.293
オリックス・バファローズ,入山 海斗,投手,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,博志,投手,161,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
オリックス・バファローズ,麦谷 祐介,外野手,79,153,134,0.231,23,10,31,4,2,1,12,16,39,1,1,0.316,0.313,0.629
オリックス・バファローズ,富山 凌雅,投手,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,福永 奨,捕手,62,109,100,0.15,6,6,15,2,1,1,0,5,33,1,1,0.204,0.22,0.424
オリックス・バファローズ,平沼 翔太,外野手,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,平野 佳寿,投手,700,21,21,0.095,0,0,2,0,0,0,0,0,11,0,0,0.095,0.095,0.19
オリックス・バファローズ,片山 楽生,投手,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,堀 柊那,捕手,3,3,3,0.333,0,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.667
オリックス・バファローズ,本田 仁海,投手,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,椋木 蓮,投手,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス・バファローズ,野口 智哉,内野手,175,518,463,0.21,48,29,97,23,4,5,4,37,152,6,0,0.285,0.309,0.594
オリックス・バファローズ,来田 涼斗,外野手,141,438,398,0.209,35,24,83,15,2,6,10,24,131,10,2,0.259,0.302,0.561
オリックス・バファローズ,廣岡 大志,内野手,574,1430,1257,0.22,153,123,277,47,6,35,19,131,365,23,11,0.296,0.351,0.646
オリックス・バファローズ,齋藤 響介,投手,9,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
オリックス・バファローズ,髙島 泰都,投手,43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
千葉ロッテマリーンズ,ジャクソン,投手,50,102,83,0.072,2,6,6,0,0,1,0,5,55,14,0,0.125,0.108,0.233
千葉ロッテマリーンズ,ポランコ,外野手,420,1603,1440,0.237,158,206,342,60,1,78,2,149,322,0,11,0.308,0.443,0.751
千葉ロッテマリーンズ,ソト,内野手,31,106,98,0.235,8,6,23,4,0,2,0,7,25,0,0,0.292,0.337,0.629
千葉ロッテマリーンズ,アセベド,外野手,5,12,11,0.182,1,2,2,0,0,1,0,1,3,0,0,0.25,0.455,0.705
千葉ロッテマリーンズ,ロング,投手,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,愛斗,外野手,420,1152,1073,0.217,92,92,233,59,2,21,12,33,224,28,5,0.248,0.335,0.583
千葉ロッテマリーンズ,安田 尚憲,内野手,634,2355,2076,0.238,164,246,494,113,3,33,6,244,502,0,23,0.318,0.343,0.661
千葉ロッテマリーンズ,井上 広大,外野手,45,111,106,0.189,8,16,20,5,1,3,2,5,47,0,0,0.225,0.34,0.565
千葉ロッテマリーンズ,一條 力真,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,益田 直也,投手,769,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
千葉ロッテマリーンズ,横山 陸人,投手,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,岡 大海,外野手,953,2536,2195,0.246,340,204,541,108,10,43,120,220,490,50,12,0.33,0.364,0.693
千葉ロッテマリーンズ,河村 説人,投手,28,2,2,0.5,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,1
千葉ロッテマリーンズ,角中 勝也,外野手,1504,5529,4797,0.28,567,564,1344,250,42,70,67,589,748,46,46,0.362,0.394,0.755
千葉ロッテマリーンズ,菊地 吏玖,投手,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,吉川 悠斗,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,宮崎 竜成,内野手,39,110,98,0.194,7,3,19,3,0,0,1,3,31,5,0,0.248,0.224,0.472
千葉ロッテマリーンズ,宮﨑 颯,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,高野 脩汰,投手,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,佐藤 都志也,捕手,527,1638,1452,0.232,130,146,337,58,3,29,15,113,256,41,16,0.292,0.336,0.628
千葉ロッテマリーンズ,坂井 遼,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,坂本 光士郎,投手,166,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
千葉ロッテマリーンズ,山口 航輝,外野手,381,1344,1221,0.228,127,171,278,48,1,48,3,106,326,0,7,0.293,0.387,0.68
千葉ロッテマリーンズ,山本 大斗,外野手,116,445,412,0.199,40,33,82,19,0,11,2,25,122,1,1,0.255,0.325,0.58
千葉ロッテマリーンズ,山﨑 剛,内野手,326,855,743,0.221,97,66,164,26,16,10,41,69,166,31,3,0.294,0.339,0.633
千葉ロッテマリーンズ,寺地 隆成,捕手,118,452,421,0.254,33,33,107,17,0,5,0,19,71,3,2,0.296,0.33,0.626
千葉ロッテマリーンズ,種市 篤暉,投手,111,12,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0
千葉ロッテマリーンズ,小川 龍成,内野手,379,714,603,0.242,83,43,146,8,0,1,30,59,129,43,4,0.312,0.26,0.572
千葉ロッテマリーンズ,小島 和哉,投手,155,15,12,0,0,0,0,0,0,0,0,1,7,2,0,0.077,0,0.077
千葉ロッテマリーンズ,小野 郁,投手,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,松川 虎生,捕手,93,243,213,0.169,13,15,36,5,0,0,1,20,70,9,1,0.239,0.192,0.432
千葉ロッテマリーンズ,上田 希由翔,内野手,87,248,224,0.223,21,27,50,14,0,3,0,17,45,2,2,0.285,0.326,0.61
千葉ロッテマリーンズ,植田 将太,捕手,9,8,8,0.125,0,0,1,0,0,0,0,0,2,0,0,0.125,0.125,0.25
千葉ロッテマリーンズ,森 遼大朗,投手,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,西川 史礁,外野手,108,444,417,0.281,42,37,117,27,3,3,1,16,85,0,3,0.318,0.381,0.699
千葉ロッテマリーンズ,西野 勇士,投手,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,石垣 勝海,内野手,151,193,176,0.136,13,8,24,5,0,4,2,9,64,8,0,0.178,0.233,0.411
千葉ロッテマリーンズ,石川 慎吾,外野手,9,28,24,0.125,2,5,3,0,0,1,0,3,12,0,0,0.25,0.25,0.5
千葉ロッテマリーンズ,石川 柊太,投手,204,19,19,0.053,0,0,1,0,0,0,0,0,10,0,0,0.053,0.053,0.105
千葉ロッテマリーンズ,早坂 響,投手,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,大谷 輝龍,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,池田 来翔,内野手,155,435,398,0.224,42,29,89,20,1,7,2,18,75,9,3,0.268,0.332,0.599
千葉ロッテマリーンズ,茶谷 健太,内野手,299,479,432,0.241,44,24,104,14,2,1,4,27,92,13,2,0.292,0.289,0.581
千葉ロッテマリーンズ,中森 俊介,投手,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,中村 奨吾,内野手,1268,4952,4260,0.248,548,456,1058,214,12,90,108,469,838,97,35,0.333,0.368,0.701
千葉ロッテマリーンズ,中村 亮太,投手,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,田村 龍弘,捕手,990,2930,2524,0.22,196,256,555,95,17,20,19,233,537,137,24,0.286,0.295,0.581
千葉ロッテマリーンズ,田中 晴也,投手,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,唐川 侑己,投手,350,25,23,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0
千葉ロッテマリーンズ,東妻 勇輔,投手,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,藤岡 裕大,内野手,780,2955,2541,0.248,263,210,631,113,13,24,43,285,493,98,15,0.326,0.331,0.657
千葉ロッテマリーンズ,藤原 恭大,外野手,443,1581,1415,0.25,150,105,354,54,13,18,44,114,314,25,8,0.313,0.345,0.658
千葉ロッテマリーンズ,八木 彬,投手,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,本前 郁也,投手,21,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
千葉ロッテマリーンズ,木村 優人,投手,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
千葉ロッテマリーンズ,友杉 篤輝,内野手,305,921,818,0.225,82,39,184,28,2,1,27,41,128,54,5,0.263,0.268,0.531
千葉ロッテマリーンズ,立松 由宇,内野手,4,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
千葉ロッテマリーンズ,鈴木 昭汰,投手,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,和田 康士朗,外野手,421,320,272,0.213,115,20,58,8,2,3,89,30,90,10,2,0.303,0.29,0.594
千葉ロッテマリーンズ,廣池 康志郎,投手,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,廣畑 敦也,投手,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,澤田 圭佑,投手,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉ロッテマリーンズ,髙部 瑛斗,外野手,384,1417,1277,0.273,165,103,349,46,16,7,80,80,231,40,10,0.319,0.351,0.67
