所属正式名,選手名,主ポジション,試合,打席,打数,打率,得点,打点,安打,二塁打,三塁打,本塁打,盗塁,四球,三振,犠打,犠飛,出塁率,長打率,OPS
読売ジャイアンツ,バルドナード,投手,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,ルシアーノ,投手,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,マルティネス,投手,361,9,9,0.111,0,0,1,0,0,0,0,0,5,0,0,0.111,0.111,0.222
読売ジャイアンツ,ハワード,投手,9,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
読売ジャイアンツ,キャベッジ,外野手,123,476,431,0.267,50,51,115,26,1,17,5,37,144,1,2,0.331,0.45,0.781
読売ジャイアンツ,リチャード,内野手,177,558,514,0.183,38,66,94,18,0,21,1,28,206,0,5,0.238,0.34,0.579
読売ジャイアンツ,井上 温大,投手,56,76,66,0.136,4,3,9,0,0,0,0,1,31,9,0,0.149,0.136,0.286
読売ジャイアンツ,宇都宮 葵星,内野手,6,2,2,0.5,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1
読売ジャイアンツ,浦田 俊輔,内野手,22,60,53,0.208,4,4,11,2,0,0,0,3,7,3,0,0.263,0.245,0.508
読売ジャイアンツ,横川 凱,投手,62,54,42,0.143,1,2,6,0,0,0,0,0,16,12,0,0.143,0.143,0.286
読売ジャイアンツ,岡田 悠希,外野手,74,102,94,0.149,7,4,14,2,0,1,0,7,33,1,0,0.208,0.202,0.41
読売ジャイアンツ,丸 佳浩,外野手,1962,8184,6965,0.277,1068,944,1929,353,37,289,188,1107,1508,32,45,0.377,0.463,0.839
読売ジャイアンツ,岸田 行倫,捕手,311,786,710,0.262,56,76,186,24,2,15,2,48,131,17,4,0.313,0.365,0.678
読売ジャイアンツ,喜多 隆介,捕手,15,10,10,0.1,3,2,1,0,0,0,0,0,1,0,0,0.1,0.1,0.2
読売ジャイアンツ,吉川 尚輝,内野手,842,3233,2913,0.274,350,234,798,125,23,39,71,209,418,57,17,0.329,0.373,0.702
読売ジャイアンツ,宮原 駿介,投手,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,京本 眞,投手,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,郡 拓也,捕手,86,173,157,0.159,10,10,25,5,0,2,3,11,45,3,0,0.224,0.229,0.453
読売ジャイアンツ,戸郷 翔征,投手,143,295,244,0.082,7,11,20,1,0,0,0,6,128,44,1,0.104,0.086,0.19
読売ジャイアンツ,甲斐 拓也,捕手,1091,3387,2854,0.226,297,310,645,121,6,66,30,313,836,188,15,0.305,0.342,0.647
読売ジャイアンツ,荒巻 悠,内野手,31,61,54,0.296,1,1,16,1,0,1,0,7,13,0,0,0.377,0.37,0.747
読売ジャイアンツ,高梨 雄平,投手,449,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
読売ジャイアンツ,佐々木 俊輔,外野手,112,317,284,0.239,27,16,68,9,2,0,3,19,78,13,1,0.286,0.285,0.571
読売ジャイアンツ,坂本 勇人,内野手,2272,9626,8532,0.287,1222,1060,2447,469,22,298,163,908,1511,87,61,0.356,0.452,0.807
読売ジャイアンツ,笹原 操希,外野手,13,22,20,0.1,1,0,2,0,0,0,0,2,7,0,0,0.182,0.1,0.282
読売ジャイアンツ,三塚 琉生,外野手,6,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
読売ジャイアンツ,山瀬 慎之助,捕手,5,13,13,0.231,1,2,3,1,0,1,0,0,6,0,0,0.231,0.538,0.769
読売ジャイアンツ,山田 龍聖,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,若林 楽人,外野手,240,701,641,0.232,62,48,149,24,5,10,39,33,168,12,2,0.283,0.332,0.615
読売ジャイアンツ,小林 誠司,捕手,822,2124,1856,0.204,138,151,378,62,2,16,9,148,385,88,6,0.271,0.265,0.536
読売ジャイアンツ,松浦 慶斗,投手,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,松本 剛,外野手,773,2574,2297,0.265,257,157,608,89,9,14,71,154,296,80,14,0.317,0.33,0.647
読売ジャイアンツ,森田 駿哉,投手,9,12,9,0.111,0,0,1,0,0,0,0,1,5,2,0,0.2,0.111,0.311
読売ジャイアンツ,西舘 勇陽,投手,43,12,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
読売ジャイアンツ,石川 達也,投手,87,9,9,0.222,0,1,2,0,0,0,0,0,4,0,0,0.222,0.222,0.444
読売ジャイアンツ,石塚 裕惺,内野手,9,9,9,0.111,0,0,1,0,0,0,0,0,5,0,0,0.111,0.111,0.222
読売ジャイアンツ,赤星 優志,投手,86,95,77,0.13,1,3,10,1,0,0,0,5,36,13,0,0.183,0.143,0.326
読売ジャイアンツ,川原田 純平,内野手,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
読売ジャイアンツ,泉 圭輔,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,泉口 友汰,内野手,199,758,676,0.277,77,48,187,29,4,7,5,65,84,10,3,0.342,0.362,0.705
読売ジャイアンツ,浅野 翔吾,外野手,93,282,261,0.226,26,28,59,16,2,6,2,12,58,3,2,0.269,0.372,0.64
読売ジャイアンツ,船迫 大雅,投手,144,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
読売ジャイアンツ,増田 大輝,内野手,389,229,191,0.204,90,15,39,9,3,1,68,22,50,16,0,0.286,0.298,0.585
読売ジャイアンツ,増田 陸,内野手,30,93,90,0.278,3,10,25,5,0,2,1,1,20,0,1,0.29,0.4,0.69
読売ジャイアンツ,則本 昂大,投手,373,37,33,0,0,0,0,0,0,0,0,3,26,1,0,0.083,0,0.083
読売ジャイアンツ,代木 大和,投手,13,2,2,0.5,1,0,1,0,0,0,0,0,1,0,0,0.5,0.5,1
読売ジャイアンツ,大城 卓三,捕手,811,2528,2244,0.259,203,260,581,101,4,65,2,212,563,41,14,0.326,0.394,0.72
読売ジャイアンツ,大勢,投手,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,中山 礼都,外野手,263,649,600,0.248,54,40,149,22,1,7,9,37,111,9,0,0.295,0.323,0.619
読売ジャイアンツ,中川 皓太,投手,334,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
読売ジャイアンツ,田中 瑛斗,投手,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,田中 将大,投手,264,77,68,0.088,1,4,6,2,0,0,0,0,33,8,1,0.087,0.118,0.205
読売ジャイアンツ,湯浅 大,内野手,136,68,59,0.153,24,5,9,2,0,1,6,5,17,4,0,0.219,0.237,0.456
読売ジャイアンツ,萩尾 匡也,外野手,76,204,188,0.197,13,12,37,8,2,2,1,12,56,2,1,0.248,0.293,0.54
読売ジャイアンツ,板東 湧梧,投手,114,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
読売ジャイアンツ,平内 龍太,投手,110,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
読売ジャイアンツ,北浦 竜次,投手,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
読売ジャイアンツ,堀田 賢慎,投手,36,27,23,0.217,2,0,5,0,0,0,0,2,10,2,0,0.28,0.217,0.497
読売ジャイアンツ,又木 鉄平,投手,8,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
読売ジャイアンツ,門脇 誠,内野手,358,947,841,0.245,79,46,206,28,3,3,26,65,153,38,0,0.301,0.296,0.598
読売ジャイアンツ,鈴木 大和,外野手,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,モレッタ,投手,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,ドリス,投手,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,伊原 陵人,投手,28,27,25,0.16,0,0,4,0,0,0,0,0,5,2,0,0.16,0.16,0.32
阪神タイガース,伊藤 将司,投手,96,195,160,0.087,6,8,14,1,0,0,0,7,95,28,0,0.126,0.094,0.219
阪神タイガース,井坪 陽生,外野手,6,18,18,0.167,1,0,3,0,0,0,0,0,4,0,0,0.167,0.167,0.333
阪神タイガース,茨木 秀俊,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,岡留 英貴,投手,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,岩崎 優,投手,556,83,75,0.107,1,1,8,1,0,0,0,1,34,6,0,0.13,0.12,0.25
阪神タイガース,岩貞 祐太,投手,303,162,139,0.05,2,1,7,0,0,0,0,5,83,18,0,0.083,0.05,0.134
阪神タイガース,及川 雅貴,投手,148,8,7,0.429,0,1,3,0,0,0,0,0,1,1,0,0.429,0.429,0.857
阪神タイガース,桐敷 拓馬,投手,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,近本 光司,外野手,944,4213,3790,0.288,554,304,1093,155,41,48,200,330,544,31,19,0.351,0.389,0.739
阪神タイガース,熊谷 敬宥,内野手,336,281,249,0.213,68,26,53,4,3,1,30,10,56,20,1,0.245,0.265,0.51
阪神タイガース,元山 飛優,内野手,214,479,436,0.202,30,34,88,15,3,5,2,20,96,16,2,0.244,0.284,0.528
阪神タイガース,工藤 泰成,投手,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,佐藤 輝明,内野手,660,2699,2440,0.263,337,412,642,145,22,124,34,223,745,0,20,0.326,0.493,0.819
阪神タイガース,才木 浩人,投手,104,191,159,0.057,3,3,9,1,0,0,0,9,103,22,0,0.112,0.063,0.175
阪神タイガース,坂本 誠志郎,捕手,537,1562,1318,0.222,79,108,293,46,5,8,5,143,337,73,10,0.305,0.283,0.588
阪神タイガース,糸原 健斗,内野手,891,2915,2540,0.268,269,208,680,99,14,12,23,293,363,35,17,0.348,0.332,0.68
阪神タイガース,小川 一平,投手,46,6,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
阪神タイガース,小幡 竜平,内野手,332,755,678,0.23,74,46,156,15,5,7,17,47,179,24,4,0.28,0.298,0.578
阪神タイガース,小野寺 暖,外野手,153,260,242,0.227,24,20,55,6,4,2,0,14,62,2,0,0.275,0.31,0.585
阪神タイガース,植田 海,内野手,5,2,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1
阪神タイガース,森下 翔太,外野手,366,1523,1340,0.266,188,203,356,62,8,49,6,136,234,0,12,0.346,0.434,0.78
阪神タイガース,西 純矢,外野手,37,52,49,0.224,3,9,11,2,0,1,0,1,17,2,0,0.24,0.327,0.567
阪神タイガース,西 勇輝,投手,343,314,263,0.118,13,16,31,8,0,1,0,8,107,43,0,0.144,0.16,0.304
阪神タイガース,石井 大智,投手,189,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,石黒 佑弥,投手,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,前川 右京,外野手,218,678,613,0.259,42,64,159,29,3,5,0,44,105,0,1,0.329,0.341,0.67
阪神タイガース,早川 太貴,投手,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
阪神タイガース,村上 頌樹,投手,82,174,154,0.11,3,3,17,0,0,0,0,5,87,15,0,0.138,0.11,0.249
阪神タイガース,大山 悠輔,内野手,1118,4436,3910,0.268,495,626,1047,196,16,150,22,445,785,5,35,0.346,0.441,0.787
阪神タイガース,大竹 耕太郎,投手,96,137,120,0.142,5,8,17,2,0,0,0,3,65,14,0,0.163,0.158,0.321
阪神タイガース,中川 勇斗,捕手,25,59,56,0.268,3,2,15,1,0,2,0,2,16,1,0,0.293,0.393,0.686
阪神タイガース,中野 拓夢,内野手,699,3054,2688,0.27,322,163,725,86,17,10,98,194,451,139,14,0.322,0.326,0.647
阪神タイガース,長坂 拳弥,捕手,61,78,67,0.194,5,4,13,2,1,2,1,0,25,11,0,0.194,0.343,0.537
阪神タイガース,津田 淳哉,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,椎葉 剛,投手,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,島田 海吏,外野手,433,730,658,0.231,76,36,152,14,4,1,45,42,124,21,1,0.285,0.269,0.554
阪神タイガース,湯浅 京己,投手,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,梅野 隆太郎,捕手,1105,3631,3176,0.229,295,305,727,131,13,45,41,288,776,125,19,0.296,0.321,0.617
阪神タイガース,畠 世周,投手,131,70,60,0.05,2,2,3,0,0,0,0,2,44,8,0,0.081,0.05,0.131
阪神タイガース,富田 蓮,投手,51,7,5,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0
阪神タイガース,伏見 寅威,捕手,633,1675,1520,0.233,106,142,354,61,5,21,2,72,292,54,6,0.277,0.321,0.598
阪神タイガース,福島 圭音,外野手,21,71,63,0.27,5,2,17,5,0,0,2,5,8,0,0,0.352,0.349,0.701
阪神タイガース,豊田 寛,外野手,49,89,82,0.207,3,4,17,5,0,0,0,5,25,1,1,0.25,0.268,0.518
阪神タイガース,木下 里都,投手,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神タイガース,木浪 聖也,内野手,653,2039,1820,0.24,169,169,436,93,7,11,6,129,385,58,14,0.294,0.316,0.611
阪神タイガース,門別 啓人,投手,19,17,15,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0
阪神タイガース,榮枝 裕貴,捕手,12,14,13,0.308,1,2,4,0,0,0,0,0,4,1,0,0.308,0.308,0.615
阪神タイガース,濱田 太貴,外野手,255,666,619,0.212,62,53,131,32,1,18,4,36,161,6,0,0.261,0.354,0.614
阪神タイガース,髙橋 遥人,投手,57,110,100,0.12,6,2,12,0,0,0,0,2,45,8,0,0.137,0.12,0.257
阪神タイガース,髙寺 望夢,内野手,75,187,157,0.217,10,9,34,7,0,2,5,20,42,7,2,0.306,0.299,0.605
横浜DeNAベイスターズ,ビシエド,内野手,1001,4017,3605,0.287,427,555,1033,189,3,141,15,309,484,0,31,0.352,0.458,0.81
横浜DeNAベイスターズ,マルセリーノ,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,デュプランティエ,投手,15,28,26,0.038,0,0,1,0,0,0,0,0,16,2,0,0.038,0.038,0.077
横浜DeNAベイスターズ,伊勢 大夢,投手,293,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0.333,0,0.333
横浜DeNAベイスターズ,井上 絢登,外野手,37,79,71,0.183,4,11,13,5,0,2,1,3,14,2,1,0.234,0.338,0.572
横浜DeNAベイスターズ,益子 京右,捕手,5,7,6,0.167,0,0,1,0,0,0,0,1,2,0,0,0.286,0.167,0.452
横浜DeNAベイスターズ,加藤 響,内野手,9,18,17,0.176,2,0,3,0,0,0,0,1,6,0,0,0.222,0.176,0.399
横浜DeNAベイスターズ,蝦名 達夫,外野手,342,931,811,0.255,112,68,207,40,1,15,15,64,189,20,8,0.328,0.363,0.691
横浜DeNAベイスターズ,梶原 昂希,外野手,179,590,570,0.272,73,44,155,27,5,7,23,12,176,1,1,0.294,0.374,0.667
横浜DeNAベイスターズ,関根 大気,外野手,653,1412,1282,0.237,170,74,304,41,11,7,35,70,192,43,4,0.283,0.303,0.585
横浜DeNAベイスターズ,岩田 将貴,投手,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,吉野 光樹,投手,9,16,12,0,0,0,0,0,0,0,0,2,7,2,0,0.143,0,0.143
横浜DeNAベイスターズ,宮城 滝太,投手,62,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
横浜DeNAベイスターズ,宮﨑 敏郎,内野手,1301,4948,4504,0.3,509,575,1353,260,5,158,2,371,423,0,25,0.358,0.466,0.824
横浜DeNAベイスターズ,京田 陽太,内野手,977,3623,3289,0.243,351,231,799,96,34,25,82,179,619,100,15,0.289,0.316,0.605
横浜DeNAベイスターズ,橋本 達弥,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,九鬼 隆平,捕手,22,22,20,0.25,2,2,5,0,1,1,0,1,6,0,0,0.318,0.5,0.818
横浜DeNAベイスターズ,古市 尊,捕手,45,81,74,0.216,3,0,16,0,0,0,1,3,14,3,0,0.256,0.216,0.473
横浜DeNAベイスターズ,戸柱 恭孝,捕手,691,1866,1739,0.225,124,169,391,61,5,32,0,86,310,25,10,0.262,0.321,0.583
横浜DeNAベイスターズ,佐々木 千隼,投手,154,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
横浜DeNAベイスターズ,佐野 恵太,外野手,980,3757,3429,0.287,379,458,983,182,6,105,3,280,449,0,20,0.344,0.435,0.779
横浜DeNAベイスターズ,坂本 裕哉,投手,151,51,45,0.067,1,0,3,0,0,0,0,0,13,6,0,0.067,0.067,0.133
横浜DeNAベイスターズ,三森 大貴,内野手,454,1445,1335,0.247,172,103,330,45,14,15,78,75,282,24,6,0.289,0.336,0.624
横浜DeNAベイスターズ,山本 祐大,捕手,368,1106,988,0.258,75,103,255,43,5,13,1,67,142,27,15,0.307,0.351,0.658
横浜DeNAベイスターズ,山﨑 康晃,投手,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,篠木 健太郎,投手,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
横浜DeNAベイスターズ,柴田 竜拓,内野手,860,1627,1360,0.229,169,83,311,57,4,11,11,163,281,79,8,0.317,0.301,0.618
横浜DeNAベイスターズ,若松 尚輝,投手,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,勝又 温史,外野手,7,9,9,0.333,0,0,3,0,0,0,0,0,1,0,0,0.333,0.333,0.667
横浜DeNAベイスターズ,小園 健太,投手,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
横浜DeNAベイスターズ,松尾 汐恩,捕手,104,231,214,0.243,22,19,52,8,0,4,1,10,25,0,3,0.286,0.336,0.622
横浜DeNAベイスターズ,松本 隆之介,投手,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
横浜DeNAベイスターズ,松本 凌人,投手,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,森 敬斗,内野手,221,582,540,0.22,53,21,119,20,4,2,18,35,133,3,4,0.266,0.283,0.549
横浜DeNAベイスターズ,森原 康平,投手,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,神里 和毅,外野手,609,1251,1146,0.254,175,103,291,62,13,19,52,79,342,10,3,0.309,0.38,0.689
横浜DeNAベイスターズ,西巻 賢二,内野手,47,107,97,0.237,7,3,23,4,0,0,0,6,27,4,0,0.282,0.278,0.56
横浜DeNAベイスターズ,石上 泰輝,内野手,99,237,212,0.222,18,19,47,13,0,2,5,20,59,4,0,0.292,0.311,0.603
横浜DeNAベイスターズ,石田 健大,投手,247,239,204,0.123,11,11,25,1,0,0,0,3,88,31,0,0.139,0.127,0.267
横浜DeNAベイスターズ,石田 裕太郎,投手,33,44,39,0.051,1,2,2,0,0,0,0,1,17,4,0,0.075,0.051,0.126
横浜DeNAベイスターズ,竹田 祐,投手,10,24,20,0.05,0,0,1,0,0,0,0,1,11,3,0,0.095,0.05,0.145
横浜DeNAベイスターズ,中川 虎大,投手,91,8,7,0.286,1,1,2,1,0,0,0,0,3,1,0,0.286,0.429,0.714
横浜DeNAベイスターズ,中川 颯,投手,57,15,13,0.308,1,3,4,0,0,1,0,0,3,2,0,0.308,0.538,0.846
横浜DeNAベイスターズ,田内 真翔,内野手,2,2,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1
横浜DeNAベイスターズ,度会 隆輝,外野手,161,573,521,0.248,45,49,129,17,3,9,2,36,79,5,3,0.305,0.344,0.648
横浜DeNAベイスターズ,島田 舜也,投手,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
横浜DeNAベイスターズ,東 克樹,投手,120,261,211,0.114,7,11,24,3,0,0,0,12,85,38,0,0.161,0.128,0.289
横浜DeNAベイスターズ,東妻 純平,捕手,7,8,8,0.25,1,1,2,1,0,0,0,0,4,0,0,0.25,0.375,0.625
横浜DeNAベイスターズ,筒香 嘉智,内野手,1100,4425,3799,0.278,556,679,1056,213,14,232,5,581,943,2,22,0.375,0.525,0.899
横浜DeNAベイスターズ,藤浪 晋太郎,投手,195,335,285,0.116,14,23,33,9,1,3,0,8,174,41,1,0.139,0.186,0.325
横浜DeNAベイスターズ,入江 大生,投手,143,6,3,0,1,0,0,0,0,0,0,3,1,0,0,0.5,0,0.5
横浜DeNAベイスターズ,馬場 皐輔,投手,115,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
横浜DeNAベイスターズ,浜地 真澄,投手,129,2,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1
横浜DeNAベイスターズ,武田 陸玖,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,平良 拳太郎,投手,5,7,5,0,1,0,0,0,0,0,0,1,2,1,0,0.167,0,0.167
横浜DeNAベイスターズ,牧 秀悟,内野手,662,2740,2514,0.296,352,394,744,172,7,116,22,167,400,1,18,0.347,0.508,0.856
横浜DeNAベイスターズ,堀岡 隼人,投手,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横浜DeNAベイスターズ,林 琢真,内野手,223,558,501,0.218,58,38,109,21,2,2,24,33,107,14,7,0.267,0.279,0.546
横浜DeNAベイスターズ,濱 将乃介,外野手,5,4,4,0.25,0,1,1,0,0,0,0,0,1,0,0,0.25,0.25,0.5
広島東洋カープ,モンテロ,内野手,105,396,368,0.255,23,41,94,21,1,9,0,23,89,0,3,0.301,0.391,0.692
広島東洋カープ,ファビアン,外野手,138,572,539,0.276,60,65,149,30,0,17,2,22,84,0,2,0.315,0.427,0.741
広島東洋カープ,ハーン,投手,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,アドゥワ 誠,投手,110,68,62,0.065,3,1,4,0,0,0,0,0,38,6,0,0.065,0.065,0.129
広島東洋カープ,ケムナ 誠,投手,154,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0.333,0,0.333
広島東洋カープ,羽月 隆太郎,内野手,277,453,403,0.243,77,34,98,13,7,1,51,32,99,18,0,0.299,0.318,0.616
広島東洋カープ,益田 武尚,投手,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,遠藤 淳志,投手,93,89,82,0.098,1,6,8,0,0,0,0,1,35,6,0,0.108,0.098,0.206
広島東洋カープ,岡本 駿,投手,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,河野 佳,投手,21,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
広島東洋カープ,菊地 ハルン,投手,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,菊池 涼介,内野手,1777,7559,6705,0.267,847,618,1789,326,26,135,127,433,1191,370,30,0.312,0.384,0.696
広島東洋カープ,久保 修,外野手,36,32,30,0.1,2,0,3,2,0,0,1,1,14,0,0,0.156,0.167,0.323
広島東洋カープ,玉村 昇悟,投手,67,102,94,0.17,4,10,16,2,0,0,0,2,55,6,0,0.188,0.191,0.379
広島東洋カープ,栗林 良吏,投手,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,黒原 拓未,投手,70,5,4,0.25,1,1,1,0,1,0,0,0,3,1,0,0.25,0.75,1
広島東洋カープ,佐々木 泰,内野手,82,294,281,0.238,21,11,67,4,1,2,4,10,38,1,0,0.27,0.281,0.551
広島東洋カープ,佐藤 啓介,内野手,12,33,30,0.1,1,1,3,0,0,0,0,3,8,0,0,0.182,0.1,0.282
広島東洋カープ,佐藤 柳之介,投手,6,5,4,0.25,0,0,1,0,0,0,0,0,2,1,0,0.25,0.25,0.5
広島東洋カープ,坂倉 将吾,捕手,793,2811,2505,0.279,294,320,698,134,9,66,15,257,436,8,17,0.349,0.418,0.768
広島東洋カープ,持丸 泰輝,捕手,5,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
広島東洋カープ,秋山 翔吾,外野手,1568,6727,5955,0.296,908,612,1761,303,66,130,126,610,1040,65,29,0.366,0.434,0.8
広島東洋カープ,小園 海斗,内野手,31,131,119,0.21,10,4,25,4,0,0,1,9,12,1,1,0.269,0.244,0.513
広島東洋カープ,床田 寛樹,投手,158,324,274,0.204,13,11,56,10,0,1,0,7,75,42,1,0.223,0.252,0.475
広島東洋カープ,松本 竜也,投手,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,常廣 羽也斗,投手,9,14,13,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0
広島東洋カープ,森 翔平,投手,48,67,53,0.189,2,4,10,1,0,0,0,2,25,12,0,0.218,0.208,0.426
広島東洋カープ,森浦 大輔,投手,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,森下 暢仁,投手,134,311,268,0.153,14,18,41,7,1,1,0,6,92,35,0,0.178,0.198,0.375
広島東洋カープ,清水 叶人,捕手,4,14,13,0.154,1,0,2,1,0,0,0,1,4,0,0,0.214,0.231,0.445
広島東洋カープ,斉藤 優汰,投手,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
広島東洋カープ,石原 貴規,捕手,176,396,352,0.219,23,26,77,11,0,7,1,19,78,14,3,0.272,0.31,0.582
広島東洋カープ,前川 誠太,内野手,28,56,54,0.185,1,9,10,3,0,0,0,2,10,0,0,0.214,0.241,0.455
広島東洋カープ,大瀬良 大地,投手,299,502,427,0.112,22,19,48,5,1,1,1,23,214,51,0,0.16,0.136,0.295
広島東洋カープ,大盛 穂,外野手,416,544,500,0.238,83,42,119,18,7,7,23,31,160,7,1,0.289,0.344,0.633
広島東洋カープ,滝田 一希,投手,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
広島東洋カープ,辰見 鴻之介,内野手,2,3,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
広島東洋カープ,中村 貴浩,外野手,26,62,58,0.19,7,6,11,1,0,0,1,1,15,1,1,0.213,0.207,0.42
広島東洋カープ,中村 奨成,外野手,222,581,547,0.249,65,44,136,28,3,11,5,27,92,3,1,0.287,0.371,0.658
広島東洋カープ,中﨑 翔太,投手,502,16,13,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0
広島東洋カープ,仲田 侑仁,内野手,1,4,4,0.25,1,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.5
広島東洋カープ,長谷部 銀次,投手,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,辻 大雅,投手,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,田村 俊介,外野手,72,197,186,0.237,12,9,44,5,3,1,1,9,47,1,0,0.276,0.312,0.587
広島東洋カープ,渡邉 悠斗,内野手,6,12,12,0.083,0,1,1,0,0,0,0,0,1,0,0,0.083,0.083,0.167
