Season,Date,Team,Bat1,Bat2,Bat3,Bat4,Bat5,Bat6,Bat7,Bat8,Bat9,OwnSP(optional)
2020,2020-06-18,巨人,吉川尚,坂本,丸,岡本,亀井,中島,パーラ,小林,菅野,
2020,2020-06-19,巨人,吉川尚,坂本,丸,岡本,中島,陽,パーラ,炭谷,田口,
2020,2020-06-20,巨人,湯浅,坂本,丸,岡本,中島,陽,パーラ,小林,サンチェス,
2020,2020-06-22,巨人,北村,坂本,丸,岡本,中島,陽,パーラ,炭谷,戸郷,
2020,2020-06-23,巨人,吉川尚,坂本,丸,岡本,亀井,中島,パーラ,大城,メルセデス,
2020,2020-06-24,巨人,亀井,坂本,丸,岡本,パーラ,中島,吉川尚,炭谷,桜井,
2020,2020-06-25,巨人,北村,丸,坂本,岡本,陽,パーラ,中島,大城,菅野,
2020,2020-06-26,巨人,吉川尚,坂本,丸,岡本,亀井,陽,パーラ,大城,田口,
2020,2020-06-27,巨人,増田大,丸,坂本,岡本,陽,亀井,中島,炭谷,サンチェス,
2020,2020-06-29,巨人,増田大,丸,坂本,岡本,中島,パーラ,ウィーラー,炭谷,戸郷,
2020,2020-06-30,巨人,増田大,丸,坂本,岡本,陽,パーラ,ウィーラー,大城,メルセデス,
2020,2020-07-01,巨人,吉川尚,坂本,丸,岡本,亀井,中島,パーラ,炭谷,桜井,
2020,2020-07-02,巨人,増田大,丸,坂本,岡本,中島,パーラ,ウィーラー,大城,菅野,
2020,2020-07-03,巨人,重信,坂本,丸,岡本,中島,パーラ,大城,吉川尚,田口,
2020,2020-07-04,巨人,重信,坂本,丸,岡本,中島,パーラ,炭谷,若林,サンチェス,
2020,2020-07-08,巨人,増田大,北村,丸,岡本,中島,ウィーラー,パーラ,大城,メルセデス,
2020,2020-07-10,巨人,亀井,坂本,丸,岡本,中島,大城,パーラ,若林,サンチェス,
2020,2020-07-11,巨人,吉川尚,坂本,丸,岡本,亀井,中島,パーラ,炭谷,桜井,
2020,2020-07-13,巨人,亀井,坂本,丸,岡本,大城,中島,パーラ,吉川尚,菅野,
2020,2020-07-14,巨人,北村,坂本,ウィーラー,岡本,中島,パーラ,陽,炭谷,戸郷,
2020,2020-07-15,巨人,亀井,坂本,丸,岡本,大城,中島,ウィーラー,吉川尚,メルセデス,
2020,2020-07-16,巨人,亀井,坂本,丸,岡本,大城,パーラ,ウィーラー,吉川尚,今村,
2020,2020-07-17,巨人,北村,丸,坂本,岡本,中島,ウィーラー,陽,炭谷,サンチェス,
2020,2020-07-18,巨人,亀井,吉川尚,丸,岡本,大城,パーラ,北村,重信,桜井,
2020,2020-07-20,巨人,亀井,坂本,丸,岡本,大城,中島,パーラ,吉川尚,菅野,
2020,2020-07-21,巨人,北村,丸,坂本,岡本,ウィーラー,石川,陽,炭谷,戸郷,
2020,2020-07-22,巨人,亀井,坂本,丸,岡本,大城,中島,パーラ,吉川尚,メルセデス,
2020,2020-07-23,巨人,亀井,坂本,丸,岡本,大城,中島,パーラ,吉川尚,今村,
2020,2020-07-24,巨人,吉川尚,坂本,丸,岡本,亀井,中島,ウィーラー,炭谷,澤村,
2020,2020-07-25,巨人,亀井,坂本,丸,岡本,大城,ウィーラー,吉川尚,炭谷,桜井,
2020,2020-07-27,巨人,亀井,坂本,丸,岡本,大城,ウィーラー,パーラ,吉川尚,菅野,
2020,2020-07-28,巨人,北村,丸,坂本,岡本,ウィーラー,中島,陽,炭谷,戸郷,
2020,2020-07-29,巨人,亀井,坂本,丸,岡本,大城,ウィーラー,パーラ,吉川尚,メルセデス,
2020,2020-07-30,巨人,亀井,坂本,丸,岡本,大城,パーラ,炭谷,吉川尚,畠,
2020,2020-07-31,巨人,亀井,坂本,丸,岡本,ウィーラー,中島,吉川尚,岸田,田口,
2020,2020-08-01,巨人,パーラ,坂本,丸,岡本,ウィーラー,大城,中島,吉川尚,桜井,
2020,2020-08-03,巨人,北村,丸,坂本,岡本,ウィーラー,中島,陽,大城,菅野,
2020,2020-08-04,巨人,若林,坂本,丸,岡本,大城,ウィーラー,吉川尚,炭谷,戸郷,
2020,2020-08-05,巨人,北村,坂本,丸,岡本,ウィーラー,大城,中島,若林,メルセデス,
2020,2020-08-06,巨人,北村,丸,坂本,岡本,ウィーラー,大城,若林,岸田,田口,
2020,2020-08-07,巨人,重信,坂本,丸,岡本,ウィーラー,パーラ,吉川尚,炭谷,畠,
2020,2020-08-08,巨人,吉川尚,坂本,丸,岡本,大城,ウィーラー,パーラ,重信,宮國,
2020,2020-08-11,巨人,坂本,パーラ,ウィーラー,岡本,大城,丸,北村,吉川尚,菅野,
2020,2020-08-12,巨人,坂本,パーラ,ウィーラー,岡本,大城,丸,中島,吉川尚,メルセデス,
2020,2020-08-13,巨人,坂本,パーラ,ウィーラー,岡本,丸,中島,吉川尚,炭谷,戸郷,
2020,2020-08-14,巨人,坂本,パーラ,ウィーラー,岡本,丸,中島,大城,吉川尚,田口,
2020,2020-08-15,巨人,坂本,石川,ウィーラー,岡本,丸,中島,北村,炭谷,畠,
2020,2020-08-17,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,吉川大,菅野,
2020,2020-08-18,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,北村,メルセデス,
2020,2020-08-19,巨人,松原,重信,坂本,岡本,丸,大城,吉川尚,炭谷,戸郷,
2020,2020-08-20,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,吉川尚,田口,
2020,2020-08-21,巨人,松原,重信,坂本,岡本,丸,中島,若林,炭谷,畠,
2020,2020-08-22,巨人,松原,坂本,丸,岡本,ウィーラー,中島,大城,吉川尚,直江,
2020,2020-08-24,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,吉川尚,菅野,
2020,2020-08-25,巨人,坂本,松原,ウィーラー,岡本,丸,中島,岸田,吉川尚,ディプラン,
2020,2020-08-26,巨人,坂本,松原,亀井,岡本,丸,中島,吉川尚,炭谷,戸郷,
2020,2020-08-27,巨人,坂本,松原,ウィーラー,岡本,丸,中島,若林,炭谷,田口,
2020,2020-08-28,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,若林,今村,
2020,2020-08-29,巨人,坂本,松原,亀井,岡本,丸,ウィーラー,大城,若林,直江,
2020,2020-08-31,巨人,坂本,松原,亀井,岡本,丸,ウィーラー,大城,吉川尚,菅野,
2020,2020-09-01,巨人,坂本,重信,ウィーラー,岡本,丸,中島,吉川尚,炭谷,サンチェス,
2020,2020-09-02,巨人,坂本,松原,亀井,岡本,丸,中島,大城,吉川尚,田口,
2020,2020-09-03,巨人,坂本,松原,亀井,岡本,丸,中島,吉川尚,炭谷,戸郷,
2020,2020-09-04,巨人,坂本,松原,亀井,岡本,丸,ウィーラー,大城,吉川尚,今村,
2020,2020-09-06,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,吉川尚,メルセデス,
2020,2020-09-07,巨人,坂本,亀井,ウィーラー,岡本,丸,中島,大城,吉川尚,菅野,
2020,2020-09-08,巨人,坂本,亀井,ウィーラー,岡本,丸,中島,大城,吉川尚,田口,
2020,2020-09-09,巨人,坂本,松原,亀井,岡本,丸,ウィーラー,吉川尚,炭谷,サンチェス,
2020,2020-09-10,巨人,坂本,松原,亀井,岡本,丸,中島,吉川尚,炭谷,戸郷,
2020,2020-09-11,巨人,坂本,松原,ウィーラー,岡本,丸,中島,大城,吉川尚,今村,
2020,2020-09-12,巨人,坂本,松原,亀井,岡本,丸,中島,大城,吉川尚,メルセデス,
2020,2020-09-14,巨人,坂本,松原,亀井,岡本,丸,中島,大城,吉川尚,菅野,
2020,2020-09-15,巨人,松原,吉川尚,亀井,丸,大城,若林,田中俊,立岡,田口,
2020,2020-09-16,巨人,松原,吉川尚,ウィーラー,丸,大城,若林,田中俊,立岡,サンチェス,
2020,2020-09-17,巨人,坂本,松原,パーラ,岡本,丸,中島,吉川尚,炭谷,戸郷,
2020,2020-09-18,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,ウィーラー,今村,
2020,2020-09-19,巨人,吉川尚,松原,坂本,岡本,丸,大城,ウィーラー,パーラ,畠,
2020,2020-09-20,巨人,吉川尚,亀井,坂本,岡本,丸,大城,中島,松原,直江,
2020,2020-09-21,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,中島,大城,菅野,
2020,2020-09-22,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,若林,田口,
2020,2020-09-24,巨人,吉川尚,松原,坂本,岡本,丸,中島,若林,小林,サンチェス,
2020,2020-09-25,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,ウィーラー,畠,
2020,2020-09-26,巨人,吉川尚,松原,坂本,岡本,丸,中島,ウレーニャ,炭谷,戸郷,
2020,2020-09-28,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,若林,菅野,
2020,2020-09-29,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,ウレーニャ,田口,
2020,2020-09-30,巨人,吉川尚,松原,坂本,岡本,丸,中島,ウィーラー,小林,サンチェス,
2020,2020-10-01,巨人,吉川尚,松原,坂本,岡本,丸,大城,ウィーラー,若林,今村,
2020,2020-10-02,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,ウィーラー,畠,
2020,2020-10-03,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,中島,炭谷,戸郷,
2020,2020-10-04,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,若林,桜井,
2020,2020-10-05,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,ウィーラー,菅野,
2020,2020-10-06,巨人,吉川尚,松原,ウィーラー,岡本,丸,大城,田中俊,立岡,田口,
2020,2020-10-07,巨人,吉川尚,松原,パーラ,岡本,丸,中島,若林,小林,サンチェス,
2020,2020-10-09,巨人,若林,松原,坂本,岡本,丸,ウィーラー,大城,パーラ,畠,
2020,2020-10-10,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,パーラ,炭谷,戸郷,
2020,2020-10-11,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,大城,中島,桜井,
2020,2020-10-12,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,大城,中島,菅野,
2020,2020-10-13,巨人,吉川尚,松原,坂本,岡本,丸,若林,田中俊,大城,高橋,
2020,2020-10-14,巨人,吉川尚,松原,坂本,岡本,丸,若林,田中俊,小林,サンチェス,
2020,2020-10-15,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,田中俊,大城,今村,
2020,2020-10-17,巨人,吉川尚,松原,坂本,岡本,丸,田中俊,中島,大城,畠,
2020,2020-10-19,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,田中俊,炭谷,戸郷,
2020,2020-10-20,巨人,吉川尚,松原,坂本,岡本,丸,若林,大城,北村,高橋,
2020,2020-10-21,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,田中俊,炭谷,サンチェス,
2020,2020-10-22,巨人,吉川尚,松原,坂本,岡本,丸,若林,田中俊,大城,今村,
2020,2020-10-23,巨人,吉川尚,松原,坂本,岡本,丸,若林,中島,大城,菅野,
2020,2020-10-24,巨人,吉川尚,松原,坂本,岡本,丸,若林,田中俊,大城,畠,
2020,2020-10-26,巨人,若林,松原,坂本,岡本,丸,ウィーラー,吉川尚,炭谷,戸郷,
2020,2020-10-27,巨人,増田大,田中俊,坂本,岡本,丸,ウレーニャ,若林,大城,高橋,
2020,2020-10-28,巨人,吉川尚,松原,坂本,岡本,丸,中島,重信,炭谷,サンチェス,
2020,2020-10-29,巨人,吉川尚,松原,坂本,岡本,丸,重信,大城,ウレーニャ,今村,
2020,2020-10-30,巨人,吉川尚,松原,坂本,岡本,丸,中島,田中俊,大城,菅野,
2020,2020-10-31,巨人,松原,若林,陽,岡本,丸,田中俊,岸田,吉川尚,畠,
2020,2020-11-02,巨人,松原,重信,坂本,岡本,丸,若林,岸田,吉川尚,戸郷,
2020,2020-11-03,巨人,松原,重信,坂本,岡本,丸,陽,吉川尚,岸田,高橋,
2020,2020-11-04,巨人,松原,吉川尚,坂本,岡本,丸,中島,大城,ウィーラー,サンチェス,
2020,2020-11-05,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,陽,今村,
2020,2020-11-07,巨人,吉川尚,松原,坂本,岡本,丸,中島,陽,岸田,横川,
2020,2020-11-09,巨人,吉川尚,松原,重信,岡本,丸,田中俊,若林,岸田,畠,
2020,2020-11-13,巨人,吉川尚,松原,坂本,岡本,丸,中島,大城,若林,菅野,
2020,2020-11-20,巨人,吉川尚,松原,坂本,岡本,丸,亀井,中島,ウィーラー,大城,菅野
2020,2020-11-21,巨人,吉川尚,松原,坂本,岡本,丸,亀井,中島,ウィーラー,大城,今村
2020,2020-11-23,巨人,吉川尚,松原,坂本,岡本,丸,ウィーラー,亀井,中島,大城,サンチェス
2020,2020-11-24,巨人,若林,坂本,丸,岡本,ウィーラー,中島,田中俊,岸田,増田大,畠
2021,2021-03-25,巨人,梶谷,若林,坂本,岡本和,丸,ウィーラー,大城,松原,菅野,
2021,2021-03-26,巨人,梶谷,若林,坂本,岡本和,丸,ウィーラー,大城,松原,戸郷,
2021,2021-03-27,巨人,梶谷,吉川,坂本,岡本和,丸,ウィーラー,大城,松原,今村,
2021,2021-03-29,巨人,梶谷,ウィーラー,坂本,岡本和,丸,中島,大城,吉川,サンチェス,
2021,2021-03-30,巨人,梶谷,ウィーラー,坂本,岡本和,丸,中島,大城,北村,井納,
2021,2021-03-31,巨人,梶谷,ウィーラー,坂本,岡本和,丸,中島,大城,廣岡,高橋,
2021,2021-04-01,巨人,梶谷,ウィーラー,坂本,岡本和,丸,亀井,大城,若林,野上,
2021,2021-04-02,巨人,梶谷,ウィーラー,坂本,岡本和,丸,中島,大城,廣岡,戸郷,
2021,2021-04-03,巨人,梶谷,重信,坂本,岡本和,立岡,大城,香月,吉川,今村,
2021,2021-04-05,巨人,梶谷,重信,坂本,岡本和,亀井,大城,香月,吉川,サンチェス,
2021,2021-04-06,巨人,廣岡,梶谷,坂本,岡本和,亀井,大城,北村,重信,畠,
2021,2021-04-07,巨人,松原,坂本,梶谷,岡本和,大城,重信,吉川,炭谷,高橋,
2021,2021-04-08,巨人,松原,坂本,梶谷,岡本和,大城,重信,吉川,炭谷,菅野,
2021,2021-04-09,巨人,松原,坂本,梶谷,岡本和,大城,重信,吉川,炭谷,戸郷,
2021,2021-04-10,巨人,松原,坂本,亀井,岡本和,大城,梶谷,香月,増田大,今村,
2021,2021-04-12,巨人,松原,坂本,梶谷,岡本和,大城,石川,廣岡,増田大,サンチェス,
2021,2021-04-13,巨人,松原,坂本,梶谷,岡本和,亀井,大城,香月,増田大,畠,
2021,2021-04-14,巨人,松原,坂本,梶谷,岡本和,亀井,大城,香月,増田大,高橋,
2021,2021-04-15,巨人,松原,坂本,梶谷,岡本和,亀井,廣岡,大城,増田大,菅野,
2021,2021-04-16,巨人,松原,坂本,梶谷,岡本和,亀井,大城,香月,吉川,戸郷,
2021,2021-04-17,巨人,松原,坂本,梶谷,岡本和,香月,大城,重信,吉川,今村,
2021,2021-04-19,巨人,松原,坂本,梶谷,岡本和,亀井,大城,香月,吉川,サンチェス,
2021,2021-04-20,巨人,松原,坂本,梶谷,岡本和,香月,重信,大城,吉川,畠,
2021,2021-04-21,巨人,松原,坂本,梶谷,岡本和,香月,重信,大城,吉川,高橋,
2021,2021-04-22,巨人,松原,坂本,梶谷,岡本和,丸,若林,香月,大城,菅野,
2021,2021-04-23,巨人,松原,坂本,梶谷,岡本和,ウィーラー,中島,廣岡,炭谷,戸郷,
2021,2021-04-24,巨人,松原,若林,丸,岡本和,ウィーラー,梶谷,廣岡,大城,今村,
2021,2021-04-26,巨人,梶谷,坂本,丸,岡本和,スモーク,テームズ,若林,大城,畠,
2021,2021-04-27,巨人,梶谷,坂本,丸,岡本和,スモーク,ウィーラー,吉川,大城,高橋,
2021,2021-04-29,巨人,梶谷,坂本,丸,岡本和,スモーク,ウィーラー,若林,大城,菅野,
2021,2021-04-30,巨人,梶谷,坂本,丸,岡本和,スモーク,ウィーラー,ウレーニャ,大城,今村,
2021,2021-05-02,巨人,梶谷,坂本,丸,岡本和,スモーク,ウィーラー,若林,大城,畠,
2021,2021-05-03,巨人,梶谷,坂本,丸,岡本和,スモーク,ウィーラー,若林,炭谷,高橋,
2021,2021-05-04,巨人,梶谷,坂本,ウィーラー,岡本和,中島,丸,若林,炭谷,サンチェス,
2021,2021-05-06,巨人,梶谷,坂本,ウィーラー,岡本和,スモーク,丸,若林,大城,菅野,
2021,2021-05-08,巨人,梶谷,坂本,ウィーラー,岡本和,スモーク,丸,若林,大城,今村,
2021,2021-05-10,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,大城,戸郷,
2021,2021-05-11,巨人,梶谷,ウィーラー,丸,岡本和,中島,若林,吉川,大城,高橋,
2021,2021-05-13,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,大城,畠,
2021,2021-05-14,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,炭谷,サンチェス,
2021,2021-05-15,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,大城,今村,
2021,2021-05-17,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,炭谷,戸郷,
2021,2021-05-18,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,若林,吉川,炭谷,高橋,
2021,2021-05-20,巨人,梶谷,ウィーラー,丸,岡本和,スモーク,廣岡,吉川,炭谷,畠,
2021,2021-05-21,巨人,梶谷,ウィーラー,吉川,岡本和,スモーク,丸,廣岡,炭谷,サンチェス,
2021,2021-05-22,巨人,梶谷,ウィーラー,吉川,岡本和,スモーク,丸,廣岡,炭谷,今村,
2021,2021-05-24,巨人,松原,ウィーラー,吉川,岡本和,スモーク,丸,若林,大城,戸郷,
2021,2021-05-25,巨人,松原,ウィーラー,吉川,岡本和,スモーク,丸,若林,大城,高橋,
2021,2021-05-26,巨人,松原,ウィーラー,吉川,岡本和,スモーク,丸,若林,大城,横川,
2021,2021-05-27,巨人,松原,ウィーラー,吉川,岡本和,スモーク,丸,中島,若林,大城,畠
2021,2021-05-28,巨人,松原,ウィーラー,吉川,岡本和,スモーク,中島,丸,若林,炭谷,サンチェス
2021,2021-05-29,巨人,石川,ウィーラー,吉川,岡本和,スモーク,中島,廣岡,松原,炭谷,戸郷
2021,2021-05-31,巨人,松原,ウィーラー,吉川,岡本和,スモーク,丸,若林,大城,高橋,
2021,2021-06-01,巨人,石川,ウィーラー,吉川,岡本和,スモーク,丸,廣岡,炭谷,横川,
2021,2021-06-02,巨人,石川,ウィーラー,吉川,岡本和,中島,丸,廣岡,炭谷,サンチェス,
2021,2021-06-03,巨人,重信,ウィーラー,吉川,岡本和,スモーク,丸,若林,大城,メルセデス,
2021,2021-06-04,巨人,重信,ウィーラー,吉川,岡本和,スモーク,亀井,若林,大城,戸郷,
2021,2021-06-05,巨人,松原,ウィーラー,吉川,岡本和,スモーク,亀井,若林,小林,菅野,
2021,2021-06-07,巨人,松原,ウィーラー,吉川,岡本和,スモーク,中島,亀井,若林,大城,今村
2021,2021-06-08,巨人,石川,ウィーラー,吉川,岡本和,スモーク,中島,若林,廣岡,炭谷,サンチェス
2021,2021-06-09,巨人,松原,ウィーラー,吉川,岡本和,中島,スモーク,石川,廣岡,炭谷,高橋
2021,2021-06-10,巨人,松原,ウィーラー,亀井,岡本和,坂本,中島,若林,大城,廣岡,メルセデス
2021,2021-06-11,巨人,松原,ウィーラー,亀井,岡本和,坂本,スモーク,中島,大城,湯浅,戸郷
2021,2021-06-12,巨人,松原,ウィーラー,亀井,岡本和,坂本,中島,石川,湯浅,小林,菅野
2021,2021-06-17,巨人,松原,ウィーラー,丸,岡本和,坂本,中島,大城,香月,メルセデス,
2021,2021-06-18,巨人,松原,ウィーラー,丸,岡本和,坂本,中島,大城,北村,戸郷,
2021,2021-06-19,巨人,松原,ウィーラー,丸,岡本和,坂本,亀井,大城,北村,高橋,
2021,2021-06-21,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,大城,北村,サンチェス,
2021,2021-06-22,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,小林,山口,
2021,2021-06-24,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,メルセデス,
2021,2021-06-25,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,戸郷,
2021,2021-06-26,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,高橋,
2021,2021-06-28,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,サンチェス,
2021,2021-06-29,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,小林,山口,
2021,2021-06-30,巨人,松原,ウィーラー,丸,岡本和,坂本,中島,北村,小林,菅野,
2021,2021-07-02,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,メルセデス,
2021,2021-07-03,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,大城,高橋,
2021,2021-07-05,巨人,松原,ウィーラー,丸,岡本和,坂本,梶谷,北村,小林,サンチェス,
2021,2021-07-06,巨人,梶谷,坂本,丸,岡本和,ウィーラー,松原,香月,小林,山口,
2021,2021-07-07,巨人,梶谷,坂本,丸,岡本和,ウィーラー,松原,北村,大城,直江,
2021,2021-07-08,巨人,梶谷,坂本,丸,岡本和,ウィーラー,松原,北村,大城,戸郷,
2021,2021-07-09,巨人,松原,坂本,丸,岡本和,ウィーラー,梶谷,北村,大城,メルセデス,
2021,2021-07-10,巨人,松原,坂本,丸,岡本和,ウィーラー,亀井,北村,大城,高橋,
2021,2021-07-12,巨人,松原,坂本,丸,岡本和,ウィーラー,亀井,北村,大城,サンチェス,
2021,2021-07-13,巨人,松原,坂本,丸,岡本和,ウィーラー,中島,北村,小林,山口,
2021,2021-08-12,巨人,松原,坂本,丸,岡本和,ウィーラー,北村,吉川,小林,山口,
2021,2021-08-13,巨人,松原,坂本,丸,岡本和,ウィーラー,大城,北村,吉川,メルセデス,
2021,2021-08-14,巨人,松原,坂本,丸,岡本和,ウィーラー,若林,大城,廣岡,戸郷,
2021,2021-08-16,巨人,松原,坂本,丸,岡本和,ウィーラー,大城,中島,吉川,高橋,
2021,2021-08-17,巨人,松原,坂本,丸,岡本和,ウィーラー,大城,中島,吉川,直江,
2021,2021-08-19,巨人,松原,坂本,丸,岡本和,中島,大城,ウィーラー,吉川,山口,
2021,2021-08-20,巨人,吉川,坂本,丸,岡本和,中島,亀井,大城,松原,戸郷,
2021,2021-08-21,巨人,廣岡,坂本,丸,岡本和,中田,ウィーラー,大城,石川,高橋,
2021,2021-08-23,巨人,松原,坂本,丸,岡本和,中田,ウィーラー,大城,吉川,メルセデス,
2021,2021-08-24,巨人,若林,坂本,丸,岡本和,中田,ウィーラー,大城,廣岡,直江,
2021,2021-08-25,巨人,若林,坂本,丸,岡本和,中田,亀井,大城,吉川,菅野,
2021,2021-08-26,巨人,丸,坂本,ウィーラー,岡本和,中田,廣岡,松原,小林,山口,
2021,2021-08-27,巨人,丸,坂本,吉川,岡本和,亀井,中島,大城,ウィーラー,戸郷,
2021,2021-08-28,巨人,ウィーラー,坂本,吉川,岡本和,中田,大城,廣岡,松原,高橋,
2021,2021-08-30,巨人,丸,坂本,吉川,岡本和,中田,大城,ウィーラー,松原,メルセデス,
2021,2021-08-31,巨人,丸,坂本,吉川,岡本和,中田,ウィーラー,松原,小林,菅野,
2021,2021-09-01,巨人,丸,坂本,吉川,岡本和,中田,ウィーラー,松原,小林,山口,
2021,2021-09-02,巨人,丸,坂本,吉川,岡本和,亀井,中田,大城,松原,戸郷,
2021,2021-09-03,巨人,丸,坂本,吉川,岡本和,中田,大城,ウィーラー,松原,高橋,
2021,2021-09-04,巨人,松原,坂本,吉川,岡本和,中島,丸,ウィーラー,大城,メルセデス,
2021,2021-09-06,巨人,松原,坂本,吉川,岡本和,中島,亀井,ウィーラー,小林,菅野,
2021,2021-09-07,巨人,松原,坂本,吉川,岡本和,丸,中島,大城,ウィーラー,山口,
2021,2021-09-08,巨人,松原,坂本,吉川,岡本和,中田,ウィーラー,廣岡,岸田,戸郷,
2021,2021-09-09,巨人,陽,坂本,吉川,岡本和,中田,丸,ウィーラー,岸田,高橋,
2021,2021-09-10,巨人,吉川,坂本,亀井,岡本和,中島,松原,ハイネマン,大城,メルセデス,
2021,2021-09-11,巨人,吉川,坂本,ハイネマン,岡本和,中島,松原,ウィーラー,小林,菅野,
2021,2021-09-13,巨人,吉川,松原,坂本,岡本和,亀井,中島,丸,小林,山口,
2021,2021-09-14,巨人,吉川,松原,坂本,岡本和,亀井,中島,ハイネマン,大城,戸郷,
2021,2021-09-16,巨人,吉川,松原,坂本,岡本和,亀井,ハイネマン,ウィーラー,大城,高橋,
2021,2021-09-17,巨人,吉川,松原,坂本,岡本和,中島,亀井,ハイネマン,小林,メルセデス,
2021,2021-09-18,巨人,吉川,松原,坂本,岡本和,亀井,丸,ウィーラー,大城,菅野,
2021,2021-09-20,巨人,吉川,松原,坂本,岡本和,ウィーラー,中田,ハイネマン,小林,山口,
2021,2021-09-21,巨人,吉川,松原,坂本,岡本和,亀井,中田,丸,大城,戸郷,
2021,2021-09-22,巨人,吉川,松原,坂本,岡本和,ウィーラー,丸,中田,小林,高橋,
2021,2021-09-23,巨人,吉川,松原,坂本,岡本和,亀井,丸,中田,大城,メルセデス,
2021,2021-09-24,巨人,吉川,松原,坂本,岡本和,ウィーラー,丸,中田,小林,菅野,
2021,2021-09-25,巨人,吉川,松原,坂本,岡本和,亀井,丸,中島,大城,山口,
2021,2021-09-27,巨人,吉川,松原,坂本,岡本和,亀井,中島,丸,大城,戸郷,
2021,2021-09-28,巨人,松原,丸,坂本,岡本和,ウィーラー,中田,吉川,小林,高橋,
2021,2021-09-29,巨人,松原,丸,坂本,岡本和,ウィーラー,中田,北村,小林,メルセデス,
2021,2021-09-30,巨人,松原,若林,坂本,岡本和,亀井,大城,丸,小林,菅野,
2021,2021-10-01,巨人,松原,若林,坂本,岡本和,亀井,大城,丸,小林,畠,
2021,2021-10-02,巨人,松原,若林,坂本,岡本和,ウィーラー,丸,北村,小林,戸郷,
2021,2021-10-04,巨人,松原,若林,坂本,岡本和,亀井,丸,大城,小林,高橋,
2021,2021-10-05,巨人,松原,若林,坂本,岡本和,丸,ウィーラー,大城,北村,メルセデス,
2021,2021-10-06,巨人,松原,若林,坂本,岡本和,丸,亀井,大城,小林,菅野,
2021,2021-10-07,巨人,松原,若林,坂本,岡本和,丸,中島,大城,ウィーラー,山口,
2021,2021-10-08,巨人,松原,廣岡,坂本,岡本和,丸,中島,ウィーラー,岸田,戸郷,
2021,2021-10-09,巨人,松原,吉川,坂本,岡本和,丸,亀井,中島,大城,高橋,
2021,2021-10-11,巨人,松原,立岡,坂本,岡本和,丸,中島,大城,吉川,メルセデス,
2021,2021-10-12,巨人,松原,坂本,丸,岡本和,中田,大城,ウィーラー,若林,菅野,
2021,2021-10-13,巨人,松原,坂本,丸,岡本和,ウィーラー,中田,若林,小林,山口,
2021,2021-10-14,巨人,松原,坂本,丸,岡本和,ウィーラー,中田,大城,吉川,戸郷,
2021,2021-10-15,巨人,松原,坂本,丸,岡本和,ウィーラー,中田,大城,吉川,高橋,
2021,2021-10-18,巨人,松原,坂本,丸,岡本和,ウィーラー,中田,大城,廣岡,メルセデス,
2021,2021-10-19,巨人,松原,坂本,丸,岡本和,ウィーラー,中島,大城,吉川,山口,
2021,2021-10-22,巨人,松原,坂本,丸,岡本和,ウィーラー,中田,大城,廣岡,菅野,
2021,2021-10-23,巨人,松原,吉川,丸,岡本和,中田,大城,立岡,廣岡,戸郷,
